version,number_of_structures,param_index
1,8,0
1,4,1
1,1,10
1,8,100
1,1,1000
1,7,1001
1,2,1004
1,6,1006
1,5,1007
1,5,1008
1,6,1009
1,3,101
1,33,1011
1,14,1012
1,6,1014
1,9,1015
1,3,1018
1,2,1019
1,1,102
1,1,1020
1,1,1021
1,5,1022
1,6,1024
1,11,1025
1,1,1027
1,1,1029
1,2,103
1,1,1030
1,4,1031
1,3,1033
1,6,1034
1,3,1035
1,2,1037
1,6,1039
1,10,104
1,3,1040
1,2,1042
1,2,1043
1,1,1044
1,1,1045
1,2,1046
1,15,1047
1,4,1049
1,1,105
1,8,1050
1,1,1051
1,3,1052
1,2,1053
1,1,1054
1,1,1055
1,3,1056
1,3,1057
1,10,1058
1,1,1059
1,2,106
1,7,1060
1,1,1061
1,3,1062
1,1,1063
1,15,1064
1,1,1065
1,1,1066
1,3,1067
1,8,1068
1,3,1069
1,1,107
1,13,1074
1,3,1076
1,4,1077
1,21,1078
1,1,1079
1,2,1080
1,2,1081
1,2,1082
1,10,1085
1,6,1087
1,4,1088
1,8,1089
1,20,109
1,1,1090
1,2,1091
1,1,1095
1,1,1096
1,6,1097
1,9,1098
1,5,11
1,1,110
1,10,1104
1,2,1106
1,12,1108
1,3,1109
1,7,111
1,16,1110
1,1,1111
1,11,1112
1,1,1113
1,2,1114
1,2,1115
1,1,1118
1,18,1119
1,11,112
1,1,1120
1,3,1121
1,9,1122
1,27,1124
1,17,1126
1,6,1127
1,11,1129
1,4,113
1,5,1131
1,9,1132
1,15,1133
1,1,1134
1,1,1135
1,1,1137
1,7,1138
1,19,1139
1,3,114
1,37,1140
1,3,1142
1,9,1144
1,2,1145
1,5,1148
1,2,115
1,2,1150
1,4,1151
1,2,1152
1,7,1153
1,1,1154
1,4,1155
1,1,1156
1,2,1157
1,3,1158
1,5,1159
1,1,116
1,6,1160
1,1,1161
1,4,1162
1,8,1163
1,12,1164
1,2,1165
1,1,1166
1,2,1167
1,4,1168
1,6,1169
1,1,117
1,2,1170
1,11,1171
1,6,1173
1,5,1175
1,5,1176
1,16,118
1,3,1180
1,4,1183
1,8,1184
1,7,1185
1,11,1186
1,6,1188
1,2,1189
1,4,119
1,4,1191
1,11,1192
1,6,1193
1,6,1194
1,7,1197
1,13,1199
1,14,12
1,2,1200
1,6,1201
1,1,1203
1,11,1204
1,1,1206
1,2,1207
1,5,1208
1,1,1209
1,4,1210
1,10,1211
1,11,1213
1,3,1215
1,7,1216
1,1,1217
1,16,1218
1,3,1219
1,12,122
1,1,1221
1,1,1222
1,1,1223
1,1,1224
1,1,1225
1,1,1226
1,1,1228
1,1,1230
1,1,1232
1,1,1233
1,15,1234
1,3,1235
1,2,1237
1,3,1238
1,1,1239
1,2,124
1,2,1241
1,1,1242
1,1,1244
1,1,1245
1,3,1246
1,8,1247
1,4,1248
1,3,1249
1,5,125
1,4,1250
1,10,1251
1,4,1252
1,9,1253
1,6,1254
1,3,1255
1,1,1257
1,1,1258
1,18,1259
1,4,1260
1,7,1262
1,1,1263
1,8,1264
1,6,1265
1,5,1267
1,1,127
1,5,1271
1,4,1272
1,8,1273
1,6,1274
1,5,1275
1,6,1276
1,7,1277
1,3,1278
1,1,1279
1,2,1281
1,6,1282
1,8,1284
1,2,1288
1,1,1289
1,2,1290
1,4,1292
1,3,1293
1,2,1294
1,6,1295
1,5,1297
1,11,1299
1,1,13
1,1,1300
1,17,1301
1,5,1302
1,1,1304
1,3,1305
1,4,1307
1,16,1308
1,1,1309
1,1,131
1,3,1310
1,1,1311
1,1,1312
1,6,1315
1,5,1317
1,1,1318
1,5,1319
1,3,132
1,15,1320
1,1,1321
1,1,1325
1,16,1327
1,6,1328
1,1,1329
1,7,1330
1,2,1331
1,5,1332
1,8,1333
1,1,1334
1,7,1335
1,1,1336
1,4,1338
1,1,1339
1,4,134
1,13,1340
1,26,1341
1,1,1342
1,5,1343
1,2,1344
1,3,1346
1,1,1349
1,1,135
1,11,1350
1,11,1354
1,6,1355
1,6,1356
1,19,1357
1,10,1359
1,5,136
1,9,1360
1,2,1361
1,15,1363
1,1,1364
1,4,1366
1,9,1368
1,1,1369
1,1,1370
1,1,1374
1,6,1375
1,1,1376
1,13,1377
1,6,1378
1,4,1379
1,1,138
1,11,1382
1,3,1383
1,3,1384
1,11,1385
1,17,1386
1,3,1387
1,2,1388
1,1,1390
1,13,1391
1,11,1392
1,8,1395
1,4,1396
1,2,1397
1,3,1399
1,1,14
1,24,140
1,3,1401
1,11,1403
1,12,1404
1,4,1405
1,2,1406
1,4,1408
