version,number_of_structures,param_index
0,4,1
0,2,100
0,1,1000
0,1,1001
0,1,1002
0,1,1005
0,3,1007
0,2,1008
0,1,1009
0,5,1010
0,6,1011
0,5,1012
0,1,1016
0,2,1017
0,1,1019
0,3,102
0,1,1020
0,1,1024
0,1,1025
0,1,1028
0,5,103
0,1,1030
0,6,1032
0,2,1033
0,2,1036
0,3,1037
0,1,1040
0,1,1041
0,1,1042
0,1,1043
0,2,1045
0,3,1046
0,1,1047
0,2,1048
0,7,1051
0,1,1052
0,2,1053
0,1,1054
0,2,1056
0,3,1058
0,1,1059
0,1,106
0,1,1060
0,3,1063
0,4,1064
0,7,1066
0,3,1067
0,1,1068
0,5,1069
0,5,1071
0,2,1072
0,2,1073
0,1,1074
0,1,1075
0,2,1076
0,1,1079
0,3,1082
0,1,1083
0,4,1086
0,13,1087
0,1,1088
0,2,109
0,8,1092
0,1,1096
0,1,1099
0,2,11
0,1,110
0,3,1100
0,1,1101
0,1,1104
0,2,1105
0,1,1106
0,3,1111
0,12,1112
0,1,1116
0,1,1117
0,2,1122
0,1,1123
0,2,1124
0,7,1125
0,1,1127
0,1,1128
0,2,113
0,2,1131
0,1,1134
0,3,1135
0,6,1136
0,4,1139
0,2,1141
0,2,1142
0,1,1143
0,3,1144
0,1,1146
0,1,1149
0,2,115
0,1,1150
0,8,1152
0,3,1153
0,1,1154
0,2,1155
0,1,1157
0,2,1158
0,1,1160
0,4,1162
0,1,1165
0,1,1166
0,1,1167
0,4,1168
0,1,117
0,15,1170
0,1,1174
0,2,1175
0,1,1176
0,4,1177
0,3,1178
0,4,1179
0,1,118
0,3,1180
0,1,1183
0,1,1184
0,3,1185
0,1,1187
0,1,1188
0,5,1190
0,1,1192
0,1,1193
0,1,1194
0,4,1195
0,2,12
0,2,1201
0,1,1202
0,1,1205
0,7,1206
0,1,1208
0,4,1209
0,2,1210
0,1,1212
0,2,1213
0,5,1215
0,4,1216
0,2,1218
0,6,1219
0,1,122
0,4,1221
0,12,1225
0,1,1227
0,1,123
0,1,1231
0,1,1233
0,2,1235
0,1,1237
0,2,1239
0,3,1240
0,9,1241
0,3,1243
0,1,1244
0,4,1245
0,1,1246
0,6,1247
0,12,1248
0,1,1250
0,1,1252
0,1,1253
0,2,1255
0,1,1258
0,10,1259
0,1,1261
0,4,1268
0,4,1270
0,1,1271
0,2,1272
0,3,1274
0,1,1275
0,4,1276
0,1,1278
0,1,1279
0,1,1281
0,1,1282
0,2,1283
0,2,1288
0,5,1290
0,5,1292
0,2,1293
0,1,1294
0,1,1296
0,1,1297
0,2,1298
0,1,13
0,6,1301
0,1,1303
0,4,1304
0,1,1305
0,3,1306
0,1,1309
0,1,1310
0,2,1312
0,1,1315
0,3,1316
0,1,1317
0,1,1318
0,2,1319
0,2,132
0,3,1320
0,2,1321
0,1,1322
0,4,1323
0,1,1324
0,1,1325
0,12,1326
0,2,1327
0,2,1330
0,2,1332
0,3,1335
0,3,1336
0,1,1337
0,2,1338
0,2,1340
0,3,1341
0,5,1342
0,1,1343
0,1,1345
0,3,1347
0,13,1350
0,1,1351
0,1,1352
0,1,1354
0,3,1355
0,3,1356
0,2,1357
0,1,1358
0,1,1359
0,1,1360
0,8,1362
0,1,1364
0,6,1365
0,4,1366
0,2,1368
0,7,1369
0,2,1372
0,2,1376
0,1,1380
0,4,1383
0,4,1386
0,2,1387
0,1,1391
0,2,1393
0,4,1394
0,2,1396
0,1,1397
0,1,1398
0,1,1399
0,5,14
0,1,1400
0,1,1401
0,4,1403
0,6,1405
0,1,1406
0,4,1407
0,1,1408
0,3,1409
0,3,141
0,2,1412
0,2,1413
0,1,1414
0,2,1416
0,2,1418
0,1,1419
0,2,1420
0,1,1422
0,1,1423
0,1,1425
0,8,1426
0,1,1429
0,2,143
0,3,1430
0,1,1431
0,2,1433
0,6,1436
0,2,1438
0,1,1439
0,2,144
0,5,1440
0,1,1441
0,1,1443
0,1,1444
0,2,1448
0,3,1449
0,2,1450
0,3,1452
0,1,1453
0,4,1454
0,1,1455
0,10,1457
0,1,1458
0,1,1459
0,3,146
0,1,1460
0,2,1464
0,1,1469
0,1,147
0,10,1471
0,1,1473
0,5,1474
0,2,1475
0,4,1476
0,6,1478
0,6,1479
0,1,148
0,6,1482
0,1,1485
0,3,1487
0,2,1489
0,4,149
0,2,1490
0,4,1491
0,7,1492
0,2,1497
0,12,1498
0,5,15
0,2,150
0,1,1500
0,2,1501
0,1,1502
0,3,1503
0,2,1506
0,5,1507
0,1,1509
0,4,151
0,2,1515
0,3,1516
0,1,1517
0,2,1518
0,5,1519
0,3,152
0,10,1520
0,1,1524
0,1,1525
0,3,1526
0,5,1528
0,2,153
0,2,1530
0,1,1531
0,4,1534
0,3,1535
0,3,1536
0,1,1537
0,3,1539
0,1,1540
0,6,1542
0,1,1543
0,1,1546
0,3,1548
0,2,1552
0,2,1553
0,3,1554
0,1,1556
0,1,1557
0,1,1559
0,1,1561
0,1,1562
0,1,1563
0,1,1564
0,2,1567
0,1,1568
0,1,157
0,4,1570
0,3,1571
0,2,1572
0,5,1575
0,1,1577
0,4,1578
0,2,1579
0,1,158
0,2,1580
0,1,1581
0,1,1582
0,4,1583
0,8,1589
0,2,159
0,3,1591
0,1,1592
0,9,1593
0,3,1594
0,5,1595
0,1,1596
0,2,1597
0,1,1598
0,3,1599
0,2,160
0,4,1601
0,9,1603
0,1,1604
0,1,1607
0,3,1610
0,1,1611
0,4,1612
0,2,1614
0,7,1619
0,2,1621
0,1,1622
0,1,1623
0,4,1625
0,2,1628
0,4,1630
0,3,1631
0,2,1635
0,6,1637
0,3,1638
0,3,164
0,8,1640
0,1,1642
0,6,1645
0,2,1647
0,2,1649
0,1,1652
0,4,1654
0,3,1655
0,1,1656
0,1,1658
0,4,166
0,3,1660
0,6,1661
0,1,1663
0,3,1666
0,1,1668
0,3,1672
0,4,1673
0,3,1674
0,1,1676
0,1,168
0,1,1681
0,1,1682
0,2,1683
0,1,1684
0,7,1685
0,5,1686
0,3,1689
0,2,169
0,1,1692
0,1,1693
0,1,1696
0,12,1698
0,3,17
0,1,170
0,1,1700
0,3,1702
0,1,1705
0,1,1706
0,1,1707
0,1,1708
0,6,1709
0,1,1710
0,2,1711
0,1,1715
0,6,1721
0,1,1722
0,12,1723
0,5,1724
0,1,1725
0,2,1726
0,2,1728
0,2,1729
0,2,1731
0,1,1733
0,1,1737
0,1,1738
0,4,1739
0,1,1743
0,3,1746
0,3,1747
0,6,1748
0,17,1749
0,8,1754
0,6,1755
0,1,1756
