version,number_of_structures,param_index
0,2,0
0,19,1
0,39,10
0,11,100
0,55,1000
0,24,1001
0,6,1002
0,28,1003
0,4,1004
0,8,1005
0,19,1006
0,43,1007
0,3,1008
0,10,1009
0,7,1010
0,54,1011
0,18,1012
0,2,1013
0,26,1014
0,5,1015
0,58,1016
0,43,1017
0,16,1018
0,42,1019
0,37,102
0,65,1020
0,25,1021
0,4,1023
0,28,1024
0,33,1025
0,18,1026
0,18,1027
0,43,1028
0,32,1029
0,38,103
0,64,1030
0,4,1031
0,39,1032
0,18,1033
0,5,1034
0,2,1035
0,53,1036
0,119,1037
0,12,1038
0,9,1039
0,13,104
0,26,1040
0,11,1041
0,7,1042
0,8,1043
0,16,1044
0,22,1045
0,28,1046
0,45,1047
0,2,1048
0,8,1049
0,45,105
0,37,1050
0,31,1051
0,51,1052
0,35,1053
0,10,1054
0,2,1055
0,8,1056
0,10,1057
0,34,1058
0,33,1059
0,58,106
0,25,1060
0,1,1061
0,27,1062
0,42,1063
0,36,1064
0,14,1067
0,26,1068
0,79,1069
0,5,1070
0,49,1071
0,26,1072
0,14,1073
0,4,1074
0,1,1075
0,42,1076
0,14,1077
0,29,1079
0,12,108
0,14,1080
0,7,1081
0,79,1082
0,9,1083
0,42,1084
0,1,1085
0,37,1086
0,29,1087
0,55,1088
0,19,1089
0,16,109
0,13,1090
0,43,1091
0,39,1092
0,20,1093
0,23,1094
0,21,1095
0,67,1096
0,25,1097
0,25,1098
0,53,1099
0,6,11
0,63,110
0,49,1100
0,55,1101
0,4,1102
0,27,1103
0,43,1104
0,24,1105
0,2,1106
0,20,1108
0,37,1109
0,10,111
0,4,1110
0,10,1111
0,10,1113
0,21,1114
0,9,1115
0,4,1116
0,4,1117
0,21,1118
0,47,1119
0,31,112
0,1,1120
0,3,1121
0,22,1122
0,15,1123
0,31,1124
0,44,1125
0,72,1126
0,58,1127
0,23,1128
0,1,1129
0,6,113
0,20,1130
0,38,1131
0,32,1133
0,53,1134
0,10,1135
0,7,1136
0,34,1137
0,59,1139
0,28,114
0,3,1140
0,6,1141
0,17,1142
0,15,1143
0,75,1144
0,21,1145
0,21,1146
0,8,1147
0,47,1148
0,35,1149
0,3,115
0,47,1150
0,11,1151
0,42,1153
0,36,1154
0,87,1155
0,8,1156
0,10,1157
0,95,1158
0,3,1159
0,17,1160
0,2,1161
0,69,1162
0,1,1163
0,3,1164
0,38,1165
0,80,1166
0,28,1168
0,27,1169
0,9,117
0,19,1170
0,15,1171
0,12,1172
0,15,1173
0,38,1174
0,27,1175
0,3,1176
0,38,1177
0,28,1178
0,42,1179
0,27,118
0,6,1180
0,8,1181
0,31,1182
0,16,1183
0,11,1184
0,4,1185
0,22,1186
0,13,1187
0,10,1188
0,8,1189
0,40,119
0,50,1190
0,8,1191
0,3,1192
0,9,1193
0,22,1194
0,61,1195
0,1,1196
0,15,1197
0,2,1198
0,2,1199
0,88,12
0,37,120
0,55,1201
0,32,1202
0,5,1204
0,29,1205
0,36,1206
0,3,1207
0,16,1208
0,60,1209
0,15,121
0,16,1210
0,3,1211
0,14,1212
0,34,1213
0,48,1214
0,9,1215
0,70,1216
0,31,1217
0,16,1218
0,63,1219
0,21,122
0,2,1220
0,58,1221
0,30,1222
0,13,1223
0,113,1225
0,7,1226
0,3,1227
0,55,1228
0,10,1229
0,56,123
0,31,1230
0,8,1232
0,74,1233
0,26,1234
0,16,1235
0,26,1236
0,47,1237
0,13,1238
0,23,1239
0,13,1240
0,14,1241
0,2,1242
0,88,1243
0,81,1245
0,10,1247
0,323,1248
0,13,1249
0,56,125
0,43,1250
0,23,1252
0,19,1253
0,26,1254
0,63,1255
0,7,1256
0,2,1257
0,1,1258
0,95,1259
0,4,126
0,26,1260
0,1,1261
0,9,1262
0,33,1263
0,12,1264
0,2,1265
0,39,1267
0,23,1268
0,1,1269
0,3,127
0,23,1270
0,7,1271
0,34,1272
0,36,1273
0,4,1274
0,27,1275
0,36,1276
0,33,1277
0,38,1278
0,55,1279
0,1,128
0,39,1281
0,81,1282
0,42,1283
0,6,1284
0,6,1285
0,15,1286
0,5,1287
0,5,1288
0,13,1289
0,40,129
0,76,1290
0,27,1291
0,29,1292
0,67,1293
0,25,1294
0,7,1295
0,30,1296
0,16,1297
0,7,1299
0,2,13
0,3,130
0,46,1300
0,2,1301
0,28,1302
0,25,1303
