Network1,Network2,k_hot_code,Hamming_Distance,number_of_circuits
0,14741,11110111111010100000,8.0,18444
5,8504,11111110111110001000,8.0,7380
5,10297,11111110111110001000,8.0,25380
5,10655,11111110111110001000,8.0,18180
5,10664,11111110111110001000,8.0,21780
5,15544,11111110111110001000,8.0,60840
5,15788,11111110111110001000,8.0,72180
5,15936,11111110111110001000,8.0,69120
5,16017,11111110111110001000,8.0,52020
8,14815,11111111110101110001,8.0,5293
12,13249,11110111000011110000,8.0,16740
12,13330,11110111000011110000,8.0,49600
12,13331,11110111000011110000,8.0,17856
12,14707,11110111000011110000,8.0,22072
12,14708,11110111000011110000,8.0,13516
12,14789,11110111000011110000,8.0,30008
15,13249,11110111000011110000,8.0,18765
15,13330,11110111000011110000,8.0,55600
15,13331,11110111000011110000,8.0,20016
15,14707,11110111000011110000,8.0,24742
15,14708,11110111000011110000,8.0,15151
15,14789,11110111000011110000,8.0,33638
16,10307,11111111010101100000,8.0,13419
16,10386,11111111010101100000,8.0,10584
18,13324,11110101000011110000,8.0,3600
20,10159,11111111111111110000,8.0,164405
25,9135,11110111000001110000,8.0,24523
25,13320,11110111000001110000,8.0,8592
25,13323,11110111000001110000,8.0,3401
25,14481,11110111000001110000,8.0,34368
26,14805,11111111110001110000,8.0,20880
55,14766,11110111001011110000,8.0,38499
56,14953,11111111011001110000,8.0,1700
73,9816,11110111000011100000,8.0,7923
73,13296,11110111000011100000,8.0,6255
86,8490,11111110111010101000,8.0,79453
86,9956,11111110111010101000,8.0,123101
89,14410,11111111111101100000,8.0,113047
95,13677,11111110010010000000,8.0,2808
97,13113,11110111110001110000,8.0,13446
104,9294,11111111111011100000,8.0,16170
117,7721,11110111010001110000,8.0,3432
117,9260,11110111010001110000,8.0,858
117,9421,11110111010001110000,8.0,5841
117,13129,11110111010001110000,8.0,2970
117,13148,11110111010001110000,8.0,429
117,14764,11110111010001110000,8.0,1122
118,9422,11110111011011110000,8.0,6952
137,7720,11110111011001110000,8.0,23490
137,7953,11110111011001110000,8.0,54990
137,7990,11110111011001110000,8.0,34200
137,13138,11110111011001110000,8.0,4950
137,13308,11110111011001110000,8.0,10800
137,13336,11110111011001110000,8.0,11520
163,6960,11111111111101100000,8.0,46530
167,12228,11111111111101000000,8.0,25109
179,9833,11111111111100001000,8.0,59394
184,9299,11111111111101110000,8.0,5250
207,7864,11110111010011110000,8.0,26676
207,9251,11110111010011110000,8.0,3172
207,13192,11110111010011110000,8.0,1924
207,13219,11110111010011110000,8.0,15964
207,14668,11110111010011110000,8.0,8112
256,8880,11110111000111110100,8.0,117855
257,9934,11111101000011110000,8.0,156
258,12847,11110111000001110000,8.0,6656
258,13250,11110111000001110000,8.0,12288
258,13334,11110111000001110000,8.0,3584
258,14788,11110111000001110000,8.0,52736
259,13250,11110111000001110000,8.0,3792
259,13275,11110111000001110000,8.0,1027
259,13332,11110111000001110000,8.0,1422
259,13334,11110111000001110000,8.0,1106
259,14223,11110111000001110000,8.0,24332
259,14787,11110111000001110000,8.0,10033
259,14898,11110111000001110000,8.0,4424
260,9588,11111111000011110100,8.0,14336
264,14698,11110111000011110100,8.0,7571
268,9540,11110111000001100000,8.0,2970
268,14880,11110111000001100000,8.0,7290
307,7379,10100011000001110000,8.0,425
333,12848,11111111000011110000,8.0,7560
333,14309,11111111000011110000,8.0,36840
336,14788,11110111000001110000,8.0,40582
336,14795,11110111000001110000,8.0,19109
337,8826,11111111000011110000,8.0,16544
337,14309,11111111000011110000,8.0,54032
337,14931,11111111000011110000,8.0,9152
337,14955,11111111000011110000,8.0,29568
337,15279,11111111000011110000,8.0,8448
338,8800,11110111000011110000,8.0,11352
338,9286,11110111000011110000,8.0,1815
338,13329,11110111000011110000,8.0,2508
338,13330,11110111000011110000,8.0,13200
338,14127,11110111000011110000,8.0,4488
338,14793,11110111000011110000,8.0,7821
340,13194,11110111000001110000,8.0,2321
340,13332,11110111000001110000,8.0,3798
340,13334,11110111000001110000,8.0,2954
340,14787,11110111000001110000,8.0,26797
350,14157,11111111010011110000,8.0,46920
350,14940,11111111010011110000,8.0,10350
378,8762,11110011000011110000,8.0,1944
378,8797,11110011000011110000,8.0,12960
379,14144,11110111001011110000,8.0,9174
379,14766,11110111001011110000,8.0,20658
410,6633,11111111111101100000,8.0,70735
410,11986,11111111111101100000,8.0,60207
410,12060,11111111111101100000,8.0,53298
415,8826,11111111000011110000,8.0,3948
415,8882,11111111000011110000,8.0,31500
417,8800,11110111000011110000,8.0,43688
417,8863,11110111000011110000,8.0,28448
417,8881,11110111000011110000,8.0,125095
417,9286,11110111000011110000,8.0,6985
417,13249,11110111000011110000,8.0,17145
417,14227,11110111000011110000,8.0,72390
