Network1,Network2,k_hot_code,Hamming_Distance,number_of_circuits
4,5592,11110111111110100100,3.0,195200
5,1460,11111110111110001000,3.0,117720
5,3164,11111110111110001000,3.0,61992
12,338,11110111000011110000,3.0,26441
12,687,11110111000011110000,3.0,266054
12,1968,11110111000011110000,3.0,112203
12,5845,11110111000011110000,3.0,209884
12,6006,11110111000011110000,3.0,128780
12,8751,11110111000011110000,3.0,118094
12,8761,11110111000011110000,3.0,101791
15,417,11110111000011110000,3.0,352342
15,519,11110111000011110000,3.0,1338461
15,579,11110111000011110000,3.0,1209805
15,660,11110111000011110000,3.0,642549
15,1969,11110111000011110000,3.0,760240
15,3822,11110111000011110000,3.0,530706
15,5601,11110111000011110000,3.0,108188
15,12652,11110111000011110000,3.0,236844
15,12813,11110111000011110000,3.0,219300
18,511,11110101000011110000,3.0,507744
18,3417,11110101000011110000,3.0,249744
18,3427,11110101000011110000,3.0,297216
20,227,11111111111111110000,3.0,856260
23,8825,11111111110011000000,3.0,50778
25,258,11110111000001110000,3.0,489510
25,340,11110111000001110000,3.0,1003440
25,499,11110111000001110000,3.0,637695
25,507,11110111000001110000,3.0,555555
25,532,11110111000001110000,3.0,427350
25,583,11110111000001110000,3.0,3053055
25,589,11110111000001110000,3.0,558885
25,3420,11110111000001110000,3.0,713730
25,3490,11110111000001110000,3.0,470085
25,3507,11110111000001110000,3.0,961815
25,3652,11110111000001110000,3.0,304140
25,3751,11110111000001110000,3.0,1620600
25,4075,11110111000001110000,3.0,852480
25,5851,11110111000001110000,3.0,251970
25,8772,11110111000001110000,3.0,687090
25,11197,11110111000001110000,3.0,314130
25,12742,11110111000001110000,3.0,329115
25,14118,11110111000001110000,3.0,412365
25,14200,11110111000001110000,3.0,538905
25,14605,11110111000001110000,3.0,397935
26,3587,11111111110001110000,3.0,315018
30,372,11110001000000000000,3.0,897
30,453,11110001000000000000,3.0,377
30,1993,11110001000000000000,3.0,1547
30,1994,11110001000000000000,3.0,2951
30,2379,11110001000000000000,3.0,195
30,3693,11110001000000000000,3.0,260
30,5396,11110001000000000000,3.0,3783
48,10745,11110001000001000000,3.0,4068
48,12686,11110001000001000000,3.0,4500
50,273,11110001000000000000,3.0,4114
50,372,11110001000000000000,3.0,12903
50,453,11110001000000000000,3.0,5423
50,2020,11110001000000000000,3.0,18513
50,2102,11110001000000000000,3.0,4488
50,2479,11110001000000000000,3.0,9163
50,3693,11110001000000000000,3.0,3740
51,130,11110101000000000000,3.0,338
51,2077,11110101000000000000,3.0,156
51,10987,11110101000000000000,3.0,3653
51,10988,11110101000000000000,3.0,4446
51,12684,11110101000000000000,3.0,1157
51,12688,11110101000000000000,3.0,1443
51,12689,11110101000000000000,3.0,1729
51,12768,11110101000000000000,3.0,468
53,3860,11110001000001000000,3.0,8750
53,12686,11110001000001000000,3.0,15625
55,5500,11110111001011110000,3.0,3048216
56,479,11111111011001110000,3.0,370170
56,2099,11111111011001110000,3.0,1300050
56,10928,11111111011001110000,3.0,184275
73,265,11110111000011100000,3.0,493920
75,3666,11110101000001000000,3.0,267090
75,10742,11110101000001000000,3.0,38860
76,6123,11110101000001110000,3.0,303780
76,10764,11110101000001110000,3.0,287346
