Network1,Network2,k_hot_code,Hamming_Distance,number_of_circuits
12,15,11110111000011110000,1.0,17236
38,47,11100111011101110000,1.0,936
56,2000,11111111011001110000,1.0,4318
81,162,11111111111001110000,1.0,11999
86,5432,11111110111010101000,1.0,113212
137,5483,11110111011001110000,1.0,3420
145,10837,11110111111001110000,1.0,19110
190,199,11110111111100111000,1.0,4350
200,209,11111111111001110000,1.0,6800
258,259,11110111000001110000,1.0,20224
259,340,11110111000001110000,1.0,16669
259,502,11110111000001110000,1.0,21014
340,583,11110111000001110000,1.0,111619
378,621,11110011000011110000,1.0,9288
396,477,11110011000011100000,1.0,13224
417,660,11110111000011110000,1.0,73025
418,661,11110111000001110000,1.0,23829
489,516,11110111000011110100,1.0,81972
490,493,11110111001101110000,1.0,242570
495,498,11110111000001110000,1.0,8648
495,5841,11110111000001110000,1.0,12144
498,499,11110111000001110000,1.0,15980
498,507,11110111000001110000,1.0,14100
499,502,11110111000001110000,1.0,45220
499,508,11110111000001110000,1.0,41140
499,580,11110111000001110000,1.0,22100
499,661,11110111000001110000,1.0,103870
500,662,11111111000001110000,1.0,20352
502,583,11110111000001110000,1.0,140714
505,506,11111111000011110000,1.0,19549
506,533,11111111000011110000,1.0,11639
506,11198,11111111000011110000,1.0,23617
507,508,11110111000001110000,1.0,36300
507,669,11110111000001110000,1.0,33300
508,589,11110111000001110000,1.0,61226
510,2454,11110111000101110000,1.0,12218
513,540,11110011000001110000,1.0,3753
516,678,11110111000011110100,1.0,245364
517,598,11110111000011110000,1.0,10800
517,679,11110111000011110000,1.0,16500
520,5866,11110111010001110000,1.0,30960
526,535,11110011000011110000,1.0,145522
533,614,11111111000011110000,1.0,22248
534,535,11110011000011110000,1.0,132327
535,562,11110011000011110000,1.0,17342
540,541,11110011000001110000,1.0,945
540,543,11110011000001110000,1.0,297
541,559,11110011000001110000,1.0,1365
550,631,11110011000011110000,1.0,5680
559,2503,11110011000001110000,1.0,6669
559,5905,11110011000001110000,1.0,585
561,642,11110001000011110000,1.0,1972
578,587,11111111000001110000,1.0,6960
578,659,11111111000001110000,1.0,8439
578,5924,11111111000001110000,1.0,8613
579,660,11110111000011110000,1.0,371450
580,583,11110111000001110000,1.0,68770
580,589,11110111000001110000,1.0,32890
580,661,11110111000001110000,1.0,79430
583,3985,11110111000001110000,1.0,135953
597,11289,11110011000101110000,1.0,66276
598,679,11110111000011110000,1.0,71280
598,11290,11110111000011110000,1.0,19656
600,618,11110011010011110000,1.0,299096
601,682,11110111011001110000,1.0,54498
605,614,11111111000011110000,1.0,35208
618,5964,11110011010011110000,1.0,476548
621,5967,11110011000011110000,1.0,16254
627,708,11110011011101110000,1.0,2560
631,634,11110011000011110000,1.0,12070
657,659,11111111000001110000,1.0,29585
657,666,11111111000001110000,1.0,61000
657,6003,11111111000001110000,1.0,119865
659,662,11111111000001110000,1.0,20564
659,686,11111111000001110000,1.0,5335
660,687,11110111000011110000,1.0,1335725
660,6006,11110111000011110000,1.0,791775
662,689,11111111000001110000,1.0,105576
666,667,11111111000001110000,1.0,31000
673,6019,11110111011101110000,1.0,425334
679,11371,11110111000011110000,1.0,61710
682,2626,11110111011001110000,1.0,36332
684,687,11110111000011110000,1.0,1902537
686,689,11111111000001110000,1.0,27390
689,11381,11111111000001110000,1.0,202188
696,6042,11110111000111110100,1.0,862407
705,6051,11110011000011110000,1.0,38763
842,11534,11111110111100100000,1.0,13310
903,6249,01010010001100000000,1.0,884
950,1112,11111110111110101001,1.0,647900
1024,6370,11110110001000000000,1.0,3930
1063,1171,01010110000000000000,1.0,195
1067,1121,11111110000000000000,1.0,644
1067,6413,11111110000000000000,1.0,616
1072,6418,11110110000000000000,1.0,364
1075,6421,11110010000000000000,1.0,825
1119,1120,01010010000000000000,1.0,34719
1121,1130,11111110000000000000,1.0,1426
1121,11813,11111110000000000000,1.0,3864
1126,1129,11110110000010000000,1.0,5989
1130,1184,11111110000000000000,1.0,1302
1130,6476,11111110000000000000,1.0,1271
1130,11822,11111110000000000000,1.0,1271
1171,6517,01010110000000000000,1.0,1515
1173,1174,01010010000110000000,1.0,38236
1175,11867,11111110000010000000,1.0,5840
1184,11876,11111110000000000000,1.0,1596
1223,1241,11111110111110100000,1.0,353306
1223,1466,11111110111110100000,1.0,2690110
1223,6569,11111110111110100000,1.0,3049280
1242,1323,11111010000110000000,1.0,103944
1242,2700,11111010000110000000,1.0,274744
1244,1271,11111110111100001000,1.0,261648
1244,1487,11111110111100001000,1.0,766458
1244,11936,11111110111100001000,1.0,419490
1246,1489,11111010000010000000,1.0,5630433
1246,2704,11111010000010000000,1.0,2944410
1259,1421,11111110111110100000,1.0,126765
1269,1272,11111010111010001000,1.0,749340
1269,1755,11111010111010001000,1.0,2065860
1275,1276,11111110111110000000,1.0,1145881
1278,1521,11111010111100000000,1.0,293136
1278,6624,11111010111100000000,1.0,224688
1279,1765,11111010111010001000,1.0,1189188
1282,6628,11111010111010001010,1.0,152544
1283,1526,11111110111100000000,1.0,13000
1286,1295,11111110111100000010,1.0,61184
1313,1340,11110110111111101100,1.0,652428
1323,1324,11111010000110000000,1.0,143136
1323,12015,11111010000110000000,1.0,54528
1324,1327,11111010000110000000,1.0,374976
1324,6670,11111010000110000000,1.0,801024
