Network1,Network2,k_hot_code,Hamming_Distance,number_of_circuits
5,1016,11111110111110001000,5.0,59940
5,1523,11111110111110001000,5.0,70560
5,1574,11111110111110001000,5.0,259020
5,1649,11111110111110001000,5.0,141300
5,1676,11111110111110001000,5.0,192960
5,1804,11111110111110001000,5.0,82080
5,3110,11111110111110001000,5.0,305280
5,3194,11111110111110001000,5.0,179640
5,4108,11111110111110001000,5.0,94680
5,4856,11111110111110001000,5.0,48960
5,5104,11111110111110001000,5.0,151200
5,5324,11111110111110001000,5.0,118260
5,6200,11111110111110001000,5.0,19260
5,6710,11111110111110001000,5.0,29160
5,7142,11111110111110001000,5.0,112140
5,8132,11111110111110001000,5.0,128340
5,8270,11111110111110001000,5.0,369540
5,8429,11111110111110001000,5.0,176940
5,9989,11111110111110001000,5.0,70740
5,10238,11111110111110001000,5.0,478260
5,11960,11111110111110001000,5.0,7380
5,12014,11111110111110001000,5.0,23760
5,12050,11111110111110001000,5.0,56340
5,13391,11111110111110001000,5.0,52020
5,14394,11111110111110001000,5.0,48600
5,14395,11111110111110001000,5.0,81900
5,14852,11111110111110001000,5.0,106200
5,15392,11111110111110001000,5.0,53640
8,2125,11111111110101110001,5.0,1896
9,14262,11110111100011110000,5.0,9782
10,7436,11110101111011110100,5.0,51656
11,15485,11111111111001100001,5.0,8280
12,598,11110111000011110000,5.0,26784
12,679,11110111000011110000,5.0,40920
12,2156,11110111000011110000,5.0,8804
12,2194,11110111000011110000,5.0,27900
12,2424,11110111000011110000,5.0,3596
12,3526,11110111000011110000,5.0,72044
12,3831,11110111000011110000,5.0,11284
12,5881,11110111000011110000,5.0,54560
12,5935,11110111000011110000,5.0,57660
12,8835,11110111000011110000,5.0,20708
12,9168,11110111000011110000,5.0,29512
12,11254,11110111000011110000,5.0,7316
12,11255,11110111000011110000,5.0,3348
12,11277,11110111000011110000,5.0,17236
12,11282,11110111000011110000,5.0,12400
12,11295,11110111000011110000,5.0,103788
12,11300,11110111000011110000,5.0,19716
12,11316,11110111000011110000,5.0,20832
12,11322,11110111000011110000,5.0,13764
12,12798,11110111000011110000,5.0,6820
12,12804,11110111000011110000,5.0,10912
12,12838,11110111000011110000,5.0,4216
12,13056,11110111000011110000,5.0,22692
12,13132,11110111000011110000,5.0,12772
12,14119,11110111000011110000,5.0,5704
12,14120,11110111000011110000,5.0,4960
12,14127,11110111000011110000,5.0,16864
12,14137,11110111000011110000,5.0,22444
12,14181,11110111000011110000,5.0,10416
12,14598,11110111000011110000,5.0,8432
12,14745,11110111000011110000,5.0,3100
12,14781,11110111000011110000,5.0,14012
15,517,11110111000011110000,5.0,6950
15,670,11110111000011110000,5.0,64357
15,2136,11110111000011110000,5.0,13761
15,3433,11110111000011110000,5.0,10703
15,3535,11110111000011110000,5.0,41283
15,3792,11110111000011110000,5.0,17514
15,3796,11110111000011110000,5.0,6255
15,3940,11110111000011110000,5.0,6394
15,5854,11110111000011110000,5.0,31275
15,7701,11110111000011110000,5.0,38225
15,7801,11110111000011110000,5.0,32665
15,8770,11110111000011110000,5.0,11398
15,8771,11110111000011110000,5.0,12788
15,8788,11110111000011110000,5.0,24186
15,8800,11110111000011110000,5.0,47816
15,8832,11110111000011110000,5.0,7645
15,8862,11110111000011110000,5.0,116065
15,9169,11110111000011110000,5.0,44480
15,11200,11110111000011110000,5.0,40588
15,11208,11110111000011110000,5.0,54071
15,11218,11110111000011110000,5.0,47677
15,11230,11110111000011110000,5.0,32109
15,11245,11110111000011110000,5.0,7923
15,11277,11110111000011110000,5.0,19321
15,11295,11110111000011110000,5.0,116343
15,11322,11110111000011110000,5.0,15429
15,11337,11110111000011110000,5.0,30163
15,12798,11110111000011110000,5.0,7645
15,13132,11110111000011110000,5.0,14317
15,13147,11110111000011110000,5.0,10425
