Network1,Network2,k_hot_code,Hamming_Distance,number_of_circuits
950,1112,11111110111110101001,1.0,4161
1449,6795,11111111111101101001,1.0,1410
1532,1694,11111111111100001001,1.0,4410
1730,5132,11111110111110101001,1.0,8128
1844,3302,11111110111110001001,1.0,3403
2134,2161,11110111111101101001,1.0,3081
2144,2153,11011111111011110001,1.0,6560
2732,2975,11111110111100001001,1.0,864
2732,8078,11111110111100001001,1.0,480
2798,13490,11111110111111100001,1.0,32508
2948,2975,11111110111100001001,1.0,8496
2948,4892,11111110111100001001,1.0,17110
3059,8405,11111110111100001001,1.0,16380
3788,4382,11111110111100101001,1.0,5481
4178,4502,11111110111110000001,1.0,609
4276,4438,11111110011010000001,1.0,416
4328,4436,11111110111110101001,1.0,3016
4430,4436,11111110111110101001,1.0,9106
4484,4487,11111110111110001001,1.0,5600
4622,4649,11111110111110001001,1.0,1968
5114,10460,11111110111100101001,1.0,880
5491,8893,11110111111011110001,1.0,27305
5562,5563,11110111111011010001,1.0,4840
6791,7034,11111110111100001001,1.0,544
6793,6802,11111110111110100011,1.0,3996
7479,8937,11110111111011110001,1.0,11700
8051,8537,11111110111110001001,1.0,13090
8081,13427,11110110111110100001,1.0,2847
8099,13445,11111110111100001001,1.0,756
8183,8426,11111110111100001001,1.0,1215
8183,13529,11111110111100001001,1.0,165
8402,8405,11111110111100001001,1.0,11340
8588,8606,11111110111100101001,1.0,13206
9569,9893,11111110111110101001,1.0,2860
9940,9941,11111110111110101001,1.0,6254
9944,15290,11111110111100001001,1.0,990
10186,10429,11111110111100101001,1.0,29193
10481,15827,11111110111110000001,1.0,5320
10632,10634,11111111111110000011,1.0,5372
11476,11479,11111110111110100001,1.0,1444
12287,12530,11111110111110000011,1.0,2565
12341,15743,11111110111110001001,1.0,2688
12347,12374,11111110111100001001,1.0,270
12587,12590,11111110111110001011,1.0,1271
13506,13508,11110110111100101001,1.0,6460
14164,14245,11111111111011000011,1.0,518
15128,15290,11111110111100001001,1.0,1210
15716,15959,11111110111110000011,1.0,559
15797,15959,11111110111110000011,1.0,946
15957,15959,11111110111110000011,1.0,1290
15961,15962,11111110111110001011,1.0,352
