Network1,Network2,k_hot_code,Hamming_Distance,number_of_circuits
5,1644,11111110111110001000,6.0,7370
5,1770,11111110111110001000,6.0,3283
5,4266,11111110111110001000,6.0,7504
5,4769,11111110111110001000,6.0,22311
5,4850,11111110111110001000,6.0,17286
5,4925,11111110111110001000,6.0,30351
5,5190,11111110111110001000,6.0,14271
5,5191,11111110111110001000,6.0,22512
5,7001,11111110111110001000,6.0,5293
5,7163,11111110111110001000,6.0,24522
5,9510,11111110111110001000,6.0,13065
5,9524,11111110111110001000,6.0,4623
5,9560,11111110111110001000,6.0,37386
5,9668,11111110111110001000,6.0,19765
5,9836,11111110111110001000,6.0,14070
5,10044,11111110111110001000,6.0,6767
5,10613,11111110111110001000,6.0,27001
5,12293,11111110111110001000,6.0,14204
5,12515,11111110111110001000,6.0,12261
5,13772,11111110111110001000,6.0,8710
5,13877,11111110111110001000,6.0,6365
5,15353,11111110111110001000,6.0,20502
5,15548,11111110111110001000,6.0,3015
5,15553,11111110111110001000,6.0,7504
5,15821,11111110111110001000,6.0,8576
5,15878,11111110111110001000,6.0,19430
9,9217,11110111100011110000,6.0,22356
11,10151,11111111111001100001,6.0,28365
12,3535,11110111000011110000,6.0,4408
12,3796,11110111000011110000,6.0,893
12,3940,11110111000011110000,6.0,3249
12,6021,11110111000011110000,6.0,7049
12,6039,11110111000011110000,6.0,7030
12,7701,11110111000011110000,6.0,5168
12,7801,11110111000011110000,6.0,8721
12,7968,11110111000011110000,6.0,1539
12,8800,11110111000011110000,6.0,5624
12,8862,11110111000011110000,6.0,10013
12,9055,11110111000011110000,6.0,1273
12,9169,11110111000011110000,6.0,3211
12,11224,11110111000011110000,6.0,3154
12,11230,11110111000011110000,6.0,6498
12,11286,11110111000011110000,6.0,2850
12,11290,11110111000011110000,6.0,1159
12,11296,11110111000011110000,6.0,3078
12,11308,11110111000011110000,6.0,8835
12,11313,11110111000011110000,6.0,1444
12,11337,11110111000011110000,6.0,1691
12,11367,11110111000011110000,6.0,2280
12,11371,11110111000011110000,6.0,3762
12,11385,11110111000011110000,6.0,6726
12,13141,11110111000011110000,6.0,2071
12,13147,11110111000011110000,6.0,3249
