Network1,Network2,k_hot_code,Hamming_Distance,number_of_circuits
74,7712,11110111001011110001,7.0,492
186,8894,11111111111011100001,7.0,1445
602,7452,11111111010011110001,7.0,476
653,6795,11111111111101101001,7.0,1050
653,8867,11111111111101101001,7.0,4060
665,10828,11110111011011110001,7.0,4716
665,12754,11110111011011110001,7.0,28427
665,14141,11110111011011110001,7.0,6812
734,2905,11111110111110101001,7.0,8100
734,8673,11111110111110101001,7.0,510
734,9893,11111110111110101001,7.0,1950
734,10349,11111110111110101001,7.0,5400
737,8178,11111110111111001001,7.0,966
737,8480,11111110111111001001,7.0,2852
785,8294,11111110111100101001,7.0,6438
785,10186,11111110111100101001,7.0,9731
785,12138,11111110111100101001,7.0,1036
785,15370,11111110111100101001,7.0,1628
840,4331,11111110111110000001,7.0,689
840,4502,11111110111110000001,7.0,273
840,4895,11111110111110000001,7.0,962
840,10481,11111110111110000001,7.0,1976
840,13426,11111110111110000001,7.0,689
840,13610,11111110111110000001,7.0,897
840,15827,11111110111110000001,7.0,455
891,12062,11110111111110100001,7.0,680
950,8673,11111110111110101001,7.0,1241
950,10568,11111110111110101001,7.0,12848
950,13589,11111110111110101001,7.0,7811
950,14965,11111110111110101001,7.0,1898
950,15371,11111110111110101001,7.0,2263
962,9848,11111110111110100001,7.0,513
962,10451,11111110111110100001,7.0,1350
1007,10530,11111110110110101011,7.0,735
1112,13589,11111110111110101001,7.0,6099
1112,14965,11111110111110101001,7.0,1482
1112,15371,11111110111110101001,7.0,1767
1187,2732,11111110111100001001,7.0,192
1187,2948,11111110111100001001,7.0,1888
1187,2975,11111110111100001001,7.0,1152
1187,4646,11111110111100001001,7.0,976
1187,4892,11111110111100001001,7.0,2320
1187,8405,11111110111100001001,7.0,2016
1187,8618,11111110111100001001,7.0,3120
1187,8810,11111110111100001001,7.0,464
1187,10190,11111110111100001001,7.0,576
1187,10400,11111110111100001001,7.0,1216
1187,13613,11111110111100001001,7.0,496
1187,13883,11111110111100001001,7.0,1184
1187,15547,11111110111100001001,7.0,592
1187,15635,11111110111100001001,7.0,304
1187,15715,11111110111100001001,7.0,560
1187,15908,11111110111100001001,7.0,816
1294,4595,11111110111110000001,7.0,880
1294,8102,11111110111110000001,7.0,264
1294,10481,11111110111110000001,7.0,1672
1294,12506,11111110111110000001,7.0,572
1294,13610,11111110111110000001,7.0,759
1294,13771,11111110111110000001,7.0,396
1294,15827,11111110111110000001,7.0,385
1355,10624,11111110111110000011,7.0,759
1355,10637,11111110111110000011,7.0,1978
1355,14560,11111110111110000011,7.0,1081
1355,15957,11111110111110000011,7.0,690
1381,4328,11111110111110101001,7.0,1196
1381,10349,11111110111110101001,7.0,4140
1432,14064,11111010111100001001,7.0,1273
1439,5194,11111110111100101001,7.0,1645
1439,8606,11111110111100101001,7.0,4970
1439,10460,11111110111100101001,7.0,1540
1439,13943,11111110111100101001,7.0,1785
1449,8867,11111111111101101001,7.0,5452
1463,4218,11111110111100001001,7.0,4698
1463,9944,11111110111100001001,7.0,2610
1463,10190,11111110111100001001,7.0,2088
1463,14566,11111110111100001001,7.0,2726
1463,15290,11111110111100001001,7.0,1276
1463,15542,11111110111100001001,7.0,928
1463,15547,11111110111100001001,7.0,2146
1571,4178,11111110111110000001,7.0,3161
1571,4502,11111110111110000001,7.0,2289
1571,13366,11111110111110000001,7.0,1744
1571,13426,11111110111110000001,7.0,5777
1571,13436,11111110111110000001,7.0,1744
1621,13506,11110110111100101001,7.0,1785
1621,13508,11110110111100101001,7.0,1596
1637,4217,11111110111100101001,7.0,1296
1637,9617,11111110111100101001,7.0,1472
1637,13951,11111110111100101001,7.0,880
1637,15370,11111110111100101001,7.0,704
1652,4218,11111110111100001001,7.0,6318
1652,4493,11111110111100001001,7.0,2808
1652,8099,11111110111100001001,7.0,3276
1652,8810,11111110111100001001,7.0,2262
1652,9830,11111110111100001001,7.0,6786
1652,13425,11111110111100001001,7.0,3120
1652,13445,11111110111100001001,7.0,1404
1652,13925,11111110111100001001,7.0,3666
1652,14978,11111110111100001001,7.0,1638
1730,2905,11111110111110101001,7.0,34290
1730,9569,11111110111110101001,7.0,5588
1730,9620,11111110111110101001,7.0,12700
1730,9940,11111110111110101001,7.0,7493
