Network1,Network2,k_hot_code,Hamming_Distance,number_of_circuits
0,14741,11110111111010100000,8.0,35796
8,14815,11111111110101110001,8.0,7452
12,13249,11110111000011110000,8.0,5355
12,13330,11110111000011110000,8.0,5320
12,13331,11110111000011110000,8.0,5460
12,14707,11110111000011110000,8.0,3850
12,14708,11110111000011110000,8.0,4655
12,14789,11110111000011110000,8.0,8750
15,13249,11110111000011110000,8.0,43758
15,13330,11110111000011110000,8.0,43472
15,13331,11110111000011110000,8.0,44616
15,14707,11110111000011110000,8.0,31460
15,14708,11110111000011110000,8.0,38038
15,14789,11110111000011110000,8.0,71500
16,10307,11111111010101100000,8.0,20724
16,10386,11111111010101100000,8.0,67353
18,13324,11110101000011110000,8.0,6090
20,10159,11111111111111110000,8.0,76154
25,9135,11110111000001110000,8.0,22608
25,13320,11110111000001110000,8.0,3768
25,13323,11110111000001110000,8.0,17584
25,14481,11110111000001110000,8.0,17898
26,14805,11111111110001110000,8.0,24805
30,4363,11110001000000000000,8.0,663
50,4363,11110001000000000000,8.0,9537
51,9643,11110101000000000000,8.0,182
51,14989,11110101000000000000,8.0,299
51,15204,11110101000000000000,8.0,312
55,14766,11110111001011110000,8.0,133560
56,14953,11111111011001110000,8.0,191976
73,9816,11110111000011100000,8.0,335916
73,13296,11110111000011100000,8.0,91140
75,9808,11110101000001000000,8.0,17544
75,14426,11110101000001000000,8.0,9384
76,4526,11110101000001110000,8.0,228582
76,9546,11110101000001110000,8.0,495261
76,9916,11110101000001110000,8.0,96849
76,14433,11110101000001110000,8.0,325431
76,14750,11110101000001110000,8.0,44982
76,15063,11110101000001110000,8.0,148716
76,15208,11110101000001110000,8.0,33507
89,14410,11111111111101100000,8.0,14900
97,13113,11110111110001110000,8.0,151294
104,9294,11111111111011100000,8.0,3927
117,7721,11110111010001110000,8.0,455576
117,9260,11110111010001110000,8.0,451484
117,9421,11110111010001110000,8.0,713372
117,13129,11110111010001110000,8.0,436480
117,13148,11110111010001110000,8.0,321904
117,14764,11110111010001110000,8.0,285076
118,9422,11110111011011110000,8.0,719952
129,9918,11111101000000100000,8.0,510
129,15255,11111101000000100000,8.0,238
