Network1,Network2,k_hot_code,Hamming_Distance,number_of_circuits
51,9868,11110101000000000000,9.0,156
131,9811,11111101000000000000,9.0,1824
131,15102,11111101000000000000,9.0,3800
131,15157,11111101000000000000,9.0,912
131,15256,11111101000000000000,9.0,836
134,9811,11111101000000000000,9.0,336
134,15097,11111101000000000000,9.0,182
134,15102,11111101000000000000,9.0,700
134,15150,11111101000000000000,9.0,742
134,15157,11111101000000000000,9.0,168
134,15256,11111101000000000000,9.0,154
134,15258,11111101000000000000,9.0,322
156,9917,11111101000001100000,9.0,93181
156,15100,11111101000001100000,9.0,45881
156,15109,11111101000001100000,9.0,107844
156,15110,11111101000001100000,9.0,192038
157,9645,11110101000001100000,9.0,187956
157,9801,11110101000001100000,9.0,69462
159,15160,11110101000001100000,9.0,5792
160,9921,11111101000001100000,9.0,11872
161,9921,11111101000001100000,9.0,7560
213,15160,11110101000001100000,9.0,704
214,15150,11111101000000000000,9.0,1643
238,9863,11111101000001100000,9.0,142197
238,15201,11111101000001100000,9.0,14178
242,9811,11111101000000000000,9.0,384
242,15052,11111101000000000000,9.0,208
242,15150,11111101000000000000,9.0,848
242,15157,11111101000000000000,9.0,192
326,9636,11111111011100100000,9.0,39273
407,9907,11111111011101100000,9.0,70952
459,14890,11110111000001110000,9.0,309276
459,14902,11110111000001110000,9.0,520998
518,9765,11111101000001110000,9.0,212394
518,9772,11111101000001110000,9.0,374374
518,15118,11111101000001110000,9.0,122668
519,14899,11110111000011110000,9.0,3619887
524,14956,11111111000101110000,9.0,482755
532,14883,11110111000001110000,9.0,331870
533,14934,11111111000011110000,9.0,268686
533,14947,11111111000011110000,9.0,442618
605,14934,11111111000011110000,9.0,215694
605,14955,11111111000011110000,9.0,337608
614,14934,11111111000011110000,9.0,303462
614,14947,11111111000011110000,9.0,499906
629,14994,11111101000011100100,9.0,51975
684,14899,11110111000011110000,9.0,1850472
693,14839,11110111000101100000,9.0,379708
706,14894,11111101000001110000,9.0,105252
706,14903,11111101000001110000,9.0,208740
706,15056,11111101000001110000,9.0,62132
729,14732,11110110011101100000,9.0,43566
735,9221,11110010111100100000,9.0,10904
757,7635,10100001000000000000,9.0,891
757,7637,10100001000000000000,9.0,1881
757,7878,10100001000000000000,9.0,154
757,7880,10100001000000000000,9.0,1419
757,12981,10100001000000000000,9.0,605
757,12983,10100001000000000000,9.0,209
757,13224,10100001000000000000,9.0,528
757,13226,10100001000000000000,9.0,451
