Network1,Network2,k_hot_code,Hamming_Distance,number_of_circuits
4,5592,11110111111110100100,3.0,56270
5,1460,11111110111110001000,3.0,241920
5,3164,11111110111110001000,3.0,101700
12,338,11110111000011110000,3.0,4092
12,687,11110111000011110000,3.0,288052
12,1968,11110111000011110000,3.0,11408
12,5845,11110111000011110000,3.0,36828
12,6006,11110111000011110000,3.0,170748
12,8751,11110111000011110000,3.0,11036
12,8761,11110111000011110000,3.0,7564
15,417,11110111000011110000,3.0,17653
15,519,11110111000011110000,3.0,43368
15,579,11110111000011110000,3.0,89794
15,660,11110111000011110000,3.0,79925
15,1969,11110111000011110000,3.0,21267
15,3822,11110111000011110000,3.0,31136
15,5601,11110111000011110000,3.0,22379
15,12652,11110111000011110000,3.0,5977
15,12813,11110111000011110000,3.0,19182
18,511,11110101000011110000,3.0,18880
18,3417,11110101000011110000,3.0,7600
18,3427,11110101000011110000,3.0,1840
20,227,11111111111111110000,3.0,13231
23,8825,11111111110011000000,3.0,6486
25,258,11110111000001110000,3.0,45824
25,340,11110111000001110000,3.0,37769
25,499,11110111000001110000,3.0,30430
25,507,11110111000001110000,3.0,26850
25,532,11110111000001110000,3.0,35084
25,583,11110111000001110000,3.0,94691
25,589,11110111000001110000,3.0,45287
25,3420,11110111000001110000,3.0,13425
25,3490,11110111000001110000,3.0,8234
25,3507,11110111000001110000,3.0,15752
25,3652,11110111000001110000,3.0,3938
25,3751,11110111000001110000,3.0,8413
25,4075,11110111000001110000,3.0,21122
25,5851,11110111000001110000,3.0,24165
25,8772,11110111000001110000,3.0,7160
25,11197,11110111000001110000,3.0,16826
25,12742,11110111000001110000,3.0,2506
25,14118,11110111000001110000,3.0,8234
25,14200,11110111000001110000,3.0,21480
25,14605,11110111000001110000,3.0,7876
26,3587,11111111110001110000,3.0,5800
55,5500,11110111001011110000,3.0,20295
56,479,11111111011001110000,3.0,3094
56,2099,11111111011001110000,3.0,9554
56,10928,11111111011001110000,3.0,1224
73,265,11110111000011100000,3.0,21267
81,575,11111111111001110000,3.0,114075
81,5447,11111111111001110000,3.0,72163
86,800,11111110111010101000,3.0,162316
86,1541,11111110111010101000,3.0,380897
86,3785,11111110111010101000,3.0,324291
86,6137,11111110111010101000,3.0,506726
86,6644,11111110111010101000,3.0,279620
86,10694,11111110111010101000,3.0,8184
88,135,11110111011111110000,3.0,15810
88,2053,11110111011111110000,3.0,38750
89,163,11111111111101100000,3.0,31218
89,410,11111111111101100000,3.0,155617
89,491,11111111111101100000,3.0,89397
93,3603,11111111101001110000,3.0,45900
103,11035,11110111110010100000,3.0,30108
104,170,11111111111011100000,3.0,19690
105,3585,11110111110001110000,3.0,27674
105,5613,11110111110001110000,3.0,20413
106,11275,11110111011001100000,3.0,211680
118,10890,11110111011011110000,3.0,2686
126,600,11110011010011110000,3.0,50764
126,5964,11110011010011110000,3.0,80882
127,10899,11110111011100111000,3.0,1960
135,2053,11110111011111110000,3.0,6375
136,2052,11110111011101110000,3.0,3717
137,10766,11110111011001110000,3.0,1350
137,10811,11110111011001110000,3.0,1620
145,5356,11110111111001110000,3.0,40180
145,5383,11110111111001110000,3.0,12985
145,5436,11110111111001110000,3.0,104125
145,7354,11110111111001110000,3.0,38465
145,8902,11110111111001110000,3.0,56350
145,9136,11110111111001110000,3.0,80360
145,10891,11110111111001110000,3.0,4900
145,12772,11110111111001110000,3.0,35280
146,9137,11110111011101110000,3.0,6342
146,12701,11110111011101110000,3.0,630
162,175,11111111111001110000,3.0,4047
162,200,11111111111001110000,3.0,6035
162,209,11111111111001110000,3.0,5680
162,226,11111111111001110000,3.0,22081
162,5544,11111111111001110000,3.0,8023
162,7453,11111111111001110000,3.0,2130
162,10869,11111111111001110000,3.0,6248
163,410,11111111111101100000,3.0,21714
163,5517,11111111111101100000,3.0,13596
163,5996,11111111111101100000,3.0,6930
163,10863,11111111111101100000,3.0,4752
174,3586,11111111110001110000,3.0,14352
174,3587,11111111110001110000,3.0,3900
174,3632,11111111110001110000,3.0,7020
174,14259,11111111110001110000,3.0,8112
174,14277,11111111110001110000,3.0,19422
175,200,11111111111001110000,3.0,4845
175,8950,11111111111001110000,3.0,63498
175,10869,11111111111001110000,3.0,5016
175,11119,11111111111001110000,3.0,9006
175,14278,11111111111001110000,3.0,9918
177,14325,11111111100011110000,3.0,66960
178,5532,11111111101011110000,3.0,46065
179,10799,11111111111100001000,3.0,11628
184,3604,11111111111101110000,3.0,24402
184,10872,11111111111101110000,3.0,2226
184,10927,11111111111101110000,3.0,4536
186,5520,11111111111011100001,3.0,23496
186,5769,11111111111011100001,3.0,27946
188,10875,11111111110101110000,3.0,5319
207,11388,11110111010011110000,3.0,57096
208,8938,11110111111011110100,3.0,20274
208,12835,11110111111011110100,3.0,27063
208,14293,11110111111011110100,3.0,19809
209,226,11111111111001110000,3.0,24880
209,3612,11111111111001110000,3.0,75600
209,5447,11111111111001110000,3.0,34160
209,5501,11111111111001110000,3.0,3600
209,5544,11111111111001110000,3.0,9040
209,7472,11111111111001110000,3.0,5520
217,2116,11111111111011100001,3.0,48750
218,12853,11111111111111101001,3.0,37204
226,5544,11111111111001110000,3.0,35143
226,14239,11111111111001110000,3.0,156433
246,348,11110111001101110000,3.0,42224
246,493,11110111001101110000,3.0,132080
247,10941,11110111111100110000,3.0,63070
249,345,11110111000001100000,3.0,77248
257,334,11111101000011110000,3.0,468
257,3875,11111101000011110000,3.0,273
258,418,11110111000001110000,3.0,9984
258,499,11110111000001110000,3.0,43520
258,507,11110111000001110000,3.0,38400
258,583,11110111000001110000,3.0,135424
258,2373,11110111000001110000,3.0,72192
258,3426,11110111000001110000,3.0,21504
258,3498,11110111000001110000,3.0,38656
258,3652,11110111000001110000,3.0,5632
258,3732,11110111000001110000,3.0,15616
258,3824,11110111000001110000,3.0,22784
258,5841,11110111000001110000,3.0,33792
258,14514,11110111000001110000,3.0,31232
259,336,11110111000001110000,3.0,15563
259,495,11110111000001110000,3.0,7268
259,498,11110111000001110000,3.0,7426
259,508,11110111000001110000,3.0,19118
259,580,11110111000001110000,3.0,10270
259,661,11110111000001110000,3.0,48269
259,2455,11110111000001110000,3.0,5846
259,3409,11110111000001110000,3.0,1343
259,3733,11110111000001110000,3.0,8295
259,3751,11110111000001110000,3.0,3713
259,3824,11110111000001110000,3.0,7031
259,3913,11110111000001110000,3.0,6399
259,3931,11110111000001110000,3.0,5767
259,3985,11110111000001110000,3.0,20303
259,12886,11110111000001110000,3.0,1027
260,581,11111111000011110100,3.0,7168
260,5846,11111111000011110100,3.0,27776
260,11189,11111111000011110100,3.0,10752
264,516,11110111000011110100,3.0,18492
264,5850,11110111000011110100,3.0,13199
264,11202,11110111000011110100,3.0,22311
265,14116,11110111000011100000,3.0,9027
265,14602,11110111000011100000,3.0,7650
268,345,11110111000001100000,3.0,38340
268,11008,11110111000001100000,3.0,2970
308,2241,10100011001100111000,3.0,826
333,605,11111111000011110000,3.0,19560
333,3795,11111111000011110000,3.0,4200
334,497,11111101000011110000,3.0,1296
336,495,11110111000001110000,3.0,18124
336,499,11110111000001110000,3.0,33490
336,507,11110111000001110000,3.0,29550
336,583,11110111000001110000,3.0,104213
336,589,11110111000001110000,3.0,49841
336,661,11110111000001110000,3.0,120367
336,669,11110111000001110000,3.0,43734
336,993,11110111000001110000,3.0,9653
336,3498,11110111000001110000,3.0,29747
336,3732,11110111000001110000,3.0,12017
336,3793,11110111000001110000,3.0,10244
336,3794,11110111000001110000,3.0,3349
336,3990,11110111000001110000,3.0,6698
336,5934,11110111000001110000,3.0,50038
336,8841,11110111000001110000,3.0,33687
336,11273,11110111000001110000,3.0,23246
337,5927,11111111000011110000,3.0,91520
338,660,11110111000011110000,3.0,18975
338,3792,11110111000011110000,3.0,4158
338,5601,11110111000011110000,3.0,5313
338,11282,11110111000011110000,3.0,3300
338,11300,11110111000011110000,3.0,5247
340,499,11110111000001110000,3.0,35870
340,589,11110111000001110000,3.0,53383
340,661,11110111000001110000,3.0,128921
340,2050,11110111000001110000,3.0,35870
340,3490,11110111000001110000,3.0,9706
340,3498,11110111000001110000,3.0,31861
