Network1,Network2,k_hot_code,Hamming_Distance,number_of_circuits
31,8363,11111100000000000000,9.0,90515163
31,8414,11111100000000000000,9.0,189185124
31,8442,11111100000000000000,9.0,63064287
31,9920,11111100000000000000,9.0,61416306
31,10358,11111100000000000000,9.0,172713051
31,10367,11111100000000000000,9.0,161966358
31,13700,11111100000000000000,9.0,72464742
31,13707,11111100000000000000,9.0,52812762
31,13709,11111100000000000000,9.0,63690984
31,13760,11111100000000000000,9.0,142012635
31,13769,11111100000000000000,9.0,132349122
31,13781,11111100000000000000,9.0,51273099
31,13788,11111100000000000000,9.0,41075733
31,13790,11111100000000000000,9.0,42824295
31,14003,11111100000000000000,9.0,141146091
31,14012,11111100000000000000,9.0,130554138
31,15050,11111100000000000000,9.0,69602052
31,15104,11111100000000000000,9.0,51745056
31,15212,11111100000000000000,9.0,53423985
31,15266,11111100000000000000,9.0,43922949
31,15702,11111100000000000000,9.0,116952492
31,15704,11111100000000000000,9.0,126940959
31,15711,11111100000000000000,9.0,87822687
31,15713,11111100000000000000,9.0,119095641
31,15947,11111100000000000000,9.0,119652705
31,15956,11111100000000000000,9.0,110043351
32,9757,11111000000000000000,9.0,100522410
33,8365,11110000000000000000,9.0,76669320
33,8608,11110000000000000000,9.0,75500880
33,10363,11110000000000000000,9.0,272410320
33,10597,11110000000000000000,9.0,278907720
33,13945,11110000000000000000,9.0,87742200
34,8363,11111100000000000000,9.0,96645439
34,8366,11111100000000000000,9.0,33614009
34,8411,11111100000000000000,9.0,201345353
34,8442,11111100000000000000,9.0,67335411
34,8609,11111100000000000000,9.0,32333554
34,9761,11111100000000000000,9.0,82023469
34,9920,11111100000000000000,9.0,65575818
34,9923,11111100000000000000,9.0,87079201
34,10355,11111100000000000000,9.0,187970794
34,10364,11111100000000000000,9.0,182568100
34,10436,11111100000000000000,9.0,163245621
34,10598,11111100000000000000,9.0,171597492
34,10607,11111100000000000000,9.0,171192703
34,13700,11111100000000000000,9.0,77372526
34,13703,11111100000000000000,9.0,26856511
34,13707,11111100000000000000,9.0,56389586
34,13709,11111100000000000000,9.0,68004552
34,13712,11111100000000000000,9.0,26129543
34,13757,11111100000000000000,9.0,141709194
34,13766,11111100000000000000,9.0,135282136
34,13781,11111100000000000000,9.0,54745647
34,13788,11111100000000000000,9.0,43857649
