Network1,Network2,k_hot_code,Hamming_Distance,number_of_circuits
962,15526,11111110111110100001,9.0,1539
1381,9893,11111110111110101001,9.0,1495
2905,6404,11111110111110101001,9.0,9450
2905,6455,11111110111110101001,9.0,6750
2905,11585,11111110111110101001,9.0,5400
4228,8426,11111110111100001001,9.0,1944
4228,8510,11111110111100001001,9.0,1248
4228,13613,11111110111100001001,9.0,744
4228,13637,11111110111100001001,9.0,888
4228,13883,11111110111100001001,9.0,1776
6404,13516,11111110111110101001,9.0,5495
8098,11018,11111110111110000001,9.0,750
8263,14930,11111110101100001001,9.0,697
9472,13367,11110110111100001001,9.0,4218
9617,13951,11111110111100101001,9.0,5060
