Network1,Network2,k_hot_code,Hamming_Distance,number_of_circuits
0,10718,11110111111010100000,4.0,6844
5,1352,11111110111110001000,4.0,94500
5,1736,11111110111110001000,4.0,169740
5,1796,11111110111110001000,4.0,39060
5,1805,11111110111110001000,4.0,51300
5,2786,11111110111110001000,4.0,65520
5,4028,11111110111110001000,4.0,77400
5,4617,11111110111110001000,4.0,152100
5,5126,11111110111110001000,4.0,28980
5,13397,11111110111110001000,4.0,121320
8,5443,11111111110101110001,4.0,12008
12,517,11110111000011110000,4.0,6200
12,519,11110111000011110000,4.0,38688
12,523,11110111000011110000,4.0,18476
12,531,11110111000011110000,4.0,15252
12,670,11110111000011110000,4.0,57412
12,684,11110111000011110000,4.0,101556
12,1969,11110111000011110000,4.0,18972
12,2136,11110111000011110000,4.0,12276
12,3433,11110111000011110000,4.0,9548
12,3792,11110111000011110000,4.0,15624
12,3822,11110111000011110000,4.0,27776
12,5854,11110111000011110000,4.0,27900
12,8770,11110111000011110000,4.0,10168
12,8771,11110111000011110000,4.0,11408
12,8788,11110111000011110000,4.0,21576
12,8832,11110111000011110000,4.0,6820
12,11200,11110111000011110000,4.0,36208
12,11208,11110111000011110000,4.0,48236
12,11214,11110111000011110000,4.0,82212
12,11218,11110111000011110000,4.0,42532
12,11241,11110111000011110000,4.0,4464
12,11245,11110111000011110000,4.0,7068
12,12652,11110111000011110000,4.0,5332
12,12813,11110111000011110000,4.0,17112
12,14196,11110111000011110000,4.0,11780
12,14889,11110111000011110000,4.0,6448
15,338,11110111000011110000,4.0,4587
15,523,11110111000011110000,4.0,20711
15,531,11110111000011110000,4.0,17097
15,684,11110111000011110000,4.0,113841
15,687,11110111000011110000,4.0,322897
15,2194,11110111000011110000,4.0,31275
15,3526,11110111000011110000,4.0,80759
15,3831,11110111000011110000,4.0,12649
15,5845,11110111000011110000,4.0,41283
15,6006,11110111000011110000,4.0,191403
15,8751,11110111000011110000,4.0,12371
15,8761,11110111000011110000,4.0,8479
15,8835,11110111000011110000,4.0,23213
15,9168,11110111000011110000,4.0,33082
15,11214,11110111000011110000,4.0,92157
15,11241,11110111000011110000,4.0,5004
15,12804,11110111000011110000,4.0,12232
15,13056,11110111000011110000,4.0,25437
15,14119,11110111000011110000,4.0,6394
15,14120,11110111000011110000,4.0,5560
15,14127,11110111000011110000,4.0,18904
15,14137,11110111000011110000,4.0,25159
15,14181,11110111000011110000,4.0,11676
16,424,11111111010101100000,4.0,17010
18,594,11110101000011110000,4.0,11280
18,3415,11110101000011110000,4.0,2320
18,3418,11110101000011110000,4.0,5440
18,3495,11110101000011110000,4.0,3360
18,3651,11110101000011110000,4.0,6480
18,4476,11110101000011110000,4.0,1040
18,7800,11110101000011110000,4.0,14640
18,11304,11110101000011110000,4.0,23040
18,12661,11110101000011110000,4.0,1440
18,14097,11110101000011110000,4.0,2480
18,14100,11110101000011110000,4.0,1840
18,15165,11110101000011110000,4.0,1120
20,413,11111111111111110000,4.0,60129
20,10798,11111111111111110000,4.0,25283
22,98,11111111100011100000,4.0,67208
25,418,11110111000001110000,4.0,6981
25,495,11110111000001110000,4.0,16468
25,498,11110111000001110000,4.0,16826
25,580,11110111000001110000,4.0,23270
25,640,11110111000001110000,4.0,7697
25,661,11110111000001110000,4.0,109369
25,669,11110111000001110000,4.0,39738
25,2373,11110111000001110000,4.0,50478
25,3498,11110111000001110000,4.0,27029
25,3733,11110111000001110000,4.0,18795
25,3931,11110111000001110000,4.0,13067
25,3985,11110111000001110000,4.0,46003
25,4149,11110111000001110000,4.0,1969
25,5418,11110111000001110000,4.0,3938
25,6016,11110111000001110000,4.0,106684
25,8836,11110111000001110000,4.0,5370
25,8853,11110111000001110000,4.0,20764
25,9178,11110111000001110000,4.0,26492
25,11227,11110111000001110000,4.0,36695
25,11258,11110111000001110000,4.0,5907
25,12805,11110111000001110000,4.0,19332
25,12886,11110111000001110000,4.0,2327
25,14199,11110111000001110000,4.0,17900
25,14587,11110111000001110000,4.0,5012
25,14604,11110111000001110000,4.0,11098
25,14902,11110111000001110000,4.0,8055
26,174,11111111110001110000,4.0,9048
26,3586,11111111110001110000,4.0,21344
26,14280,11111111110001110000,4.0,16356
37,3575,11110111111001110001,4.0,1829
56,2107,11111111011001110000,4.0,476
56,3635,11111111011001110000,4.0,5678
56,5840,11111111011001110000,4.0,4794
65,6065,11100111011001110000,4.0,3920
73,5860,11110111000011100000,4.0,4031
73,13186,11110111000011100000,4.0,12371
73,14116,11110111000011100000,4.0,8201
81,175,11111111111001110000,4.0,9633
81,200,11111111111001110000,4.0,14365
81,209,11111111111001110000,4.0,13520
81,226,11111111111001110000,4.0,52559
81,5501,11111111111001110000,4.0,7605
81,5544,11111111111001110000,4.0,19097
81,7453,11111111111001110000,4.0,5070
81,10869,11111111111001110000,4.0,14872
86,1628,11111110111010101000,4.0,390104
86,5000,11111110111010101000,4.0,646877
86,10938,11111110111010101000,4.0,51150
89,5690,11111111111101100000,4.0,182578
89,5996,11111111111101100000,4.0,49665
90,3565,11111111111011110000,4.0,15264
90,3578,11111111111011110000,4.0,13536
90,3606,11111111111011110000,4.0,105120
90,7470,11111111111011110000,4.0,25056
90,14213,11111111111011110000,4.0,40320
93,422,11111111101001110000,4.0,4185
93,3548,11111111101001110000,4.0,11745
97,14176,11110111110001110000,4.0,5810
97,14596,11110111110001110000,4.0,17098
104,3577,11111111111011100000,4.0,20900
104,5526,11111111111011100000,4.0,14025
104,14249,11111111111011100000,4.0,7535
105,3580,11110111110001110000,4.0,29729
105,8916,11110111110001110000,4.0,30688
105,8936,11110111110001110000,4.0,39456
106,411,11110111011001100000,4.0,154476
106,12735,11110111011001100000,4.0,3528
117,584,11110111010001110000,4.0,7524
117,2412,11110111010001110000,4.0,18678
117,2472,11110111010001110000,4.0,528
117,4002,11110111010001110000,4.0,660
117,5760,11110111010001110000,4.0,1485
117,9357,11110111010001110000,4.0,4818
117,11274,11110111010001110000,4.0,19008
117,14139,11110111010001110000,4.0,5379
118,690,11110111011011110000,4.0,145123
118,2079,11110111011011110000,4.0,13509
118,4003,11110111011011110000,4.0,9164
118,8830,11110111011011110000,4.0,3634
118,12744,11110111011011110000,4.0,2844
119,3628,11110101111011010000,4.0,10686
127,703,11110111011100111000,4.0,2920
127,7443,11110111011100111000,4.0,3040
135,5474,11110111011111110000,4.0,7497
136,5917,11110111011101110000,4.0,241959
136,5947,11110111011101110000,4.0,24957
136,11269,11110111011101110000,4.0,48321
136,12782,11110111011101110000,4.0,17346
137,601,11110111011001110000,4.0,16740
137,1991,11110111011001110000,4.0,1080
137,2404,11110111011001110000,4.0,51120
137,10818,11110111011001110000,4.0,1080
137,10926,11110111011001110000,4.0,3420
137,11330,11110111011001110000,4.0,9450
145,3958,11110111111001110000,4.0,17640
145,4117,11110111111001110000,4.0,15190
145,8821,11110111111001110000,4.0,60760
145,8920,11110111111001110000,4.0,33075
145,14104,11110111111001110000,4.0,12005
145,14159,11110111111001110000,4.0,29890
145,14266,11110111111001110000,4.0,23520
145,14806,11110111111001110000,4.0,34300
146,1999,11110111011101110000,4.0,10416
146,2052,11110111011101110000,4.0,882
146,3511,11110111011101110000,4.0,3906
146,11269,11110111011101110000,4.0,11466
146,12710,11110111011101110000,4.0,756
146,14724,11110111011101110000,4.0,2520
153,3513,11110011001101100000,4.0,81801
154,591,11110101001011110000,4.0,26112
162,575,11111111111001110000,4.0,47925
162,1029,11111111111001110000,4.0,4260
162,3612,11111111111001110000,4.0,67095
162,5447,11111111111001110000,4.0,30317
162,7472,11111111111001110000,4.0,4899
163,491,11111111111101100000,4.0,12474
163,3085,11111111111101100000,4.0,129360
163,5529,11111111111101100000,4.0,18546
163,12142,11111111111101100000,4.0,5148
165,11110,11111111110101100000,4.0,6996
167,1453,11111111111101000000,4.0,23086
167,4800,11111111111101000000,4.0,21777
168,10704,11110111110101100000,4.0,15476
170,3577,11111111111011100000,4.0,136040
170,5526,11111111111011100000,4.0,91290
170,11113,11111111111011100000,4.0,69452
174,8979,11111111110001110000,4.0,15756
174,11031,11111111110001110000,4.0,13806
174,14280,11111111110001110000,4.0,10998
175,209,11111111111001110000,4.0,4560
175,3612,11111111111001110000,4.0,53865
175,5544,11111111111001110000,4.0,6441
175,7453,11111111111001110000,4.0,1710
175,8941,11111111111001110000,4.0,14820
175,14305,11111111111001110000,4.0,27360
