Network1,Network2,k_hot_code,Hamming_Distance,number_of_circuits
5,1016,11111110111110001000,5.0,37800
5,1523,11111110111110001000,5.0,175392
5,1574,11111110111110001000,5.0,119880
5,1649,11111110111110001000,5.0,87696
5,1676,11111110111110001000,5.0,198504
5,1804,11111110111110001000,5.0,75816
5,3110,11111110111110001000,5.0,122472
5,3194,11111110111110001000,5.0,93528
5,4108,11111110111110001000,5.0,136944
5,4856,11111110111110001000,5.0,61560
5,5104,11111110111110001000,5.0,185112
5,5324,11111110111110001000,5.0,140184
5,6200,11111110111110001000,5.0,22248
5,6710,11111110111110001000,5.0,88344
5,7142,11111110111110001000,5.0,128088
5,8132,11111110111110001000,5.0,56808
5,8270,11111110111110001000,5.0,220968
5,8429,11111110111110001000,5.0,83592
5,9989,11111110111110001000,5.0,205200
5,10238,11111110111110001000,5.0,255528
5,11960,11111110111110001000,5.0,31968
5,12014,11111110111110001000,5.0,49248
5,12050,11111110111110001000,5.0,142128
5,13391,11111110111110001000,5.0,84240
5,14394,11111110111110001000,5.0,70848
5,14395,11111110111110001000,5.0,177768
5,14852,11111110111110001000,5.0,115128
5,15392,11111110111110001000,5.0,55512
8,2125,11111111110101110001,5.0,276000
9,14262,11110111100011110000,5.0,123830
10,7436,11110101111011110100,5.0,2029082
11,15485,11111111111001100001,5.0,118296
12,598,11110111000011110000,5.0,98503
12,679,11110111000011110000,5.0,76720
12,2156,11110111000011110000,5.0,56033
12,2194,11110111000011110000,5.0,256053
12,2424,11110111000011110000,5.0,38634
12,3526,11110111000011110000,5.0,369352
12,3831,11110111000011110000,5.0,149878
12,5881,11110111000011110000,5.0,336609
12,5935,11110111000011110000,5.0,182484
12,8835,11110111000011110000,5.0,143987
12,9168,11110111000011110000,5.0,117683
12,11254,11110111000011110000,5.0,143028
12,11255,11110111000011110000,5.0,77268
12,11277,11110111000011110000,5.0,87680
12,11282,11110111000011110000,5.0,69596
12,11295,11110111000011110000,5.0,220022
12,11300,11110111000011110000,5.0,223721
12,11316,11110111000011110000,5.0,95215
12,11322,11110111000011110000,5.0,111929
12,12798,11110111000011110000,5.0,22331
12,12804,11110111000011110000,5.0,29592
12,12838,11110111000011110000,5.0,27263
12,13056,11110111000011110000,5.0,123848
12,13132,11110111000011110000,5.0,11782
12,14119,11110111000011110000,5.0,118094
12,14120,11110111000011110000,5.0,54252
12,14127,11110111000011110000,5.0,45895
12,14137,11110111000011110000,5.0,83022
12,14181,11110111000011110000,5.0,73158
12,14598,11110111000011110000,5.0,51512
12,14745,11110111000011110000,5.0,8083
12,14781,11110111000011110000,5.0,14796
15,517,11110111000011110000,5.0,294593
15,670,11110111000011110000,5.0,497811
15,2136,11110111000011110000,5.0,209066
15,3433,11110111000011110000,5.0,364769
15,3535,11110111000011110000,5.0,3030726
15,3792,11110111000011110000,5.0,201756
15,3796,11110111000011110000,5.0,67983
15,3940,11110111000011110000,5.0,815796
15,5854,11110111000011110000,5.0,1246355
15,7701,11110111000011110000,5.0,877931
15,7801,11110111000011110000,5.0,2130134
15,8770,11110111000011110000,5.0,1535100
15,8771,11110111000011110000,5.0,1060681
15,8788,11110111000011110000,5.0,1837003
15,8800,11110111000011110000,5.0,986850
15,8832,11110111000011110000,5.0,1028517
15,8862,11110111000011110000,5.0,1478082
15,9169,11110111000011110000,5.0,801176
15,11200,11110111000011110000,5.0,377196
15,11208,11110111000011110000,5.0,546788
