Network1,Network2,k_hot_code,Hamming_Distance,number_of_circuits
11,10151,11111111111001100001,6.0,4998
74,681,11110111001011110001,6.0,2624
74,2113,11110111001011110001,6.0,1435
109,7749,11110111011111100001,6.0,462
189,13291,11110111011011110001,6.0,705
189,14811,11110111011011110001,6.0,660
236,11281,11111111011011110001,6.0,594
248,1356,11111110111111000001,6.0,1404
248,4715,11111110111111000001,6.0,3276
426,14175,11110111010011100001,6.0,585
653,1449,11111111111101101001,6.0,1645
653,14283,11111111111101101001,6.0,1890
653,14311,11111111111101101001,6.0,3115
653,14323,11111111111101101001,6.0,2275
653,14722,11111111111101101001,6.0,1330
665,8786,11110111011011110001,6.0,14934
681,7712,11110111001011110001,6.0,768
683,11281,11111111011011110001,6.0,828
734,9569,11111110111110101001,6.0,1320
734,9940,11111110111110101001,6.0,1770
734,13589,11111110111110101001,6.0,3210
734,13934,11111110111110101001,6.0,1440
734,14965,11111110111110101001,6.0,780
734,15068,11111110111110101001,6.0,1740
785,2896,11111110111100101001,6.0,5624
785,10460,11111110111100101001,6.0,1628
785,13601,11111110111100101001,6.0,1221
785,13951,11111110111100101001,6.0,2035
785,14021,11111110111100101001,6.0,2479
785,14033,11111110111100101001,6.0,777
840,1294,11111110111110000001,6.0,143
840,3786,11111110111110000001,6.0,1014
840,4178,11111110111110000001,6.0,377
840,5162,11111110111110000001,6.0,598
840,8102,11111110111110000001,6.0,312
840,11018,11111110111110000001,6.0,390
840,12158,11111110111110000001,6.0,364
840,12506,11111110111110000001,6.0,676
840,13366,11111110111110000001,6.0,208
840,13771,11111110111110000001,6.0,468
843,12152,11110110111100101001,6.0,1495
843,13508,11110110111100101001,6.0,988
891,11263,11110111111110100001,6.0,1666
950,5132,11111110111110101001,6.0,4672
950,9569,11111110111110101001,6.0,3212
950,9620,11111110111110101001,6.0,7300
950,9893,11111110111110101001,6.0,4745
950,9940,11111110111110101001,6.0,4307
950,12394,11111110111110101001,6.0,5475
962,4160,11111110111110100001,6.0,2214
962,6703,11111110111110100001,6.0,2160
962,9578,11111110111110100001,6.0,891
1055,3463,11111110101110000001,6.0,2800
1112,8673,11111110111110101001,6.0,969
1112,9569,11111110111110101001,6.0,2508
1112,9620,11111110111110101001,6.0,5700
1112,10349,11111110111110101001,6.0,10260
1112,10568,11111110111110101001,6.0,10032
1187,3059,11111110111100001001,6.0,2080
1187,4218,11111110111100001001,6.0,1296
1187,4228,11111110111100001001,6.0,384
1187,6623,11111110111100001001,6.0,512
1187,6791,11111110111100001001,6.0,512
1187,7022,11111110111100001001,6.0,1504
1187,7034,11111110111100001001,6.0,272
1187,8099,11111110111100001001,6.0,672
1187,8183,11111110111100001001,6.0,240
1187,8426,11111110111100001001,6.0,1296
1187,8510,11111110111100001001,6.0,832
1187,9776,11111110111100001001,6.0,2368
1187,9830,11111110111100001001,6.0,1392
1187,12449,11111110111100001001,6.0,752
1187,13445,11111110111100001001,6.0,288
1187,13529,11111110111100001001,6.0,176
1187,13925,11111110111100001001,6.0,752
1187,15542,11111110111100001001,6.0,256
1294,1571,11111110111110000001,6.0,1199
1294,3786,11111110111110000001,6.0,858
1294,4331,11111110111110000001,6.0,583
1294,8024,11111110111110000001,6.0,671
1294,10592,11111110111110000001,6.0,1287
1294,12074,11111110111110000001,6.0,407
1294,13643,11111110111110000001,6.0,539
1294,13751,11111110111110000001,6.0,924
1355,9453,11111110111110000011,6.0,1610
1355,10203,11111110111110000011,6.0,805
1355,15716,11111110111110000011,6.0,299
1355,15797,11111110111110000011,6.0,506
1355,15959,11111110111110000011,6.0,989
1356,5440,11111110111111000001,6.0,1521
1381,4220,11111110111110101001,6.0,2300
1381,4430,11111110111110101001,6.0,3611
1381,4436,11111110111110101001,6.0,1334
1381,5132,11111110111110101001,6.0,1472
1381,6455,11111110111110101001,6.0,575
1381,9620,11111110111110101001,6.0,2300
1381,9941,11111110111110101001,6.0,2438
1381,11585,11111110111110101001,6.0,460
1381,13516,11111110111110101001,6.0,3611
1381,13934,11111110111110101001,6.0,1104
1381,15371,11111110111110101001,6.0,713
1432,7223,11111010111100001001,6.0,6231
1434,14064,11111010111100001001,6.0,475
1439,5114,11111110111100101001,6.0,700
1439,8294,11111110111100101001,6.0,6090
1439,8372,11111110111100101001,6.0,8505
1439,8588,11111110111100101001,6.0,3255
1439,11588,11111110111100101001,6.0,1575
1439,14033,11111110111100101001,6.0,735
1449,5521,11111111111101101001,6.0,1363
1449,14323,11111111111101101001,6.0,3055
1463,4493,11111110111100001001,6.0,2088
1463,4538,11111110111100001001,6.0,12006
1463,8099,11111110111100001001,6.0,2436
1463,8810,11111110111100001001,6.0,1682
1463,9776,11111110111100001001,6.0,8584
1463,9830,11111110111100001001,6.0,5046
1463,13425,11111110111100001001,6.0,2320
1463,13445,11111110111100001001,6.0,1044
1463,13925,11111110111100001001,6.0,2726
1463,15128,11111110111100001001,6.0,3190
1571,4331,11111110111110000001,6.0,5777
1571,13771,11111110111110000001,6.0,3924
1637,3701,11111110111100101001,6.0,368
1637,4592,11111110111100101001,6.0,2208
1637,8088,11111110111100101001,6.0,768
1637,8294,11111110111100101001,6.0,2784
1637,8372,11111110111100101001,6.0,3888
1637,8588,11111110111100101001,6.0,1488
1637,8606,11111110111100101001,6.0,2272
1637,10186,11111110111100101001,6.0,4208
1637,12422,11111110111100101001,6.0,496
1637,13601,11111110111100101001,6.0,528
1637,15122,11111110111100101001,6.0,2032
1652,4538,11111110111100001001,6.0,16146
1652,9944,11111110111100001001,6.0,3510
1652,10190,11111110111100001001,6.0,2808
1652,11477,11111110111100001001,6.0,2496
1652,14566,11111110111100001001,6.0,3666
1652,15290,11111110111100001001,6.0,1716
1652,15542,11111110111100001001,6.0,1248
1652,15547,11111110111100001001,6.0,2886
1699,5270,11111110111010000011,6.0,532
1699,8249,11111110111010000011,6.0,551
1730,4220,11111110111110101001,6.0,12700
1730,4436,11111110111110101001,6.0,7366
1730,8673,11111110111110101001,6.0,2159
1730,9893,11111110111110101001,6.0,8255
1730,9941,11111110111110101001,6.0,13462
1730,10349,11111110111110101001,6.0,22860
1730,13589,11111110111110101001,6.0,13589
1730,15068,11111110111110101001,6.0,7366
1793,3701,11111110111100101001,6.0,3266
1793,3788,11111110111100101001,6.0,8946
1793,4217,11111110111100101001,6.0,11502
1793,4382,11111110111100101001,6.0,12354
1793,11588,11111110111100101001,6.0,6390
1793,12138,11111110111100101001,6.0,3976
1793,13601,11111110111100101001,6.0,4686
1844,8051,11111110111110001001,6.0,3485
1844,14559,11111110111110001001,6.0,984
1844,15743,11111110111110001001,6.0,2624
1865,6793,11111110111110100011,6.0,6956
1865,6802,11111110111110100011,6.0,5076
1865,15529,11111110111110100011,6.0,4324
1883,6080,11101110111100101001,6.0,3266
1990,14198,11110111010101100011,6.0,550
2133,5410,11110111111101111001,6.0,1122
2134,12061,11110111111101101001,6.0,2418
2423,11361,11111111010101110001,6.0,576
2662,5757,11110111011101111001,6.0,1000
2662,7399,11110111011101111001,6.0,7200
2702,4489,11111110111110001001,6.0,4355
2702,4544,11111110111110001001,6.0,4087
2702,15230,11111110111110001001,6.0,2881
2705,4331,11111110111110000001,6.0,2544
2705,4502,11111110111110000001,6.0,1008
2705,5082,11111110111110000001,6.0,1632
2705,6458,11111110111110000001,6.0,6768
2705,10592,11111110111110000001,6.0,5616
2705,13771,11111110111110000001,6.0,1728
2732,4228,11111110111100001001,6.0,288
2732,5522,11111110111100001001,6.0,360
2732,9776,11111110111100001001,6.0,1776
2732,9944,11111110111100001001,6.0,540
2732,11477,11111110111100001001,6.0,384
2732,12347,11111110111100001001,6.0,216
2732,14978,11111110111100001001,6.0,252
2732,15128,11111110111100001001,6.0,660
2732,15290,11111110111100001001,6.0,264
2732,15635,11111110111100001001,6.0,228
2752,4484,11111110111110001001,6.0,900
2752,4487,11111110111110001001,6.0,2016
2752,4544,11111110111110001001,6.0,1098
2752,8537,11111110111110001001,6.0,2772
2813,4331,11111110111110000001,6.0,901
2813,4502,11111110111110000001,6.0,357
2813,11018,11111110111110000001,6.0,510
2813,12158,11111110111110000001,6.0,476
2813,13771,11111110111110000001,6.0,612
2896,3701,11111110111100101001,6.0,3496
2896,5194,11111110111100101001,6.0,7144
2896,8294,11111110111100101001,6.0,26448
2896,8372,11111110111100101001,6.0,36936
2896,8588,11111110111100101001,6.0,14136
2896,13951,11111110111100101001,6.0,8360
2896,14033,11111110111100101001,6.0,3192
2896,15122,11111110111100101001,6.0,19304
2901,5441,11111110111110000011,6.0,468
2901,15957,11111110111110000011,6.0,1080
2905,4328,11111110111110101001,6.0,14040
2905,4430,11111110111110101001,6.0,42390
2905,9569,11111110111110101001,6.0,11880
2905,9940,11111110111110101001,6.0,15930
2905,10349,11111110111110101001,6.0,48600
2913,8677,11111110111010100011,6.0,21909
2948,4493,11111110111100001001,6.0,4248
2948,4538,11111110111100001001,6.0,24426
2948,6791,11111110111100001001,6.0,3776
2948,8810,11111110111100001001,6.0,3422
2948,9776,11111110111100001001,6.0,17464
2948,9830,11111110111100001001,6.0,10266
2948,15128,11111110111100001001,6.0,6490
2948,15715,11111110111100001001,6.0,4130
2975,4218,11111110111100001001,6.0,5832
2975,9944,11111110111100001001,6.0,3240
2975,10190,11111110111100001001,6.0,2592
2975,14566,11111110111100001001,6.0,3384
2975,15290,11111110111100001001,6.0,1584
2975,15542,11111110111100001001,6.0,1152
2975,15547,11111110111100001001,6.0,2664
2975,15715,11111110111100001001,6.0,2520
2977,6709,11111010111100001001,6.0,2993
2977,14064,11111010111100001001,6.0,1387
3056,4489,11111110111110001001,6.0,6305
3056,14559,11111110111110001001,6.0,2328
3059,4493,11111110111100001001,6.0,4680
3059,6791,11111110111100001001,6.0,4160
3059,9830,11111110111100001001,6.0,11310
3059,10190,11111110111100001001,6.0,4680
3059,11477,11111110111100001001,6.0,4160
3059,15715,11111110111100001001,6.0,4550
3302,12122,11111110111110001001,6.0,2075
3302,12182,11111110111110001001,6.0,2573
3302,12341,11111110111110001001,6.0,3486
3302,14559,11111110111110001001,6.0,1992
3302,15743,11111110111110001001,6.0,5312
3323,3788,11111110111100101001,6.0,5166
3323,4217,11111110111100101001,6.0,6642
3323,4382,11111110111100101001,6.0,7134
3323,9617,11111110111100101001,6.0,7544
3323,10186,11111110111100101001,6.0,21566
3323,10429,11111110111100101001,6.0,9102
3323,11588,11111110111100101001,6.0,3690
3340,6793,11111110111110100011,6.0,5180
3340,15529,11111110111110100011,6.0,3220
3383,4228,11111110111100001001,6.0,1608
3383,14978,11111110111100001001,6.0,1407
3383,15547,11111110111100001001,6.0,2479
3383,15635,11111110111100001001,6.0,1273
3383,15715,11111110111100001001,6.0,2345
3521,12853,11111111111111101001,6.0,2790
3701,5194,11111110111100101001,6.0,1081
3701,8588,11111110111100101001,6.0,2139
3701,10186,11111110111100101001,6.0,6049
3701,13601,11111110111100101001,6.0,759
3786,4178,11111110111110000001,6.0,2262
3786,4502,11111110111110000001,6.0,1638
3786,12158,11111110111110000001,6.0,2184
3786,13426,11111110111110000001,6.0,4134
3786,13643,11111110111110000001,6.0,3822
3788,5114,11111110111100101001,6.0,1260
3788,5194,11111110111100101001,6.0,2961
3788,8294,11111110111100101001,6.0,10962
3788,8588,11111110111100101001,6.0,5859
3788,11588,11111110111100101001,6.0,2835
3788,14021,11111110111100101001,6.0,4221
3833,13354,11110111010011110001,6.0,700
3869,10634,11111111111110000011,6.0,1768
3869,10636,11111111111110000011,6.0,1924
3950,10203,11111110111110000011,6.0,1820
3950,12059,11111110111110000011,6.0,1716
3950,12287,11111110111110000011,6.0,2340
3950,13587,11111110111110000011,6.0,2444
3950,15536,11111110111110000011,6.0,1508
3950,15716,11111110111110000011,6.0,676
3950,15957,11111110111110000011,6.0,1560
4106,8182,11111110111010000001,6.0,552
4106,15341,11111110111010000001,6.0,322
4160,6703,11111110111110100001,6.0,6560
4160,7130,11111110111110100001,6.0,8610
4160,11479,11111110111110100001,6.0,6232
4160,13517,11111110111110100001,6.0,4346
4178,5082,11111110111110000001,6.0,986
4178,8024,11111110111110000001,6.0,1769
4178,8102,11111110111110000001,6.0,696
4178,10481,11111110111110000001,6.0,4408
4178,10592,11111110111110000001,6.0,3393
4178,13366,11111110111110000001,6.0,464
4178,13426,11111110111110000001,6.0,1537
4178,13610,11111110111110000001,6.0,2001
4178,15827,11111110111110000001,6.0,1015
4217,5114,11111110111100101001,6.0,1620
4217,5194,11111110111100101001,6.0,3807
4217,8294,11111110111100101001,6.0,14094
4217,8372,11111110111100101001,6.0,19683
4217,8588,11111110111100101001,6.0,7533
4217,10429,11111110111100101001,6.0,8991
4217,13601,11111110111100101001,6.0,2673
4218,4892,11111110111100001001,6.0,11745
4218,8078,11111110111100001001,6.0,3240
4218,8099,11111110111100001001,6.0,3402
4218,8402,11111110111100001001,6.0,7290
4218,10190,11111110111100001001,6.0,2916
4218,12374,11111110111100001001,6.0,1215
4218,13445,11111110111100001001,6.0,1458
4218,15547,11111110111100001001,6.0,2997
4218,15635,11111110111100001001,6.0,1539
4218,15908,11111110111100001001,6.0,4131
4220,6404,11111110111110101001,6.0,3500
4220,10568,11111110111110101001,6.0,17600
4220,11585,11111110111110101001,6.0,2000
4220,13934,11111110111110101001,6.0,4800
4228,4646,11111110111100001001,6.0,1464
4228,6623,11111110111100001001,6.0,768
4228,6791,11111110111100001001,6.0,768
4228,8099,11111110111100001001,6.0,1008
4228,8405,11111110111100001001,6.0,3024
