Network1,Network2,k_hot_code,Hamming_Distance,number_of_circuits
5,1690,11111110111110001000,7.0,5590
5,5031,11111110111110001000,7.0,8190
5,5087,11111110111110001000,7.0,25610
5,5280,11111110111110001000,7.0,19955
5,7172,11111110111110001000,7.0,19305
5,8097,11111110111110001000,7.0,8125
5,8174,11111110111110001000,7.0,37375
5,8360,11111110111110001000,7.0,38870
5,8621,11111110111110001000,7.0,16965
5,10054,11111110111110001000,7.0,21840
5,10124,11111110111110001000,7.0,13715
5,10322,11111110111110001000,7.0,12935
5,10622,11111110111110001000,7.0,36790
5,10652,11111110111110001000,7.0,6695
5,10673,11111110111110001000,7.0,23400
5,12383,11111110111110001000,7.0,8515
5,13444,11111110111110001000,7.0,9100
5,13967,11111110111110001000,7.0,8515
5,14921,11111110111110001000,7.0,2795
5,15023,11111110111110001000,7.0,4225
5,15645,11111110111110001000,7.0,12740
9,9340,11110111100011110000,7.0,1560
13,4130,11111111100001110000,7.0,1513
81,8950,11111111111001110000,7.0,4032
81,13114,11111111111001110000,7.0,2048
81,14305,11111111111001110000,7.0,2720
81,14308,11111111111001110000,7.0,672
86,9674,11111110111010101000,7.0,19000
86,10640,11111110111010101000,7.0,83100
89,6633,11111111111101100000,7.0,34773
89,6960,11111111111101100000,7.0,25326
89,10309,11111111111101100000,7.0,37587
89,11983,11111111111101100000,7.0,18291
89,12142,11111111111101100000,7.0,25996
90,9376,11111111111011110000,7.0,6136
145,8913,11110111111001110000,7.0,888
163,10309,11111111111101100000,7.0,20196
167,10387,11111111111101000000,7.0,1520
167,15415,11111111111101000000,7.0,38160
167,15975,11111111111101000000,7.0,11520
179,4026,11111111111100001000,7.0,2176
179,8408,11111111111100001000,7.0,26048
179,8745,11111111111100001000,7.0,1216
179,13600,11111111111100001000,7.0,39136
179,15140,11111111111100001000,7.0,3520
179,16031,11111111111100001000,7.0,8352
184,14150,11111111111101110000,7.0,4708
186,8894,11111111111011100001,7.0,2310
188,12223,11111111110101110000,7.0,11066
227,10159,11111111111111110000,7.0,67132
410,11983,11111111111101100000,7.0,28665
410,12142,11111111111101100000,7.0,40740
410,14410,11111111111101100000,7.0,14910
422,14287,11111111101001110000,7.0,180
491,2850,11111111111101100000,7.0,70941
491,6633,11111111111101100000,7.0,20241
491,6960,11111111111101100000,7.0,14742
491,10309,11111111111101100000,7.0,21879
491,11986,11111111111101100000,7.0,11037
491,14410,11111111111101100000,7.0,5538
569,6718,11111111111111000000,7.0,3839
569,12307,11111111111111000000,7.0,5071
