param_index1,param_index2,DTW_distance
b.f9,b.f2,6.19443808132723
b.f9,b.f12,4.94112936671204
b.f9,b.f11,7.40857234257587
b.f9,b.f1,0.059283745961567
b.f9,b.f16,1.32045457077418
b.f9,b.f7,0.123423594634442
b.f9,b.f8,0.034855327242101
b.f9,b.f6,0.774098943208281
b.f9,b.f4,4.32754958190473
b.f9,b.f9,3.70315901337575
b.f9,b.f0,2.74709776458913
b.f9,b.f3,2.42138949421688
b.f9,b.f5,1.88199947597231
b.f9,b.f15,1.6000175207982
b.f9,b.f10,5.01502670290578
b.f9,b.f14,4.15565434261201
b.f9,b.f13,0.452284937145255
b.f9,b.f17,5.08029344408777
b.f14,b.f2,0.014534117308413
b.f14,b.f12,0.116676297150858
b.f14,b.f11,0.050831388926537
b.f14,b.f1,6.89176714702464
b.f14,b.f16,4.75784734295507
b.f14,b.f7,7.23615080326802
b.f14,b.f8,6.16365235473196
b.f14,b.f6,5.65984738249345
b.f14,b.f4,2.31127209928827
b.f14,b.f9,0.843738616860351
b.f14,b.f0,1.97228152568764
b.f14,b.f3,3.29108731375237
b.f14,b.f5,4.32430760505052
b.f14,b.f15,6.31215735720221
b.f14,b.f10,1.55009604853575
b.f14,b.f14,3.90622868356512
b.f14,b.f13,6.29830723319032
b.f14,b.f17,1.04076891152233
b.f10,b.f2,7.24734964454282
b.f10,b.f12,9.03458069666685
b.f10,b.f11,5.43327944889426
b.f10,b.f1,0.107614536924063
b.f10,b.f16,2.01781201547117
b.f10,b.f7,0.026951592025124
b.f10,b.f8,0.124486798237151
b.f10,b.f6,1.16152515815861
b.f10,b.f4,6.02458704197467
b.f10,b.f9,7.49147961233524
b.f10,b.f0,5.2620313385249
b.f10,b.f3,3.47579388713786
b.f10,b.f5,1.75917092286274
b.f10,b.f15,1.51925792621393
b.f10,b.f10,7.72546298367615
b.f10,b.f14,5.7468317192709
b.f10,b.f13,0.64223845441639
b.f10,b.f17,4.43936434921789
b.f11,b.f2,2.53515848737484
b.f11,b.f12,2.27842182064181
b.f11,b.f11,2.64056028173153
b.f11,b.f1,5.32197149931546
b.f11,b.f16,3.41303641005224
b.f11,b.f7,6.04159169383864
b.f11,b.f8,4.31067749392405
b.f11,b.f6,4.31268395503
b.f11,b.f4,0.106311734453288
b.f11,b.f9,2.36322098538972
b.f11,b.f0,2.92187601836624
b.f11,b.f3,1.68439283205909
b.f11,b.f5,4.70474771898819
b.f11,b.f15,5.90656116411015
b.f11,b.f10,0.25860400487956
b.f11,b.f14,0.176577441107127
b.f11,b.f13,4.99324720253503
b.f11,b.f17,1.08123233845724
b.f0,b.f2,0.051697190503075
b.f0,b.f12,0.138652321185233
b.f0,b.f11,0.031855483514163
b.f0,b.f1,6.54536975937332
b.f0,b.f16,3.72715550449622
b.f0,b.f7,5.37593549939888
b.f0,b.f8,7.45749390329659
b.f0,b.f6,4.29775665162497
b.f0,b.f4,2.38397987598843
b.f0,b.f9,0.727333423989749
b.f0,b.f0,1.65214587416117
b.f0,b.f3,2.98571382962905
b.f0,b.f5,3.87616212788138
b.f0,b.f15,5.13471323538673
b.f0,b.f10,1.56500199402351
b.f0,b.f14,4.33509645347205
b.f0,b.f13,4.66733970309271
b.f0,b.f17,1.07836211849936
b.f7,b.f2,0.115312944056564
b.f7,b.f12,0.095535289684181
b.f7,b.f11,0.132065154244246
b.f7,b.f1,7.16025075075272
b.f7,b.f16,6.30577001207328
b.f7,b.f7,9.0557971459383
b.f7,b.f8,4.90174725093925
b.f7,b.f6,7.45225744634904
b.f7,b.f4,2.12631109860099
b.f7,b.f9,1.11718181607221
b.f7,b.f0,2.40977343208314
b.f7,b.f3,4.10504472700902
b.f7,b.f5,4.72119441585264
b.f7,b.f15,7.38864930335573
b.f7,b.f10,1.45028449393535
b.f7,b.f14,3.3179065781826
b.f7,b.f13,8.26175562196018
b.f7,b.f17,0.98434339609341
b.f1,b.f2,6.83925421756969
b.f1,b.f12,7.11860613063905
b.f1,b.f11,6.46273609068106
b.f1,b.f1,0.0347266608619
b.f1,b.f16,1.59967023076497
b.f1,b.f7,0.109845893581334
b.f1,b.f8,0.058441834435484
b.f1,b.f6,0.91003644474624
b.f1,b.f4,5.24262487660475
b.f1,b.f9,5.48892507051333
b.f1,b.f0,3.76524509339136
b.f1,b.f3,2.93109622466364
b.f1,b.f5,1.90814793973003
b.f1,b.f15,1.62124670232357
b.f1,b.f10,6.4320963149197
b.f1,b.f14,5.08922731568558
b.f1,b.f13,0.509009802699713
b.f1,b.f17,4.54310518374176
b.f3,b.f2,1.55198164436086
b.f3,b.f12,1.42924231552866
b.f3,b.f11,1.57483293203003
b.f3,b.f1,6.46865589514446
b.f3,b.f16,4.74164600494596
b.f3,b.f7,7.70539602182312
b.f3,b.f8,4.96697327537975
b.f3,b.f6,5.79803757517148
b.f3,b.f4,0.209064947728059
b.f3,b.f9,1.7080582083323
b.f3,b.f0,2.63534769186965
b.f3,b.f3,2.58608902917775
b.f3,b.f5,4.7539520140303
b.f3,b.f15,7.05706179111327
b.f3,b.f10,0.043322664751052
b.f3,b.f14,0.635055712313429
b.f3,b.f13,6.57852213912453
b.f3,b.f17,0.491231412468048
b.f4,b.f2,1.97251746469684
b.f4,b.f12,2.41193665386606
b.f4,b.f11,1.65640512459713
b.f4,b.f1,3.78166074049071
b.f4,b.f16,4.10363090694724
b.f4,b.f7,5.23100949722478
b.f4,b.f8,2.70329251607931
b.f4,b.f6,4.57225827104743
b.f4,b.f4,2.78093218078789
b.f4,b.f9,1.04667666698073
b.f4,b.f0,0.019020612374098
b.f4,b.f3,3.15220566262889
b.f4,b.f5,2.08503271166091
b.f4,b.f15,3.73969028539979
b.f4,b.f10,2.63754726642453
b.f4,b.f14,3.60082487604701
b.f4,b.f13,4.94884826418199
b.f4,b.f17,1.90760013298227
b.f13,b.f2,4.76976880409909
b.f13,b.f12,6.46151588325292
b.f13,b.f11,3.56476148945035
b.f13,b.f1,1.40119561647997
b.f13,b.f16,0.112654032764885
b.f13,b.f7,1.74498170823876
b.f13,b.f8,1.14772876285915
b.f13,b.f6,0.297174456856456
b.f13,b.f4,3.61141817703183
b.f13,b.f9,5.90341217025203
b.f13,b.f0,4.31548283504693
b.f13,b.f3,1.2818375156479
b.f13,b.f5,2.13274899916637
b.f13,b.f15,2.18831102129789
b.f13,b.f10,5.02756005837978
b.f13,b.f14,3.49028158272256
b.f13,b.f13,0.807751186106822
b.f13,b.f17,2.63907134351751
b.f16,b.f2,6.3511530370927
b.f16,b.f12,8.34419794645245
b.f16,b.f11,4.70125301497487
b.f16,b.f1,0.471707594283526
b.f16,b.f16,1.12155202824317
b.f16,b.f7,0.58593684456775
b.f16,b.f8,0.417832503837821
b.f16,b.f6,0.367433230534721
b.f16,b.f4,5.04876484613343
b.f16,b.f9,7.27834239157118
b.f16,b.f0,5.05526671166329
b.f16,b.f3,2.55337378507328
b.f16,b.f5,1.86871619424307
b.f16,b.f15,1.6605108309621
b.f16,b.f10,6.69021875656258
b.f16,b.f14,4.83792051588923
b.f16,b.f13,0.096534399885346
b.f16,b.f17,3.72153021609503
b.f15,b.f2,3.21660477069914
b.f15,b.f12,3.8221621233345
b.f15,b.f11,3.03950351026277
b.f15,b.f1,3.23141656105729
b.f15,b.f16,1.33644575462908
b.f15,b.f7,3.76667199454835
b.f15,b.f8,2.60596636840604
b.f15,b.f6,2.1360532738618
b.f15,b.f4,1.40934537030507
b.f15,b.f9,3.33209563431188
b.f15,b.f0,3.01654392781905
b.f15,b.f3,0.119983095126075
b.f15,b.f5,3.34230480555279
b.f15,b.f15,3.86637662489381
b.f15,b.f10,2.27144520321869
b.f15,b.f14,1.32689397815732
b.f15,b.f13,2.76661626314006
b.f15,b.f17,1.54246165488633
b.f2,b.f2,4.02979969387984
b.f2,b.f12,4.27143576243318
b.f2,b.f11,3.85144330174012
b.f2,b.f1,1.56006394666716
b.f2,b.f16,2.04223104180676
b.f2,b.f7,1.44304536688852
b.f2,b.f8,1.52487473068842
b.f2,b.f6,1.63540134359847
b.f2,b.f4,4.29633816633118
b.f2,b.f9,3.12269956830634
b.f2,b.f0,1.93534849146271
b.f2,b.f3,2.91059477523505
b.f2,b.f5,0.159602559076661
b.f2,b.f15,0.178021195059474
b.f2,b.f10,4.3404006840567
b.f2,b.f14,4.49567045108307
b.f2,b.f13,1.51810028772703
b.f2,b.f17,3.84956396514851
b.f6,b.f2,0.854884218239685
b.f6,b.f12,1.14100638486325
b.f6,b.f11,0.735788083472038
b.f6,b.f1,5.48999912647047
b.f6,b.f16,5.74083088783503
b.f6,b.f7,7.47490882555779
b.f6,b.f8,3.62969842002545
b.f6,b.f6,6.76138989052754
b.f6,b.f4,2.20891291113712
