param_index1,param_index2,DTW_distance
b.f3,b.f9,6.23999038916051
b.f3,b.f14,0.022655908521955
b.f3,b.f10,7.18051214645481
b.f3,b.f11,2.54211005550728
b.f3,b.f0,0.050569745623632
b.f3,b.f7,0.118048335598266
b.f3,b.f1,6.82562884106948
b.f3,b.f3,1.55508731594444
b.f3,b.f4,1.95842559427398
b.f3,b.f13,4.71825276629365
b.f3,b.f16,6.28560467517621
b.f3,b.f15,3.20668651229723
b.f3,b.f2,4.02068952209536
b.f3,b.f6,0.848048573180158
b.f3,b.f12,5.85037608343652
b.f3,b.f17,1.0849064209962
b.f3,b.f8,5.79517084072113
b.f3,b.f5,3.58254845891282
b.f8,b.f9,4.44092513496212
b.f8,b.f14,2.50845392918168
b.f8,b.f10,6.26570800716414
b.f8,b.f11,0.08352441342006
b.f8,b.f0,2.59816917412533
b.f8,b.f7,2.2948434600143
b.f8,b.f1,5.43390962503712
b.f8,b.f3,0.262863156275178
b.f8,b.f4,2.93129842318546
b.f8,b.f13,3.82086828957755
b.f8,b.f16,5.28185267331938
b.f8,b.f15,1.52727224078858
b.f8,b.f2,4.41443513962759
b.f8,b.f6,2.35024492784636
b.f8,b.f12,5.85548607801988
b.f8,b.f17,0.991211394587706
b.f8,b.f8,4.63024845014435
b.f8,b.f5,2.19999973521999
b.f9,b.f9,4.94756826150607
b.f9,b.f14,0.116488036834614
b.f9,b.f10,9.02579687513314
b.f9,b.f11,2.27749599945843
b.f9,b.f0,0.13834108130659
b.f9,b.f7,0.092245979806514
b.f9,b.f1,7.11523031151269
b.f9,b.f3,1.42873935319899
b.f9,b.f4,2.41775701389698
b.f9,b.f13,6.45273267149597
b.f9,b.f16,8.33492826283202
b.f9,b.f15,3.81553313873907
b.f9,b.f2,4.27768865336584
b.f9,b.f6,1.14848727666431
b.f9,b.f12,6.80086466841422
b.f9,b.f17,1.00997537674658
b.f9,b.f8,7.62940923237625
b.f9,b.f5,4.59202158695098
b.f4,b.f9,0.038748544176331
b.f4,b.f14,6.15714704798235
b.f4,b.f10,0.128596480061573
b.f4,b.f11,4.30553357215293
b.f4,b.f0,7.46196869283581
b.f4,b.f7,4.88233173363016
b.f4,b.f1,0.059057663973983
b.f4,b.f3,4.95845761545358
b.f4,b.f4,2.69390919160634
b.f4,b.f13,1.14738826227338
b.f4,b.f16,0.417039961988667
b.f4,b.f15,2.60381263056002
b.f4,b.f2,1.51792729582809
b.f4,b.f6,3.61564173675412
b.f4,b.f12,1.76586562690663
b.f4,b.f17,5.01932689916844
b.f4,b.f8,0.686964357040629
b.f4,b.f5,2.12804061690949
b.f12,b.f9,0.061507510911166
b.f12,b.f14,6.89433270992913
b.f12,b.f10,0.107605990350297
b.f12,b.f11,5.32017798170664
b.f12,b.f0,6.55651789925409
b.f12,b.f7,7.15284395577611
b.f12,b.f1,0.034816224452909
b.f12,b.f3,6.4646254168835
b.f12,b.f4,3.77862468814171
b.f12,b.f13,1.40082398384861
b.f12,b.f16,0.471414376771873
b.f12,b.f15,3.23054835910569
b.f12,b.f2,1.56152420005332
b.f12,b.f6,5.48340182246
b.f12,b.f12,1.81366764352542
b.f12,b.f17,4.6608009711086
b.f12,b.f8,0.815367184375633
b.f12,b.f5,2.64706112235709
b.f14,b.f9,0.123786384064417
b.f14,b.f14,7.23567453337752
b.f14,b.f10,0.028748756448617
b.f14,b.f11,6.04255562051563
b.f14,b.f0,5.376020571847
b.f14,b.f7,9.05568432929351
b.f14,b.f1,0.110062771062165
b.f14,b.f3,7.70558348274106
b.f14,b.f4,5.23100904582677
b.f14,b.f13,1.74632720719576
b.f14,b.f16,0.58716825686231
b.f14,b.f15,3.76801377721837
b.f14,b.f2,1.44284567576026
b.f14,b.f6,7.4751549393693
b.f14,b.f12,1.68279263521583
b.f14,b.f17,4.61940680450309
b.f14,b.f8,1.02512665856281
b.f14,b.f5,3.13961472332649
b.f1,b.f9,0.710493312852764
b.f1,b.f14,5.86494046817375
b.f1,b.f10,1.09533872113801
b.f1,b.f11,4.49458575261325
b.f1,b.f0,4.45478177910632
b.f1,b.f7,7.68481066129524
b.f1,b.f1,0.837948381209498
b.f1,b.f3,6.00620723841263
b.f1,b.f4,4.49038395738244
b.f1,b.f13,0.447701474726684
b.f1,b.f16,0.294748908039806
b.f1,b.f15,2.30673274129379
b.f1,b.f2,1.3828088339903
b.f1,b.f6,6.70684856054275
b.f1,b.f12,1.71374131772103
b.f1,b.f17,3.46971281088978
b.f1,b.f8,0.100839038650807
b.f1,b.f5,1.69984484097504
b.f7,b.f9,0.998233931443963
b.f7,b.f14,4.22832993259398
b.f7,b.f10,0.945598892360465
