param_index1,param_index2,DTW_distance
b.f2,b.f3,0.031419486591614
b.f2,b.f8,2.51072288481176
b.f2,b.f9,0.116399492303751
b.f2,b.f4,6.15761830946334
b.f2,b.f12,6.90151913588447
b.f2,b.f14,7.24624338077661
b.f2,b.f1,5.87459682058362
b.f2,b.f7,4.23085712956007
b.f2,b.f0,1.5135872685789
b.f2,b.f10,0.764450190259372
b.f2,b.f13,4.67281050459355
b.f2,b.f2,3.25070741182111
b.f2,b.f17,6.43132968061356
b.f2,b.f5,1.8960682160499
b.f2,b.f11,0.04772860169791
b.f2,b.f16,4.31423069012649
b.f2,b.f15,1.084764989691
b.f2,b.f6,6.41456382273801
b.f12,b.f3,0.118330624715455
b.f12,b.f8,2.2561629865877
b.f12,b.f9,0.013519619855562
b.f12,b.f4,4.84192845110856
b.f12,b.f12,7.12026800109107
b.f12,b.f14,9.04345830172209
b.f12,b.f1,7.68691165714454
b.f12,b.f7,4.12401442695091
b.f12,b.f0,1.39727277951146
b.f12,b.f10,1.02166733245944
b.f12,b.f13,6.19706162431495
b.f12,b.f2,3.84337639091172
b.f12,b.f17,7.56942365017129
b.f12,b.f5,2.34612354657928
b.f12,b.f11,0.13737534065049
b.f12,b.f16,4.74333193816614
b.f12,b.f15,1.01021734647556
b.f12,b.f6,8.37625482139013
b.f11,b.f3,0.049143269643444
b.f11,b.f8,2.60977614691455
b.f11,b.f9,0.138379602093349
b.f11,b.f4,7.42820567811036
b.f11,b.f12,6.55991065354234
b.f11,b.f14,5.42201540691115
b.f11,b.f1,4.48700557441047
b.f11,b.f7,4.72494765723017
b.f11,b.f0,1.53351934961582
b.f11,b.f10,0.668558622479712
b.f11,b.f13,3.67516415500158
b.f11,b.f2,3.07951967104045
b.f11,b.f17,5.18723867485106
b.f11,b.f5,1.58507708107041
b.f11,b.f11,0.028040734694427
b.f11,b.f16,3.85361961794967
b.f11,b.f15,1.1361006313714
b.f11,b.f6,4.81207907748264
b.f1,b.f3,6.88702387028201
b.f1,b.f8,5.48862534871286
b.f1,b.f9,7.12469905510318
b.f1,b.f4,0.06532222374818
b.f1,b.f12,0.021160204684874
b.f1,b.f14,0.110420546890562
b.f1,b.f1,0.849585904671012
b.f1,b.f7,1.02605400543869
b.f1,b.f0,6.51929004554748
b.f1,b.f10,5.61375051296965
b.f1,b.f13,1.66896047191764
b.f1,b.f2,3.25174746154254
b.f1,b.f17,1.6532116818015
b.f1,b.f5,3.88332940503742
b.f1,b.f11,6.54355032497554
b.f1,b.f16,1.87173608652221
b.f1,b.f15,4.71999905301815
b.f1,b.f6,0.467985170323864
b.f16,b.f3,4.7215323073868
b.f16,b.f8,3.58517448116362
b.f16,b.f9,6.2958086388256
b.f16,b.f4,1.31036880139124
b.f16,b.f12,1.6231600317985
b.f16,b.f14,2.01573163944736
b.f16,b.f1,0.649133008802195
b.f16,b.f7,1.69106518712019
b.f16,b.f0,4.81502832136575
b.f16,b.f10,5.83162847131647
b.f16,b.f13,0.076825215684032
b.f16,b.f2,1.35838405593092
b.f16,b.f17,2.47254582177084
b.f16,b.f5,4.24557068787549
b.f16,b.f11,3.7648279162946
b.f16,b.f16,2.2908020614972
b.f16,b.f15,2.73554953114218
b.f16,b.f6,1.1129593532081
b.f7,b.f3,7.17959245635537
b.f7,b.f8,6.26713461780448
b.f7,b.f9,9.0347282453874
b.f7,b.f4,0.128426488847943
b.f7,b.f12,0.111091573910119
b.f7,b.f14,0.00265860925766
b.f7,b.f1,1.09210247346461
b.f7,b.f7,0.944116979606384
b.f7,b.f0,7.79343050070713
b.f7,b.f10,7.63345668447715
b.f7,b.f13,2.06665963707772
b.f7,b.f2,3.77085059204216
b.f7,b.f17,1.54375694012233
b.f7,b.f5,5.39346964190695
b.f7,b.f11,5.44352637536925
b.f7,b.f16,1.72931167669507
b.f7,b.f15,4.6378407738166
b.f7,b.f6,0.577014447491791
b.f8,b.f3,6.2113980839771
b.f8,b.f8,4.40253741272574
b.f8,b.f9,4.8676874359324
b.f8,b.f4,0.02841195511953
b.f8,b.f12,0.065058407875514
b.f8,b.f14,0.128065583342349
b.f8,b.f1,0.708511857437741
b.f8,b.f7,0.9867189812308
b.f8,b.f0,4.98846893266032
b.f8,b.f10,3.69620652555882
b.f8,b.f13,1.3490294791583
b.f8,b.f2,2.63584364101237
b.f8,b.f17,1.60942640432491
b.f8,b.f5,2.72958053638149
b.f8,b.f11,7.40246732772661
b.f8,b.f16,1.83735453795009
b.f8,b.f15,5.13324705405683
b.f8,b.f6,0.41182663213096
b.f6,b.f3,5.61353109069214
b.f6,b.f8,4.50907163164975
b.f6,b.f9,7.4419929182443
b.f6,b.f4,0.770126415671009
b.f6,b.f12,0.919861006199776
b.f6,b.f14,1.15955903197734
b.f6,b.f1,0.12816134582195
b.f6,b.f7,1.19760194493207
b.f6,b.f0,5.87950269182783
b.f6,b.f10,6.91406864383816
b.f6,b.f13,0.535518036564547
b.f6,b.f2,2.15372254278448
b.f6,b.f17,1.86390445390938
b.f6,b.f5,4.72485642138989
b.f6,b.f11,4.34432774217482
b.f6,b.f16,1.91993985813726
b.f6,b.f15,3.37510980865341
b.f6,b.f6,0.34569073175953
b.f4,b.f3,2.31926478036564
b.f4,b.f8,0.059311868969679
b.f4,b.f9,2.10120094296048
b.f4,b.f4,4.28749028051162
b.f4,b.f12,5.29347013175928
b.f4,b.f14,6.02607744689129
b.f4,b.f1,4.46880874664546
b.f4,b.f7,4.3949517419532
b.f4,b.f0,0.220021898717684
b.f4,b.f10,2.18062100340113
b.f4,b.f13,3.30926478795887
b.f4,b.f2,1.40131857134845
b.f4,b.f17,5.94107043775581
b.f4,b.f5,2.73019721580145
b.f4,b.f11,2.40645872040835
b.f4,b.f16,4.59199647621606
b.f4,b.f15,0.903456750718554
b.f4,b.f6,5.03651965987576
b.f9,b.f3,0.837906707105821
b.f9,b.f8,2.34726077791018
b.f9,b.f9,1.13305889884308
b.f9,b.f4,3.62821601989316
b.f9,b.f12,5.50568098504045
b.f9,b.f14,7.50344342997319
b.f9,b.f1,6.73455942931451
b.f9,b.f7,3.05289710462404
b.f9,b.f0,1.68963138569948
b.f9,b.f10,0.043791898751503
b.f9,b.f13,5.64648193267629
b.f9,b.f2,3.358369006321
b.f9,b.f17,5.94473069938953
b.f9,b.f5,0.966389812903738
b.f9,b.f11,0.729078229359086
b.f9,b.f16,3.4356161491991
b.f9,b.f15,1.2483593748226
b.f9,b.f6,7.19181849354741
b.f0,b.f3,1.95987529800219
b.f0,b.f8,2.93024231329382
b.f0,b.f9,2.42455421774344
b.f0,b.f4,2.70168880274176
b.f0,b.f12,3.80415267020247
b.f0,b.f14,5.27118661980957
b.f0,b.f1,4.52971786843284
b.f0,b.f7,2.00352346802511
b.f0,b.f0,2.63418490673225
b.f0,b.f10,1.13769073332852
b.f0,b.f13,4.11252465506505
b.f0,b.f2,3.04944680946615
b.f0,b.f17,3.9121857844491
b.f0,b.f5,0.068660269403464
b.f0,b.f11,1.65715471660218
b.f0,b.f16,2.08366851360801
b.f0,b.f15,1.97617327530015
b.f0,b.f6,4.98053260680745
b.f3,b.f3,3.28042012804309
b.f3,b.f8,1.78719024457123
b.f3,b.f9,4.08096185974623
b.f3,b.f4,2.40190907174357
b.f3,b.f12,2.9688387052983
b.f3,b.f14,3.47366326233949
b.f3,b.f1,2.03019499442382
b.f3,b.f7,2.66147222790862
b.f3,b.f0,2.63883134884371
b.f3,b.f10,3.63522294494314
b.f3,b.f13,1.03349416914937
b.f3,b.f2,0.113708266586997
b.f3,b.f17,3.65779080555688
b.f3,b.f5,3.15290308475298
b.f3,b.f11,3.01264217844038
b.f3,b.f16,3.12146460765605
b.f3,b.f15,1.65259518919925
b.f3,b.f6,2.54334486495109
b.f5,b.f3,4.31054551151746
b.f5,b.f8,4.74138248517579
b.f5,b.f9,4.73583709628801
b.f5,b.f4,1.86355032325105
b.f5,b.f12,1.9047480573716
b.f5,b.f14,1.75607300966041
b.f5,b.f1,1.68576044602111
b.f5,b.f7,0.607854108665292
b.f5,b.f0,4.76127955294401
b.f5,b.f10,3.53509203893771
b.f5,b.f13,2.33771083008386
b.f5,b.f2,3.37596738566093
b.f5,b.f17,0.135761942100389
b.f5,b.f5,2.18411369445675
b.f5,b.f11,3.88060815109413
b.f5,b.f16,0.075520390485021
b.f5,b.f15,4.00663712370075
b.f5,b.f6,1.7874538484074
