version,number_of_structures,param_index
0,47,0
0,98,1
0,11,10
0,41,100
0,67,1000
0,62,1001
0,89,1002
0,50,1003
0,26,1004
0,68,1005
0,39,1006
0,72,1007
0,10,1008
0,61,1009
0,11,101
0,85,1010
0,33,1011
0,51,1012
0,1,1013
0,94,1014
0,41,1015
0,6,1016
0,52,1017
0,57,1018
0,57,1019
0,99,102
0,25,1020
0,42,1021
0,23,1022
0,15,1023
0,35,1024
0,55,1025
0,88,1026
0,32,1027
0,165,1028
0,9,1029
0,59,103
0,92,1030
0,8,1031
0,125,1032
0,27,1033
0,93,1034
0,38,1035
0,96,1036
0,28,1037
0,17,1038
0,18,1039
0,4,104
0,29,1040
0,39,1041
0,22,1042
0,3,1043
0,50,1044
0,57,1045
0,133,1046
0,95,1047
0,48,1048
0,7,1049
0,26,105
0,17,1050
0,33,1051
0,30,1052
0,70,1053
0,74,1054
0,22,1055
0,35,1056
0,39,1057
0,79,1058
0,161,1059
0,35,106
0,37,1060
0,16,1061
0,23,1062
0,83,1063
0,71,1064
0,2,1065
0,2,1066
0,96,1067
0,44,1068
0,133,1069
0,12,107
0,35,1070
0,101,1071
0,67,1072
0,37,1073
0,5,1074
0,20,1075
0,100,1076
0,113,1077
0,29,1078
0,77,1079
0,154,108
0,68,1080
0,33,1081
0,202,1082
0,41,1083
0,109,1084
0,22,1085
0,64,1086
0,70,1087
0,41,1088
0,17,1089
0,7,109
0,17,1090
0,50,1091
0,169,1092
0,36,1093
0,47,1094
0,94,1095
0,78,1096
0,45,1097
0,9,1098
0,88,1099
0,9,11
0,110,110
0,37,1100
0,64,1101
0,34,1102
0,21,1103
0,85,1104
0,27,1106
0,39,1108
0,20,1109
0,49,111
0,43,1110
0,126,1111
0,3,1112
0,14,1113
0,63,1114
0,3,1115
0,18,1116
0,18,1117
0,62,1118
0,39,1119
0,49,112
0,127,1120
0,24,1121
0,170,1122
0,9,1123
0,99,1124
0,56,1125
0,34,1126
0,49,1127
0,108,1128
0,50,1129
0,11,113
0,48,1130
0,25,1131
0,6,1132
0,131,1133
0,183,1134
0,108,1135
0,30,1136
0,46,1137
0,16,1138
0,49,1139
0,17,114
0,64,1140
0,14,1141
0,73,1142
0,7,1143
0,73,1144
0,14,1145
0,143,1146
0,26,1147
0,9,1148
0,40,1149
0,15,115
0,49,1150
0,36,1151
0,63,1152
0,21,1153
0,75,1154
0,62,1155
0,15,1156
0,25,1157
0,103,1158
0,47,1159
0,5,116
0,67,1160
0,7,1161
0,70,1162
0,2,1163
0,108,1164
0,135,1165
0,50,1166
0,29,1167
0,63,1168
0,32,1169
0,18,117
0,36,1170
0,131,1172
0,23,1173
0,86,1174
0,8,1175
0,10,1176
0,40,1177
0,110,1178
0,69,1179
0,137,118
0,79,1180
0,43,1181
0,60,1182
0,80,1183
0,27,1184
