version,number_of_structures,param_index
0,1,0
0,37,1
0,31,10
0,50,100
0,73,1000
0,9,1001
0,7,1002
0,47,1003
0,1,1004
0,16,1005
0,21,1006
0,57,1007
0,1,1008
0,6,1009
0,1,101
0,16,1010
0,93,1011
0,39,1012
0,15,1013
0,31,1014
0,7,1015
0,84,1016
0,67,1017
0,45,1018
0,58,1019
0,44,102
0,46,1020
0,113,1021
0,5,1023
0,14,1024
0,60,1025
0,21,1026
0,19,1027
0,22,1028
0,15,1029
0,60,103
0,78,1030
0,1,1031
0,46,1032
0,20,1033
0,31,1034
0,1,1035
0,30,1036
0,51,1037
0,15,1038
0,28,1039
0,13,104
0,17,1040
0,27,1041
0,8,1042
0,27,1043
0,67,1044
0,34,1045
0,30,1046
0,90,1047
0,2,1048
0,24,1049
0,29,105
0,38,1050
0,18,1051
0,66,1052
0,29,1053
0,21,1054
0,2,1056
0,33,1057
0,62,1058
0,39,1059
0,9,106
0,30,1060
0,1,1061
0,83,1062
0,89,1063
0,67,1064
0,1,1065
0,3,1067
0,50,1068
0,171,1069
0,2,107
0,12,1070
0,51,1071
0,11,1072
0,19,1073
0,2,1074
0,18,1075
0,59,1076
0,25,1077
0,1,1078
0,45,1079
0,33,108
0,16,1080
0,3,1081
0,91,1082
0,73,1083
0,147,1084
0,38,1086
0,9,1087
0,24,1088
0,31,1089
0,6,109
0,5,1090
0,40,1091
0,20,1092
0,13,1093
0,42,1094
0,38,1095
0,48,1096
0,67,1097
0,67,1098
0,97,1099
0,4,11
0,111,110
0,10,1100
0,98,1101
0,32,1102
0,15,1103
0,40,1104
0,3,1105
0,37,1108
0,34,1109
0,9,111
0,3,1110
0,35,1111
0,1,1112
0,19,1113
0,20,1114
0,42,1115
0,8,1116
0,1,1117
0,16,1118
0,39,1119
0,44,112
0,18,1121
0,57,1122
0,17,1123
0,53,1124
0,107,1125
0,116,1126
0,80,1127
0,55,1128
0,2,1129
0,28,113
0,61,1130
0,35,1131
0,64,1133
0,74,1134
0,29,1135
0,8,1136
0,26,1137
0,1,1138
0,57,1139
0,12,114
0,4,1140
0,4,1141
0,64,1142
0,44,1143
0,19,1144
0,40,1145
0,17,1146
0,16,1147
0,119,1148
0,30,1149
0,4,115
0,61,1150
0,10,1151
0,3,1152
0,83,1153
0,57,1154
0,159,1155
0,17,1156
0,52,1157
0,131,1158
0,16,1159
0,41,1160
0,60,1162
0,3,1163
0,14,1164
0,55,1165
0,73,1166
0,40,1168
0,65,1169
0,1,117
0,67,1170
0,14,1171
0,47,1172
0,15,1173
0,48,1174
0,9,1175
0,2,1176
0,64,1177
0,76,1178
0,48,1179
0,80,118
0,45,1180
0,14,1181
0,16,1182
0,76,1183
0,21,1184
0,10,1185
0,23,1186
0,20,1187
0,19,1188
0,4,1189
0,62,119
0,61,1190
0,8,1191
0,25,1192
0,41,1193
0,33,1194
0,68,1195
0,32,1196
0,43,1197
0,12,1198
0,6,1199
0,82,12
0,56,120
0,6,1200
0,26,1201
0,32,1202
0,4,1203
0,2,1204
0,100,1205
0,58,1206
0,1,1207
0,36,1208
0,14,1209
0,22,121
0,18,1210
0,10,1212
0,54,1213
0,83,1214
0,27,1215
0,67,1216
0,50,1217
0,14,1218
0,74,1219
0,45,122
