version,number_of_structures,param_index
0,26,0
0,51,1
0,14,10
0,11,100
0,81,1000
0,48,1001
0,40,1002
0,50,1003
0,36,1004
0,54,1005
0,31,1006
0,75,1007
0,3,1008
0,42,1009
0,10,101
0,26,1010
0,20,1011
0,33,1012
0,1,1013
0,33,1014
0,43,1015
0,18,1016
0,48,1017
0,80,1018
0,34,1019
0,72,102
0,15,1020
0,15,1021
0,12,1022
0,3,1023
0,37,1024
0,35,1025
0,34,1026
0,25,1027
0,140,1028
0,5,1029
0,79,103
0,108,1030
0,68,1032
0,5,1033
0,40,1034
0,10,1035
0,121,1036
0,19,1037
0,19,1038
0,1,1039
0,21,104
0,24,1040
0,15,1041
0,11,1042
0,14,1043
0,29,1044
0,35,1045
0,88,1046
0,66,1047
0,52,1048
0,5,1049
0,26,105
0,42,1050
0,29,1051
0,46,1052
0,74,1053
0,42,1054
0,25,1055
0,12,1056
0,2,1057
0,61,1058
0,50,1059
0,48,106
0,56,1060
0,2,1061
0,24,1062
0,96,1063
0,47,1064
0,30,1065
0,6,1066
0,40,1067
0,49,1068
0,82,1069
0,15,107
0,21,1070
0,25,1071
0,15,1072
0,14,1073
0,10,1074
0,9,1075
0,64,1076
0,84,1077
0,37,1078
0,49,1079
0,76,108
0,59,1080
0,2,1081
0,157,1082
0,9,1083
0,61,1084
0,32,1085
0,51,1086
0,26,1087
0,66,1088
0,3,1089
0,4,109
0,34,1091
0,79,1092
0,26,1093
0,20,1094
0,98,1095
0,21,1096
0,38,1097
0,11,1098
0,42,1099
0,1,11
0,91,110
0,22,1100
0,52,1101
0,14,1102
0,37,1103
0,39,1104
0,4,1105
0,18,1106
0,25,1108
0,29,1109
0,81,111
0,2,1110
0,36,1111
0,7,1112
0,9,1113
0,41,1114
0,5,1115
0,15,1116
0,25,1117
0,17,1118
0,32,1119
0,25,112
0,47,1120
0,5,1121
0,101,1122
0,11,1123
0,109,1124
0,34,1125
0,28,1126
0,52,1127
0,162,1128
0,29,1129
0,11,113
0,31,1130
0,30,1131
0,2,1132
0,82,1133
0,112,1134
0,42,1135
0,10,1136
0,35,1137
0,11,1138
0,69,1139
0,19,114
0,11,1140
0,35,1141
0,27,1142
0,6,1143
0,25,1144
0,38,1145
0,62,1146
0,18,1147
0,34,1148
0,16,1149
0,13,115
0,44,1150
0,36,1151
0,39,1152
0,19,1153
0,50,1154
0,77,1155
0,24,1156
0,16,1157
0,80,1158
0,24,1159
0,1,116
0,49,1160
0,10,1161
0,79,1162
0,53,1164
0,93,1165
0,111,1166
0,25,1167
0,52,1168
0,24,1169
0,1,117
0,30,1170
0,64,1172
0,11,1173
0,43,1174
0,4,1175
0,3,1176
0,36,1177
0,91,1178
0,30,1179
0,95,118
0,53,1180
0,35,1181
0,37,1182
0,81,1183
0,21,1184
0,44,1185
0,7,1186
0,22,1187
0,14,1188
0,24,1189
0,39,119
0,22,1190
0,31,1191
0,33,1192
0,29,1193
0,57,1194
0,144,1195
0,26,1196
0,1,1197
0,25,1198
0,45,12
0,12,120
0,13,1201
0,74,1202
0,7,1203
0,36,1204
0,60,1205
0,29,1206
0,32,1207
0,100,1208
0,48,1209
0,10,121
0,15,1210
0,13,1211
0,63,1212
0,101,1213
0,28,1214
0,18,1215
0,74,1216
0,33,1217
0,38,1218
0,35,1219
0,42,122
0,7,1220
0,55,1221
0,18,1222
0,75,1223
0,22,1224
0,68,1225
0,83,1226
0,5,1227
0,31,1228
0,9,1229
0,47,123
0,39,1230
0,9,1231
0,71,1232
0,38,1233
0,44,1234
0,36,1235
0,34,1236
0,24,1237
0,28,1238
0,17,1239
0,3,124
0,70,1240
0,69,1241
0,30,1242
0,77,1243
0,12,1244
0,17,1245
0,15,1246
0,43,1247
0,107,1248
0,39,1249
0,44,125
0,53,1250
0,25,1251
0,16,1252
0,38,1253
0,19,1254
0,70,1255
0,2,1256
0,22,1257
0,8,1258
0,78,1259
0,1,126
0,33,1260
0,18,1261
0,11,1262
0,12,1263
0,24,1264
0,2,1265
0,34,1266
0,105,1267
0,85,1268
0,9,127
0,55,1270
0,35,1271
0,4,1272
0,40,1273
0,1,1274
0,30,1275
0,52,1276
0,50,1277
0,4,1278
0,15,1279
0,8,128
0,12,1280
0,77,1281
0,20,1282
0,81,1283
0,50,1284
0,35,1285
0,3,1286
0,23,1288
0,10,1289
0,7,129
0,56,1290
0,26,1291
0,65,1292
0,69,1293
0,40,1294
0,25,1295
0,57,1296
0,31,1297
0,8,1298
0,17,1299
0,43,13
0,18,130
0,20,1300
0,8,1301
0,45,1302
0,36,1303
0,78,1304
0,14,1305
0,40,1306
0,12,1307
0,4,1308
0,25,1309
0,1,131
0,1,1310
0,19,1311
0,19,1312
0,3,1314
0,37,1316
0,17,1317
0,29,1318
0,28,1319
0,33,132
0,90,1320
0,72,1321
0,33,1322
0,68,1323
0,50,1324
0,87,1325
0,48,1326
0,41,1327
0,6,1328
0,1,133
0,16,1330
0,46,1331
0,77,1332
0,14,1333
0,1,1334
0,25,1335
0,68,1336
0,4,1337
0,6,1338
0,9,1339
0,33,134
0,1,1340
0,37,1341
0,6,1342
0,79,1343
0,2,1344
0,35,1345
0,26,1346
0,10,1347
0,41,1348
0,92,1349
0,55,135
0,71,1350
0,28,1351
0,32,1352
0,44,1353
0,15,1354
0,16,1355
0,36,1356
0,25,1357
0,28,1358
0,69,1359
0,44,136
0,31,1360
0,2,1361
0,102,1362
0,25,1363
0,43,1364
0,41,1365
0,6,1366
0,82,1367
0,17,1368
0,23,1369
0,1,137
0,2,1371
0,12,1372
0,5,1373
0,2,1374
0,20,1375
0,48,1376
0,48,1377
0,17,1378
0,73,1379
0,20,138
0,38,1380
0,77,1382
0,132,1383
0,24,1386
0,101,1387
0,9,1388
0,1,1389
0,34,139
0,1,1390
0,99,1391
