count,mean,std,min,25%,50%,75%,max,model_index,nckts_FD_0.0,nckts_robust,nckts_FD_0.5,nckts_plastic_0.5,nckts_FD_1.0,nckts_plastic_1.0
24749130.0,55.7637825012207,28.1594295501709,1.3007893562316897,32.837910652160645,54.33296203613281,77.19558334350586,166.9556121826172,29,22477778,11126319,723816,284915,1547536,886990
70965741.0,54.66273880004883,28.683996200561523,0.5445740222930908,31.20377349853516,52.995697021484375,76.47860717773438,167.832275390625,30,67432518,32048973,3378510,1530373,154713,80089
29926716.0,54.95975875854492,28.76477432250977,1.009823441505432,31.36965799331665,53.35175323486328,76.95535278320312,166.78750610351562,31,24328084,11477531,5598632,2623725,0,0
29142795.0,55.34620666503906,28.00240135192871,1.300788402557373,32.62638473510742,53.903411865234375,76.55671691894531,165.2132110595703,32,27619645,13388497,1523150,669099,0,0
59617740.0,55.1158561706543,28.634496688842773,1.139498591423035,31.7558536529541,53.51456069946289,76.90546417236328,166.80250549316406,33,57316165,27642883,2301575,1049544,0,0
34117930.0,55.63151168823242,28.63934326171875,1.195414662361145,32.19660568237305,54.20669174194336,77.58481407165527,166.79949951171875,34,27864556,13366588,6253374,2812880,0,0
30768090.0,56.11344528198242,27.99172782897949,1.3007893562316897,33.41341018676758,54.78143119812012,77.22168731689453,166.80250549316406,35,29097996,14360533,1670094,672532,0,0
122187528.0,54.2305908203125,28.706710815429688,0.8845958709716797,30.605504989624023,52.43419647216797,76.19668579101562,168.00588989257812,36,110214932,52568207,192816,109891,11779780,6652067
86717865.0,54.158451080322266,28.64410972595215,0.8844115734100342,30.52954864501953,52.41832733154297,76.11819458007812,167.82884216308594,37,69021613,33270635,1264140,534330,16432112,9415578
54230905.0,54.62928009033203,28.3527946472168,0.9930399060249328,31.33086585998535,52.92852020263672,76.28559875488281,167.83181762695312,38,45826722,22265235,257931,94900,8146252,4641920
155681835.0,54.26884841918945,28.70099258422852,0.5422500967979431,30.688589096069336,52.5213623046875,76.15167236328125,168.00587463378906,39,154031947,72909057,1649888,825009,0,0
160894891.0,54.34505462646485,28.752708435058597,0.4332656860351562,30.735544204711918,52.62886047363281,76.28887176513672,168.0027618408203,40,155724613,73694023,5170278,2457681,0,0
75380781.0,54.57661056518555,28.48603630065918,0.5422500967979431,31.322206497192383,52.78979110717773,76.2418212890625,168.00587463378906,41,75380781,35900576,0,0,0,0
123142971.0,54.31422805786133,28.580690383911133,0.8845958709716797,30.904142379760746,52.53307342529297,76.0732192993164,168.00588989257812,42,122735603,58099647,407368,171603,0,0
153571575.0,54.35877990722656,28.64225578308105,0.5415409207344055,30.865854263305664,52.62125396728516,76.1539077758789,168.00277709960938,43,150157762,71092128,3413813,1605652,0,0
86849610.0,54.94417190551758,28.399717330932617,0.9930399060249328,31.757219791412357,53.21713447570801,76.49288177490234,168.00588989257812,44,86849610,41800659,0,0,0,0
102796291.0,54.462345123291016,28.77469062805176,1.139498591423035,30.748751640319824,52.684608459472656,76.50909805297852,168.01779174804688,45,93091695,44470837,1418144,682309,8286452,4593788
101210878.0,54.296512603759766,28.73531723022461,1.136723279953003,30.545642852783203,52.52614212036133,76.33747863769531,166.54872131347656,46,80099714,38710512,1811232,742017,19299932,11058630
70015861.0,54.62661743164063,28.561616897583008,1.1367627382278442,31.0197868347168,52.95566940307617,76.5151596069336,166.21238708496094,47,56959204,27874402,244237,126035,12812420,7261661
133212003.0,54.58143997192383,28.77549743652344,0.5445740222930908,30.871954917907715,52.88505554199219,76.64598846435547,168.0177764892578,48,128995885,61516826,3629786,1778514,586332,311714
194074551.0,54.49271011352539,28.78380584716797,0.4386525750160217,30.82901096343994,52.76536178588867,76.48749542236328,168.01466369628906,49,187301351,88840970,6773200,3139687,0,0
115497201.0,54.69488906860352,28.636463165283203,0.5445740222930908,31.2384033203125,52.96824645996094,76.5191879272461,168.0177764892578,50,111495397,53516556,1194560,573743,2807244,1669785
114738526.0,54.43977737426758,28.57230758666992,1.139498591423035,30.96607208251953,52.73533058166504,76.27487182617188,168.01779174804688,51,111746295,53067486,2795463,1335028,196768,117514
185271625.0,54.40176010131836,28.72705078125,0.7629382014274597,30.765193939208984,52.66539764404297,76.33668518066406,168.01467895507812,52,176793276,83676760,8478349,4081671,0,0
109897725.0,54.75726318359375,28.546232223510746,1.1367627382278442,31.40428924560547,52.99371719360352,76.48162841796875,168.01779174804688,53,106788682,51113266,1271418,503732,1837625,1093111
80106153.0,54.585968017578125,28.52720832824707,1.4311704635620115,31.19309425354004,52.86963272094727,76.31956481933594,166.74937438964844,54,70878158,34069990,1450824,731956,7777171,4324081
72198136.0,54.78573989868164,28.5018253326416,1.2335689067840576,31.496388912200928,53.07558822631836,76.53453826904297,166.7463836669922,55,58156665,28115259,4206378,2051646,9835093,5468784
28542790.0,55.80180358886719,28.13190078735352,1.4311704635620115,32.962053298950195,54.25302505493164,77.14858055114746,166.74937438964844,56,23713337,11819733,673554,285710,4155899,2289445
58823281.0,54.651397705078125,28.498401641845703,1.3102599382400513,31.3699893951416,52.93886566162109,76.26889038085938,166.7935028076172,57,55998421,26594907,2824860,1304669,0,0
39662871.0,54.94375991821289,28.41463851928711,1.3132630586624146,31.806700706481934,53.29438781738281,76.50299453735352,166.79049682617188,58,34000669,16040416,5662202,2587668,0,0
18117190.0,55.31098556518555,27.83432006835937,1.431169509887695,32.75328254699707,53.68886375427246,76.34183311462402,165.22531127929688,59,17665446,8568251,451744,209921,0,0
37528116.0,56.48221969604492,28.10251808166504,1.1855345964431765,33.73619079589844,55.0208740234375,77.7425765991211,167.20489501953125,60,37528116,18837999,0,0,0,0
43082403.0,56.55137252807617,27.813697814941406,1.1844828128814695,34.15592575073242,55.1773681640625,77.47779846191406,166.80250549316406,61,41892513,21046721,1189890,526290,0,0
25031350.0,56.26043319702149,27.62352180480957,1.4311704635620115,33.94736862182617,55.00827407836914,77.03267669677734,166.02548217773438,62,25031350,12562497,0,0,0,0
124575220.0,54.4262924194336,28.61405372619629,0.9932988286018372,30.9385199546814,52.68035888671875,76.24369812011719,168.01779174804688,63,108009025,51958205,718487,366141,15847708,8940682
145155241.0,54.43521499633789,28.5570011138916,0.6857454776763916,30.977510452270508,52.807395935058594,76.23161315917969,168.01467895507812,64,114729385,55592308,2453476,1071304,27972380,15726942
49975003.0,54.94634628295898,28.30047607421875,0.9932988286018372,31.82215404510498,53.36892318725586,76.42021942138672,167.12603759765625,65,40837119,20068205,270180,133318,8867704,4940531
103528855.0,54.53400421142578,28.681058883666992,0.8982672691345215,31.01126289367676,52.80199432373047,76.39611053466797,168.0177764892578,66,101421039,48297916,2107816,1046200,0,0
107846641.0,54.53950119018555,28.676891326904297,0.542848527431488,31.04580307006836,52.829044342041016,76.39592742919922,168.01467895507812,67,103361641,49189572,4485000,2232438,0,0
36214305.0,54.860816955566406,28.469024658203125,0.993298351764679,31.635704040527344,53.07168960571289,76.49241638183594,166.734375,68,36214305,17370002,0,0,0,0
52321335.0,55.98236083984375,28.329776763916016,0.9932988286018372,32.935142517089844,54.49653625488281,77.46793365478516,168.01779174804688,69,52321335,25946508,0,0,0,0
75922003.0,55.78348159790039,28.294607162475582,0.5436784029006958,32.74582290649414,54.29335021972656,77.24850463867188,168.01467895507812,70,75922003,37471654,0,0,0,0
37018710.0,56.186302185058594,28.124595642089844,0.9932988286018372,33.334774017333984,54.77141571044922,77.51193046569824,167.12603759765625,71,37018710,18474293,0,0,0,0
112522501.0,54.6378288269043,28.680051803588867,1.3829118013381958,31.03971672058105,52.89593124389648,76.5797119140625,168.02969360351562,72,94283962,45939971,1751424,842386,16487115,9557232
168792751.0,54.547271728515625,28.645103454589844,0.9422233700752258,30.96855735778809,52.84248733520508,76.45944213867188,168.02659606933594,73,130624355,64059293,5382780,2760955,32785616,18881138
73574515.0,54.8092041015625,28.391210556030277,1.136988878250122,31.527260780334476,53.19718170166016,76.40180969238281,166.8054962158203,74,56720094,28021310,1533375,754273,15321046,8723149
100514931.0,54.738990783691406,28.73851585388184,1.2913864850997925,31.07599925994873,53.05161666870117,76.75526809692383,168.02967834472656,75,92171543,44381629,4315578,2006096,4027810,2515017
149636350.0,54.57052993774414,28.758928298950195,1.1221283674240112,30.96416664123535,52.78357696533203,76.55014038085938,168.02658081054688,76,134033093,64388134,7051160,3351391,8552097,5320818
66222786.0,54.84563446044922,28.56209945678711,1.1369885206222534,31.479824542999268,53.14303970336914,76.6539306640625,167.35415649414062,77,60200977,29285507,1568138,781138,4453671,2709989
50145105.0,55.47730255126953,28.433324813842773,1.559078335762024,32.2353401184082,53.95524978637695,77.14485931396484,168.02969360351562,78,48486154,23839580,344645,137814,1314306,803677
96737095.0,55.31216049194336,28.46609115600586,1.1221359968185425,32.06390190124512,53.68988800048828,76.98826599121094,168.02659606933594,79,91546562,44685770,2340517,1027900,2850016,1767018
45825951.0,55.7055549621582,28.20290184020996,1.136988878250122,32.813995361328125,54.17935180664063,77.09494018554688,167.3571319580078,80,44633743,22110357,0,0,1192208,748275
34999161.0,54.42567825317383,28.35999870300293,1.3844908475875854,31.201704025268555,52.61091232299805,76.17851257324219,166.18728637695312,81,16101948,7823060,13365930,6927602,5531283,3182084
35024265.0,54.34695053100586,28.34295463562012,1.0012845993041992,31.15920639038086,52.57139587402344,76.021484375,166.20681762695312,82,14885109,7275166,13372725,6851921,6766431,3955504
19037535.0,55.615760803222656,28.1263427734375,1.0014793872833252,32.91046905517578,54.046512603759766,76.94906234741211,166.2098388671875,83,8719704,4363621,7651203,3839511,2666628,1502482
21579165.0,54.57563018798828,28.422237396240234,1.048850655555725,31.315753936767575,52.96329116821289,76.14334869384766,165.96302795410156,84,9752732,4752670,8965810,4617632,2860623,1642486
19930141.0,55.077056884765625,28.690767288208008,0.7784148454666138,31.569215774536133,53.5555534362793,76.91514587402344,165.67294311523438,85,7511698,3784193,6849324,3346529,5569119,3187638
6413571.0,56.05716323852539,28.60872459411621,1.5409982204437256,32.90562438964844,54.52388000488281,77.83501052856445,164.5708770751953,86,2220644,1159702,1849328,856221,2343599,1313632
72908850.0,54.8184814453125,28.42326164245605,1.4095449447631836,31.578566074371334,53.23295593261719,76.43292236328125,167.35414123535156,87,32436709,15837889,30859680,15894795,9612461,5313598
78870520.0,55.16408920288086,28.58760452270508,1.1604211330413818,31.779369354248047,53.66089630126953,76.92900848388672,167.35414123535156,88,31077447,15449298,30427964,15126220,17365109,9752803
33231628.0,56.16526794433594,28.334346771240234,1.3420425653457642,33.137298583984375,54.84785461425781,77.6821460723877,166.2098388671875,89,12901819,6605502,11706832,5676518,8622977,4644778
52772401.0,54.49812316894531,28.595823287963867,1.0435166358947754,30.97575569152832,52.77159118652344,76.42811584472656,168.0148162841797,90,25523958,12407488,18805230,9783001,8443213,4730218
67936996.0,54.39891052246094,28.59035873413086,0.5482184886932373,30.85661506652832,52.67632865905762,76.4036865234375,168.01170349121094,91,29563213,14519734,23466900,12107277,14906883,8466318
34167511.0,55.11989974975586,28.416269302368164,1.2744786739349363,31.846142768859863,53.62550735473633,76.9021110534668,166.18426513671875,92,15501718,7697259,12811117,6507316,5854676,3246877
32124120.0,54.75313949584961,28.74329948425293,1.0261298418045044,31.11878204345703,53.169525146484375,76.61492919921875,166.29119873046875,93,16379726,7897471,13512304,7029521,2232090,1170107
33068778.0,54.81975936889648,28.75390243530273,0.3113541901111603,31.209625720977783,53.264122009277344,76.68867492675781,166.2911834716797,94,17179331,8312383,14336861,7434981,1552586,835909
8321160.0,55.47875213623047,28.5476188659668,1.0261298418045044,32.26089668273926,53.98211288452149,77.08536720275879,166.29119873046875,95,4567242,2243275,3600025,1846918,153893,74572
97923015.0,54.70062255859375,28.540571212768555,0.8106023073196411,31.302544593811035,53.14429473876953,76.40234756469727,167.35113525390625,96,43314762,21190155,38637718,19932351,15970535,8800022
121828245.0,54.74444961547852,28.573244094848636,0.7805182337760925,31.36737060546875,53.19756317138672,76.4509506225586,167.81600952148438,97,50824713,24696661,47762440,24607861,23241092,12475956
47672730.0,55.96455764770508,28.42102813720703,1.243546485900879,32.86248779296875,54.61046600341797,77.58067321777344,167.81898498535156,98,21215021,10746679,18541479,9192459,7916230,4310090
36393246.0,54.98043441772461,28.60187149047852,1.2664421796798706,31.38542938232422,53.47022247314453,76.9665355682373,168.02671813964844,99,17072434,8413532,13030875,6701643,6289937,3402999
66430101.0,54.77047348022461,28.63099670410156,1.1041771173477173,31.203245162963867,53.15133285522461,76.73726654052734,168.02362060546875,100,27070901,13426956,23022738,11705016,16336462,9129649
40576536.0,55.41648483276367,28.47509765625,1.3191819190979004,32.099098205566406,53.92753410339356,77.18903350830078,166.18728637695312,101,17575026,8807158,14794128,7408777,8207382,4533756
16846110.0,55.48577880859375,28.771217346191406,1.2613614797592163,31.73692512512207,54.19264793395996,77.60388946533203,166.30323791503906,102,8547118,4236129,7079060,3601340,1219932,635421
27762426.0,55.56260299682617,28.85013008117676,0.7784148454666138,31.851513385772705,54.33110237121582,77.59249687194824,166.30322265625,103,13384089,6652272,11464800,5821955,2913537,1491459
12880350.0,55.84492111206055,28.606319427490234,1.048850655555725,32.61362934112549,54.4764404296875,77.49699974060059,166.30323791503906,104,6453327,3226661,5311944,2671157,1115079,598750
56238315.0,54.97135543823242,28.61891365051269,0.9883119463920592,31.487384796142575,53.46806716918945,76.86648178100586,167.35414123535156,105,25642044,12505802,21667212,11174090,8929059,4684574
85196931.0,55.07978057861328,28.67727470397949,1.0584886074066162,31.564905166625977,53.65150451660156,76.98445129394531,167.81898498535156,106,37251220,18332714,33727168,17222926,14218543,7615599
37070355.0,55.804420471191406,28.607534408569336,1.2664421796798706,32.4873161315918,54.48165893554688,77.62480926513672,167.8219757080078,107,16405331,8273992,14181954,7082409,6483070,3479349
42251028.0,54.74529647827149,28.801118850708008,1.1047518253326416,31.15272855758667,53.01156234741211,76.7217788696289,167.82180786132812,108,32876761,15860548,2623075,1211246,6751192,3780922
19503135.0,55.32783126831055,28.74384117126465,0.8024783134460449,31.71397018432617,53.86368560791016,77.4409065246582,167.81881713867188,109,10537438,5181142,3174410,1364094,5791287,3244578
19365976.0,56.09458541870117,28.42701911926269,1.2995558977127075,32.88252544403076,54.61545753479004,77.81259346008301,166.9525604248047,110,14099343,7056776,1931382,794343,3335251,1898496
30027375.0,55.2417106628418,28.712766647338867,0.8891998529434204,31.79871082305908,53.80552291870117,77.0237045288086,167.81927490234375,111,24535146,11577064,5492229,2420306,0,0
14756028.0,56.40873718261719,28.81062889099121,0.576715886592865,32.85752773284912,55.21495819091797,78.44784736633301,166.17822265625,112,8242486,3878158,6513542,2953703,0,0
10869453.0,57.24567031860352,28.504608154296875,0.8891998529434204,34.111778259277344,56.152381896972656,78.9802474975586,166.2987518310547,113,8200793,4033736,2668660,1106037,0,0
39993096.0,55.77065658569336,28.58262634277344,1.1369547843933103,32.47205638885498,54.44338417053223,77.55619049072266,166.73727416992188,114,35699681,17348182,4293415,1832927,0,0
25236960.0,56.988731384277344,28.64342498779297,1.014933466911316,33.758851051330566,55.929128646850586,78.97500801086426,166.01939392089844,115,16401674,7928099,8835286,3835755,0,0
21278026.0,57.5767707824707,28.09425544738769,1.111968755722046,34.93485069274902,56.626441955566406,78.71409225463867,166.31082153320312,116,17755606,8953652,3522420,1393530,0,0
95420205.0,54.46805953979492,28.79509925842285,0.478123128414154,30.80031013488769,52.70914077758789,76.46914672851562,168.00291442871094,117,74687830,36057314,2370030,1045954,18362345,10352309
90619453.0,54.29597091674805,28.76221466064453,0.3892880380153656,30.603731155395508,52.51348114013672,76.36811828613281,167.8158416748047,118,53551462,26296426,3539712,1489122,33528279,18914883
62837655.0,54.78271484375,28.51256561279297,0.8449082970619202,31.375043869018555,53.06754302978516,76.4863510131836,167.81881713867188,119,41488570,20463201,2160027,851107,19189058,10805284
79550191.0,54.61028289794922,28.834266662597656,0.4727569222450256,30.88394832611084,52.948463439941406,76.60990142822266,167.81629943847656,120,74134986,35026178,5415205,2381617,0,0
85392846.0,54.77145767211914,28.878847122192383,0.3104746341705322,31.024463653564453,53.18081665039063,76.83847618103027,167.81332397460938,121,75657978,35752604,9734868,4404008,0,0
39867985.0,54.97814178466797,28.614965438842773,0.5207780599594116,31.600875854492188,53.37279891967773,76.64556884765625,167.81629943847656,122,37329001,17778122,2538984,1064815,0,0
87007836.0,54.613224029541016,28.56609344482422,0.8930240869522095,31.23509931564331,52.93691253662109,76.39251708984375,167.34814453125,123,83518896,39608496,3488940,1485028,0,0
104697685.0,55.00085067749024,28.700897216796875,0.3892880380153656,31.48063087463379,53.45099258422852,76.92578125,167.8158416748047,124,94770907,45140630,9926778,4376657,0,0
62692003.0,55.7236213684082,28.352140426635746,0.8875401020050049,32.63501167297363,54.3216438293457,77.14454650878906,167.81881713867188,125,60341427,29455409,2350576,846138,0,0
67680795.0,54.66645431518555,28.798715591430664,1.1047518253326416,30.918835639953613,52.998931884765625,76.79233932495117,168.0148162841797,126,51102563,24939424,2351700,1125686,14226532,7962961
91415481.0,54.44449234008789,28.79974174499512,0.8024783134460449,30.685264587402344,52.67911911010742,76.56840515136719,166.54815673828125,127,55488053,27412477,3033044,1319714,32894384,18497880
68345586.0,54.82827758789063,28.63085174560547,0.991706609725952,31.221040725708008,53.169342041015625,76.67620658874512,166.20870971679688,128,42957590,21456941,2464592,1115886,22923404,12821955
52137366.0,55.175514221191406,28.973974227905277,0.797105610370636,31.21325922012329,53.70394134521485,77.4966812133789,166.58396911621094,129,45913404,22053019,5938623,2710621,285339,165973
88119450.0,54.99607467651367,28.965526580810547,0.576715886592865,31.16348886489868,53.415184020996094,77.16567802429199,167.81629943847656,130,76568414,36417855,11206536,5125237,344500,209537
53029551.0,55.34739685058594,28.851341247558597,0.8891998529434204,31.709213256835938,53.80154800415039,77.34619903564453,167.81927490234375,131,48398851,23346195,3853752,1637499,776948,459962
64156128.0,54.826271057128906,28.75328063964844,0.8908170461654663,31.208943843841556,53.19375991821289,76.85984802246094,166.58705139160156,132,58361361,27682400,5794767,2602579,0,0
102810630.0,54.84654998779297,28.821701049804688,0.5884486436843872,31.204333305358887,53.21890068054199,76.8375015258789,167.81881713867188,133,88246630,41777540,14564000,6838634,0,0
60714690.0,55.45366287231445,28.624217987060547,0.8908170461654663,32.062129974365234,53.900428771972656,77.23967742919922,167.82180786132812,134,56882561,27473834,3678045,1517979,154084,93228
72631378.0,55.004695892333984,28.704524993896484,1.2664421796798706,31.509408950805664,53.31436538696289,76.80435943603516,166.7785186767578,135,54020117,26354431,4137919,1913773,14473342,8009234
77544831.0,55.14958572387695,28.68600082397461,1.1956298351287842,31.67701530456543,53.50562286376953,77.06890869140625,166.74627685546875,136,48675607,23973742,7296716,3349459,21572508,11897738
33788310.0,55.77164840698242,28.347827911376957,1.4300494194030762,32.71993637084961,54.14826774597168,77.3329849243164,166.749267578125,137,23772207,11965026,2237007,1023282,7779096,4336879
34051878.0,55.51818084716797,28.60587882995605,1.1544305086135864,32.18951892852783,54.0744743347168,77.23444938659668,166.74627685546875,138,27824958,13273496,6226920,2783572,0,0
24854775.0,56.07656478881836,28.414194107055664,0.5767560005187988,33.06186485290527,54.68637466430664,77.66252899169922,166.24746704101562,139,15824117,7449329,9030658,4100860,0,0
10757841.0,56.705413818359375,28.12190818786621,1.3409696817398071,34.048057556152344,55.333641052246094,77.92346954345703,166.30323791503906,140,8537267,4143708,2220574,924620,0,0
43725276.0,57.09470748901367,28.034671783447266,1.1837347745895386,34.44892501831055,55.81280708312988,78.37483978271484,167.20184326171875,141,42056336,21359644,1668940,671906,0,0
59170881.0,57.49285507202149,27.913311004638672,1.182681441307068,35.08663558959961,56.33185577392578,78.6375503540039,166.88671875,142,52560363,26540988,6610518,2525942,0,0
33109453.0,56.38595581054688,27.65723991394043,1.5212246179580688,34.101097106933594,55.185340881347656,77.18122100830078,166.04583740234375,143,31321341,15632852,1788112,733753,0,0
124559436.0,54.74063873291016,28.73453712463379,1.1522012948989868,31.18859624862671,53.03410720825195,76.58898162841797,168.0148162841797,144,90943777,44431527,4429442,2042255,29186217,16312038
175640653.0,54.50348663330078,28.654052734375,0.4775894582271576,30.9934139251709,52.81900024414063,76.34576416015625,168.01170349121094,145,112309460,55108762,5084591,2306224,58246602,32347841
78594453.0,54.97759246826172,28.419574737548828,0.9868521690368652,31.788484573364254,53.33151626586914,76.5498275756836,167.12303161621094,146,52500516,26192459,1699126,729058,24394811,13628682
66649285.0,54.972930908203125,28.726451873779297,0.864814281463623,31.399145126342773,53.373382568359375,76.87284851074219,167.34814453125,147,60237100,28674534,6412185,2889112,0,0
73041741.0,55.22088623046875,28.86216735839844,0.3113541901111603,31.52419853210449,53.68671798706055,77.28179931640625,167.34814453125,148,61263499,29189188,11778242,5414250,0,0
27963981.0,54.83652114868164,28.472131729125977,1.1713489294052124,31.61520195007324,53.10762786865234,76.36043548583984,166.73428344726562,149,25844701,12268676,2119280,969581,0,0
59737915.0,56.429534912109375,28.141891479492188,0.9868521690368652,33.633981704711914,55.03523635864258,77.74746704101562,167.35113525390625,150,58633357,29365477,1104558,473120,0,0
96112180.0,56.39867782592773,28.15691566467285,0.5365920662879944,33.5544319152832,55.04314422607422,77.7060317993164,167.35113525390625,151,91896886,45895498,4215294,1839752,0,0
49595820.0,56.12611770629883,27.961021423339844,0.9868521690368652,33.449256896972656,54.755489349365234,77.15131378173828,167.35113525390625,152,49367269,24589271,228551,77223,0,0
100033440.0,54.89711380004883,28.704364776611328,1.2576851844787598,31.297524452209476,53.318450927734375,76.87809753417969,168.02671813964844,153,68506325,34047370,4792420,2324866,26734695,14977443
189433380.0,54.56562805175781,28.65404319763184,0.4818329811096191,31.026496410369877,52.88085174560547,76.46102905273438,168.02362060546875,154,116433935,57819236,8910531,4304914,64088914,35999143
99130240.0,54.94382858276367,28.48524475097656,1.2664421796798706,31.640457153320312,53.26569747924805,76.6045150756836,166.7785186767578,155,61000099,30718125,2589545,1264504,35540596,19801517
53711430.0,55.27927017211914,28.873699188232425,1.2913453578948977,31.46428108215332,53.8841552734375,77.44542694091797,166.583984375,156,39861078,19533012,9052876,4212101,4797476,2900019
91131750.0,55.13044738769531,28.963367462158203,0.5767560005187988,31.275747299194336,53.5942497253418,77.330322265625,167.3511505126953,157,66623267,32507529,15483732,7254202,9024751,5482874
46142421.0,55.52012634277344,28.798301696777344,1.1544305086135864,31.93421173095703,54.03471374511719,77.47103881835938,167.3511505126953,158,36765843,18249970,4556084,2138457,4820494,2849729
