count,mean,std,min,25%,50%,75%,max,model_index,nckts_FD_0.0,nckts_robust,nckts_FD_0.5,nckts_plastic_0.5,nckts_FD_1.0,nckts_plastic_1.0
199790055.0,55.29029083251953,28.328725814819336,0.6533203125,32.21770095825195,53.75957489013672,76.84695434570312,167.99513244628906,998,190010476,93184392,2339040,1190666,7440539,4381405
43772046.0,55.32187271118164,28.389747619628903,1.2864644527435305,32.08244705200195,53.817888259887695,76.95608520507812,165.52468872070312,999,38459721,19007863,455676,161880,4856649,2780673
33174585.0,55.64601516723633,28.346162796020508,1.1464632749557495,32.537315368652344,54.2666015625,77.1300277709961,165.49061584472656,1000,26862160,13637973,80432,31463,6231993,3550967
22488571.0,55.66468048095703,28.43955993652344,1.0006422996520996,32.42201805114746,54.11158752441406,77.15290069580078,165.256103515625,1001,19001519,9420470,1145388,549012,2341664,1302746
84026166.0,54.97736740112305,28.49394416809082,0.9010260701179504,31.636776447296143,53.42820739746094,76.7695083618164,166.583984375,1002,67602574,33500876,904644,402089,15518948,8859564
93673828.0,54.9603157043457,28.550859451293945,0.4860078990459442,31.5774245262146,53.51279830932617,76.74153137207031,166.58364868164062,1003,63946802,32704690,571557,212930,29155469,16799090
38566153.0,55.3559684753418,28.49775695800781,0.5661019086837769,32.07505416870117,53.90182876586914,76.89035034179688,166.39044189453125,1004,22927634,11776823,1621053,695149,14017466,7854027
76749855.0,55.1986198425293,28.609495162963867,0.903056025505066,31.768293380737305,53.67988586425781,77.11392974853516,166.58705139160156,1005,65285597,31990499,2636634,1085832,8827624,5002222
118203000.0,54.95981979370117,28.68124008178711,0.3486773669719696,31.43319845199585,53.41966247558594,76.91520690917969,166.58673095703125,1006,87705035,44060794,2160208,877282,28337757,16471923
62122231.0,55.33910751342773,28.453807830810547,1.0006422996520996,32.078147888183594,53.978641510009766,77.04724884033203,166.39344787597656,1007,36359811,18556672,6972830,3268206,18789590,10603076
37173753.0,55.34217071533203,28.375694274902344,1.0963339805603027,32.12202835083008,53.90647888183594,76.9700927734375,167.98619079589844,1008,37173753,18195537,0,0,0,0
32236435.0,55.65142440795898,28.301891326904297,0.6049483418464661,32.60806465148926,54.33053970336914,77.07056045532227,167.98309326171875,1009,32236435,15927547,0,0,0,0
24904153.0,55.52569961547852,28.29876708984375,1.0413309335708618,32.44889831542969,54.05133056640625,76.98670196533203,167.98619079589844,1010,24630412,12079446,273741,130050,0,0
68333895.0,55.0233154296875,28.43476104736328,0.4042925536632538,31.74905586242676,53.59550857543945,76.70683288574219,166.2881317138672,1011,68333895,33194951,0,0,0,0
73404786.0,55.05477142333984,28.440963745117188,0.2006238400936126,31.825083255767822,53.61610794067383,76.72125244140625,166.2881317138672,1012,73404786,35674602,0,0,0,0
28406953.0,55.12699508666992,28.545164108276367,0.5418359041213989,31.74253463745117,53.61652374267578,76.87649536132812,166.2881317138672,1013,28204156,13702428,202797,95348,0,0
71180346.0,55.04608154296875,28.497215270996094,0.8378138542175293,31.806435585021973,53.45211219787598,76.75807189941406,167.6487579345703,1014,67442729,32508822,1695498,720725,2042119,1067877
116258376.0,55.07596206665039,28.610729217529297,0.6049483418464661,31.678926467895508,53.577823638916016,76.92386627197266,167.64862060546875,1015,108774921,53184297,987982,419037,6495473,3785548
59814453.0,55.63786315917969,28.631221771240234,0.8997269868850708,32.189022064208984,54.375335693359375,77.55247497558594,166.30020141601562,1016,47948225,23687635,5928569,2640177,5937659,3327770
33862335.0,55.35841751098633,28.16275978088379,1.2864644527435305,32.31123924255371,53.90171432495117,76.889404296875,167.99810791015625,1017,33170010,16169505,692325,293913,0,0
41683015.0,55.39711380004883,28.07448959350586,1.1687678098678589,32.522029876708984,54.02830505371094,76.68297958374023,167.9949951171875,1018,41683015,20447114,0,0,0,0
31629081.0,55.4332389831543,28.181814193725582,0.7039520144462585,32.45640563964844,53.88673400878906,76.70951080322266,167.99810791015625,1019,30123641,14664442,1505440,706786,0,0
57732885.0,55.37092971801758,28.215801239013672,0.5065882205963135,32.36151885986328,53.93672943115234,76.8525161743164,166.3001708984375,1020,56216656,27280979,1516229,538134,0,0
81262126.0,55.08774566650391,28.18285751342773,0.3173779845237732,32.11595916748047,53.64875030517578,76.48574638366699,166.3001708984375,1021,80223432,38908339,1038694,441728,0,0
42058206.0,55.61779022216797,28.461017608642575,0.8506956696510315,32.33139419555664,54.22691345214844,77.24417114257812,166.3001708984375,1022,39182931,19031272,2875275,1174557,0,0
55456246.0,55.51197052001953,28.449268341064453,1.0006422996520996,32.32685852050781,54.04199981689453,77.18216514587402,167.99810791015625,1023,51580141,25041112,2497884,1020603,1378221,681274
105480550.0,55.23319625854492,28.516143798828125,0.8917812705039978,31.93977165222168,53.799903869628906,76.93303489685059,167.6754608154297,1024,101199761,49266379,1806702,701237,2474087,1361309
58530790.0,55.728763580322266,28.548025131225582,0.909040868282318,32.34149169921875,54.518653869628906,77.48760223388672,166.39344787597656,1025,49246727,24392170,5409222,2431510,3874841,2199754
66556953.0,55.38943862915039,28.75460624694824,0.909040868282318,31.808368682861328,53.81010437011719,77.37609100341797,166.2068634033203,1026,62128412,30361406,512624,218378,3915917,2066931
39671778.0,55.73733901977539,28.70071601867676,0.9845779538154602,32.19369983673096,54.30788993835449,77.66029357910156,166.79376220703125,1027,37622287,18707167,0,0,2049491,1162235
37122036.0,56.11988830566406,28.211950302124023,0.909040868282318,33.14282989501953,54.90415954589844,77.5262451171875,164.85337829589844,1028,33396754,16887828,1029168,522967,2696114,1507197
99045775.0,55.338523864746094,28.55032157897949,0.6537509560585022,31.979875564575195,53.78926086425781,77.04127502441406,167.3528594970703,1029,89373008,43576628,3862196,1820997,5810571,3092967
53784006.0,55.5404167175293,28.364316940307617,0.8503168225288391,32.38473892211914,54.1051082611084,77.0074462890625,167.3528594970703,1030,51927386,25347846,1732300,722538,124320,48341
53070753.0,55.76689529418945,28.00822257995605,0.8831220865249634,33.00541305541992,54.48322296142578,76.93927764892578,166.78475952148438,1031,50455898,24951594,2460535,1185275,154320,74518
51607720.0,55.97848892211914,28.24585723876953,0.903056025505066,33.0112419128418,54.54530334472656,77.47221374511719,167.99810791015625,1032,47601907,23684866,1121825,553193,2883988,1516815
59956725.0,55.96678161621094,28.10946655273437,0.87229323387146,33.16261291503906,54.599945068359375,77.2212142944336,167.9949951171875,1033,59498547,29531387,458178,188175,0,0
47584890.0,56.53898620605469,27.95487594604492,1.0006422996520996,33.9896354675293,55.3482551574707,77.67554473876953,166.79676818847656,1034,47477695,24008722,107195,44929,0,0
87933691.0,55.00691223144531,28.57012367248535,0.8997269868850708,31.642781257629395,53.45040130615234,76.79713439941406,167.98619079589844,1035,82749566,40162682,836030,443415,4348095,2325259
75700360.0,54.9772834777832,28.54109764099121,0.6049483418464661,31.604883193969727,53.489505767822266,76.73497772216797,167.98309326171875,1036,72494938,35314362,0,0,3205422,1828236
54178845.0,55.90156936645508,28.25566864013672,0.8997269868850708,32.93450927734375,54.701690673828125,77.41303253173828,165.23097229003906,1037,49942348,25128323,1158956,607727,3077541,1761270
143270128.0,55.01420593261719,28.55712127685547,0.4042925536632538,31.676624298095703,53.48040390014648,76.7374496459961,167.98619079589844,1038,134729179,65380191,3216948,1648693,5324001,2861666
148910653.0,55.018585205078125,28.57612609863281,0.3160638809204101,31.663021087646484,53.49060821533203,76.79426574707031,167.9830780029297,1039,148910653,72166176,0,0,0,0
103514466.0,55.40104675292969,28.405370712280277,0.4042925536632538,32.25287628173828,53.99024200439453,77.02555847167969,167.98619079589844,1040,102711818,50369983,802648,430983,0,0
64348840.0,55.88671112060547,28.39424705505371,0.8378138542175293,32.855690002441406,54.44393157958984,77.52567291259766,167.98619079589844,1041,61204934,30403867,685906,372214,2458000,1305620
113018095.0,55.61909866333008,28.39908599853516,0.331369936466217,32.50262451171875,54.213417053222656,77.25728607177734,167.98309326171875,1042,113018095,55683026,0,0,0,0
77495025.0,56.14640808105469,28.2792911529541,0.87743079662323,33.135475158691406,54.92562484741211,77.74589538574219,167.98619079589844,1043,77495025,38812354,0,0,0,0
93892956.0,55.115028381347656,28.54650115966797,0.7039520144462585,31.671897888183597,53.66542816162109,76.9115982055664,167.99810791015625,1044,80126149,39680654,1149603,548047,12617204,7212487
100444051.0,54.949180603027344,28.458749771118164,0.7038307189941406,31.602108001708984,53.422096252441406,76.66139221191406,167.9949951171875,1045,86574820,42906375,683176,416103,13186055,7762070
70799050.0,55.95651626586914,28.295246124267575,0.909040868282318,32.869483947753906,54.70781135559082,77.54414367675781,166.79676818847656,1046,61387363,31252469,1737676,960333,7674011,4421304
169823235.0,55.04176330566406,28.551794052124023,0.5065882205963135,31.65340518951416,53.54372787475586,76.7917709350586,167.9980926513672,1047,146267982,71897743,4047486,2079800,19507767,10977239
215956153.0,55.00181198120117,28.572757720947266,0.3173779845237732,31.61076164245605,53.495582580566406,76.76832580566406,167.99497985839844,1048,193636346,95606253,2654235,1577562,19665572,11677553
153116250.0,55.47837829589844,28.408418655395508,0.5065882205963135,32.30977249145508,54.07391548156738,77.09766387939453,167.9980926513672,1049,138689419,68927122,3295710,1758788,11131121,6389431
77432790.0,55.85493850708008,28.41356468200684,1.3152062892913818,32.729530334472656,54.443172454833984,77.52790641784668,167.99810791015625,1050,70358064,35086075,1173843,624059,5900883,3186047
148755376.0,55.71524429321289,28.3938102722168,0.332275927066803,32.583065032958984,54.3469181060791,77.30960083007812,167.9949951171875,1051,144035820,71426806,0,0,4719556,2632368
104105235.0,56.28108978271485,28.268329620361328,0.909040868282318,33.32778549194336,55.0182991027832,77.81786346435547,167.99810791015625,1052,101349168,51029027,327451,186766,2428616,1347739
77619570.0,54.334434509277344,28.56535148620605,1.2142090797424316,30.7340087890625,52.58698081970215,76.28112030029297,166.19027709960938,1053,69946985,33488888,1063710,451213,6608875,3849074
24050580.0,54.05622482299805,28.254430770874023,1.1313235759735107,30.78371238708496,52.31826972961426,75.56634521484375,167.3563995361328,1054,19791343,9583490,75312,25479,4183925,2485232
35343028.0,55.05576705932617,28.40633201599121,1.2983996868133545,31.791501998901367,53.45414161682129,76.70492553710938,166.44715881347656,1055,30579307,14864821,2250144,1039897,2513577,1475797
133914795.0,54.23674774169922,28.566329956054688,1.0714598894119265,30.69084358215332,52.56576156616211,76.13868713378906,166.16064453125,1056,120410814,57897336,1194193,623480,12309788,7252009
77844003.0,54.1825065612793,28.495737075805664,0.7817952632904053,30.766414642333984,52.50486373901367,75.9000473022461,165.67904663085938,1057,63378686,30889311,1044297,454677,13421020,8042102
46856040.0,54.27777862548828,28.53789710998535,1.0993415117263794,30.80624723434448,52.57176971435547,76.07954597473145,164.94944763183594,1058,36420723,17637304,2425065,1108357,8010252,4751057
118865071.0,54.36567306518555,28.526613235473636,0.7000771760940552,30.87339973449707,52.71253967285156,76.1837387084961,167.3563995361328,1059,112332515,53432094,2397920,1094269,4134636,2289075
93687516.0,54.33835983276367,28.46000862121582,0.6997627019882202,30.97508811950684,52.68681526184082,75.97390747070312,167.3563995361328,1060,80103936,38755695,2476852,1087843,11106728,6701845
58455078.0,54.49895858764648,28.41644096374512,1.3871275186538696,31.168650150299072,52.905534744262695,76.13736534118652,166.44715881347656,1061,44151624,21320430,5670948,2647429,8632506,5047489
125508246.0,54.24519348144531,28.587026596069336,1.1833937168121338,30.67930269241333,52.45075225830078,76.1613998413086,166.18685913085938,1062,121465221,57347016,1013090,465170,3029935,1517058
60011490.0,54.23678588867188,28.51069641113281,0.7466349601745605,30.71192407608032,52.57870292663574,76.03219604492188,167.8282928466797,1063,59869231,28442575,0,0,142259,90405
72945081.0,54.57633972167969,28.551851272583008,1.0581339597702026,31.085372924804688,52.894439697265625,76.31526947021484,167.83126831054688,1064,70057341,33401742,2887740,1415113,0,0
227943276.0,54.28426361083984,28.63020896911621,0.6338704824447632,30.71028852462769,52.6433048248291,76.18218231201172,167.99099731445312,1065,224925604,106924552,615090,331944,2402582,1260206
229119121.0,54.25413513183594,28.64009094238281,0.5082948207855225,30.686059951782227,52.63032913208008,76.14747619628906,167.98788452148438,1066,228285769,108540926,0,0,833352,501442
112507500.0,54.310001373291016,28.663305282592773,0.8981543183326721,30.710918426513672,52.64875411987305,76.20892333984375,167.99099731445312,1067,109954700,52172532,2342982,1132036,209818,118182
226749160.0,54.26890182495117,28.559627532958984,0.6992119550704956,30.753173828125,52.62266159057617,76.08111572265625,167.9910125732422,1068,220044632,104314921,3209634,1504868,3494894,1805017
290417050.0,54.21425247192383,28.578184127807617,0.2993600070476532,30.699405670166016,52.54317092895508,76.01248168945312,167.98789978027344,1069,287225066,136201344,1917440,965205,1274544,733930
164865561.0,54.45087432861328,28.56620979309082,0.9510846734046936,30.973194122314453,52.783912658691406,76.24960327148438,167.9910125732422,1070,151119373,71713539,9522048,4483899,4224140,2377983
64814805.0,54.30964660644531,28.544017791748047,1.2142090797424316,30.80174446105957,52.516788482666016,76.2138671875,166.19027709960938,1071,60940094,28767229,2362132,1131995,1512579,772350
47956321.0,54.39626693725586,28.46511650085449,1.1313235759735107,30.92006492614746,52.72455596923828,76.22806549072266,167.67547607421875,1072,47100513,22386425,582360,216526,273448,178321
53132586.0,54.36398696899414,28.459125518798828,1.430920958518982,30.883665561676025,52.67275619506836,75.99162101745605,167.6756134033203,1073,49045538,23208532,4087048,2017061,0,0
121469491.0,54.42122650146485,28.60333824157715,1.0714598894119265,30.84152603149414,52.80233383178711,76.31503295898438,168.00289916992188,1074,115906682,55086808,3334056,1596387,2228753,1096906
168903010.0,54.39510726928711,28.622217178344727,0.7180555462837219,30.83338975906372,52.755462646484375,76.31809997558594,167.99978637695312,1075,165192983,78569204,3507968,1680254,202059,104307
99341560.0,54.4244499206543,28.628475189208984,1.089461326599121,30.872669219970703,52.71910858154297,76.29267883300781,168.00289916992188,1076,93783420,44278935,5558140,2540243,0,0
128008000.0,54.30623626708984,28.51275634765625,1.060176968574524,30.800811290740967,52.69204330444336,76.08334350585938,168.00291442871094,1077,122466251,57983111,3364535,1508568,2177214,1109331
216725790.0,54.28565979003906,28.564468383789062,0.3520956933498382,30.750720977783203,52.61787414550781,76.10174560546875,167.9998016357422,1078,212266380,100482089,3440868,1503052,1018542,500986
131974381.0,54.39530944824219,28.54582977294922,1.382887363433838,30.88677406311035,52.70348358154297,76.18385314941406,168.00291442871094,1079,123256597,58283791,6780240,3039870,1937544,1153904
105306328.0,54.35029983520508,28.554630279541016,1.060176968574524,30.870718002319336,52.55856323242188,76.10013580322266,166.9549560546875,1080,101625282,48254545,1240272,599931,2440774,1360381
46056003.0,54.555809020996094,28.56137084960937,1.1943836212158203,31.087830543518063,52.83644104003906,76.47195816040039,167.83126831054688,1081,46056003,21997707,0,0,0,0
35082876.0,55.79524993896485,28.214061737060547,1.5500439405441284,32.793588638305664,54.53652763366699,77.290771484375,167.83424377441406,1082,34574690,17166611,216216,106927,291970,153593
132494781.0,54.32643127441406,28.468280792236328,0.699999988079071,30.991586685180664,52.579627990722656,75.99579620361328,166.7427215576172,1083,124687835,59111969,3599892,1718049,4207054,2335033
51080778.0,54.2838249206543,28.518022537231445,1.071380853652954,30.88346576690674,52.46064186096192,76.05497550964355,167.8287353515625,1084,48338487,22756717,2742291,1326859,0,0
46354006.0,55.20708465576172,28.127084732055664,1.2050293684005735,32.24429702758789,53.76113319396973,76.55880546569824,167.83172607421875,1085,45175386,21935319,1178620,521167,0,0
60571521.0,55.14469909667969,28.38573837280273,0.7000771760940552,31.923154830932617,53.60748291015625,76.80393981933594,167.20416259765625,1086,57729474,28027651,805800,413402,2036247,1026162
36975700.0,55.40254592895508,28.33260536193848,0.9605679512023926,32.26378536224365,53.855764389038086,76.95878028869629,167.20115661621094,1087,36040711,17582935,840510,421963,94479,31153
34890481.0,55.6631965637207,27.84161758422852,1.3647844791412354,33.064876556396484,54.36122131347656,76.62663269042969,166.44715881347656,1088,34757073,17169684,133408,60810,0,0
196842561.0,54.18758010864258,28.55565071105957,0.8207008242607117,30.73133659362793,52.38346099853516,75.89025115966797,167.9910125732422,1089,191368960,90447886,430386,229526,5043215,2745953
150190446.0,54.28013610839844,28.581432342529297,0.6279205083847046,30.813138961791992,52.52265167236328,76.0060043334961,167.98789978027344,1090,149947994,71059154,0,0,242452,131956
78857961.0,55.23326873779297,28.296485900878903,1.1833937168121338,32.07668685913086,53.88379287719727,76.7824935913086,167.12229919433594,1091,77672437,38025831,236816,119862,948708,532849
274751961.0,54.10540008544922,28.499584197998047,0.6991347074508667,30.73443603515625,52.32634353637695,75.80269622802734,167.99099731445312,1092,265513020,125486936,1797354,973732,7441587,4200178
274494165.0,54.07300567626953,28.526596069335938,0.2667877674102783,30.68806266784668,52.31161880493164,75.78987121582031,167.98788452148438,1093,272161065,128455258,0,0,2333100,1404159
143337846.0,54.58520126342773,28.24061393737793,0.6991347074508667,31.53191947937012,53.02196502685547,76.05158233642578,167.3504180908203,1094,142813681,68435463,304218,143068,219947,136459
131130915.0,54.778770446777344,28.41478729248047,0.6992119550704956,31.531309127807617,53.24037170410156,76.43898010253906,167.9910125732422,1095,125047276,60444238,553385,270036,5530254,3103321
186505641.0,54.463138580322266,28.42224502563477,0.5084517598152161,31.1988525390625,52.8298454284668,76.0875015258789,167.98789978027344,1096,184947768,88386365,0,0,1557873,985877
115740505.0,54.96492004394531,28.114791870117188,0.6992119550704956,32.050052642822266,53.44433975219727,76.26519012451172,167.3533935546875,1097,114499599,55503632,0,0,1240906,755982
123409905.0,54.13787460327149,28.49004364013672,1.060176968574524,30.724761962890625,52.274688720703125,75.82684326171875,168.00291442871094,1098,117052609,55147164,917880,446274,5439416,2926921
123535621.0,54.17070388793945,28.506277084350582,0.9421875476837158,30.730281829833984,52.35903549194336,75.84151458740234,167.9998016357422,1099,119694886,56875569,0,0,3840735,2390731
73890246.0,55.00600051879883,28.289798736572266,1.430920958518982,31.7730450630188,53.56460571289063,76.540771484375,165.47994995117188,1100,71052412,34678409,286080,144985,2551754,1505525
202538001.0,53.98288345336914,28.433950424194336,0.699999988079071,30.621124267578125,52.14033126831055,75.7101821899414,168.00289916992188,1101,185501223,87493879,2444623,1254680,14592155,8180367
274072578.0,54.04893112182617,28.496551513671875,0.3248548507690429,30.670095443725582,52.25275421142578,75.75753784179688,167.99978637695312,1102,261754476,124328441,0,0,12318102,7608234
165538110.0,54.47718048095703,28.28291893005371,0.699999988079071,31.33492851257324,52.82193946838379,76.01673126220703,167.35340881347656,1103,157013948,75481406,832699,454860,7691463,4592173
105349870.0,54.46772384643555,28.331207275390625,0.7000771760940552,31.25609970092773,52.81876182556152,76.08489227294922,168.00291442871094,1104,98563589,47131692,659645,323884,6126636,3362325
196822720.0,54.46079635620117,28.418624877929688,0.509105920791626,31.190921783447266,52.75532913208008,76.08300018310547,167.9998016357422,1105,191415400,91627623,0,0,5407320,3313442
125793591.0,54.964576721191406,28.208641052246094,0.7000771760940552,31.94222450256348,53.37739181518555,76.42681884765625,167.3563995361328,1106,123032855,59703975,0,0,2760736,1685350
99242916.0,54.54240417480469,28.5789852142334,1.0922863483428955,31.027621746063232,52.86777114868164,76.48709869384766,166.2588348388672,1107,83517560,40602329,2917208,1226283,12808148,7681815
55014805.0,54.70531845092773,28.536352157592773,0.4680876135826111,31.22780990600586,53.09691619873047,76.48866271972656,167.3533935546875,1108,42425402,21088442,1340426,577402,11248977,6672424
51121216.0,55.48619079589844,28.62993431091309,1.137874960899353,32.104759216308594,53.95170783996582,77.20484924316406,167.12228393554688,1109,39944438,19727969,4670412,2100392,6506366,3762687
153186256.0,54.37052536010742,28.61907768249512,0.6558434367179871,30.81062650680542,52.76607131958008,76.30321502685547,166.5809783935547,1110,122632515,60255318,2013690,900600,28540051,16905941
132771660.0,54.483978271484375,28.613433837890625,0.3768700361251831,30.958594799041748,52.94857406616211,76.41658020019531,166.58065795898438,1111,90831277,45755917,2602080,1081253,39338303,23074046
44580403.0,54.93306350708008,28.741920471191406,0.6558434367179871,31.31619930267334,53.46526718139648,76.83468246459961,166.4024658203125,1112,25128868,12763465,3899025,1709780,15552510,8912995
185926686.0,54.56675720214844,28.627620697021484,0.679422914981842,31.003639221191406,52.99924278259277,76.49176025390625,167.3533935546875,1113,160880493,77985947,6969324,3320442,18076869,10612387
198433081.0,54.62799072265625,28.616430282592773,0.4680876135826111,31.103191375732425,53.114479064941406,76.48175048828125,167.3533935546875,1114,153384407,75821009,8146815,3629347,36901859,21907110
90498331.0,55.12505340576172,28.53882598876953,0.9577401876449584,31.715011596679688,53.7499885559082,76.88529205322266,166.95188903808594,1115,53474087,26787442,12434241,5678723,24590003,14020826
125777730.0,54.372371673583984,28.604944229125977,0.5401482582092285,30.833250045776367,52.66782379150391,76.33116722106934,167.988037109375,1116,119390600,56908352,2456709,1175452,3930421,2306545
83108278.0,54.71583938598633,28.6375789642334,0.3817169666290283,31.14374208450317,53.10481452941895,76.70003509521484,167.98492431640625,1117,81292919,39099585,675803,269650,1139556,711985
89011153.0,55.05364608764648,28.71061134338379,0.5592662692070007,31.533187866210938,53.46181869506836,76.88899993896484,167.988037109375,1118,83893463,40411180,4532150,2084544,585540,335285
183754035.0,54.279052734375,28.630355834960938,0.5355209708213806,30.732166290283203,52.69770812988281,76.15705108642578,166.5809783935547,1119,180655731,86349482,0,0,3098304,2031026
186042405.0,54.28981018066406,28.67531967163086,0.2746033668518066,30.71310043334961,52.7197494506836,76.21041870117188,166.5806427001953,1120,181979004,87106385,0,0,4063401,2607276
67367028.0,54.52897262573242,28.808536529541016,0.5401417016983032,30.784039974212646,52.98772811889648,76.54120826721191,166.3754119873047,1121,64540456,30877106,2294720,1080813,531852,349783
269456505.0,54.42499923706055,28.670759201049805,0.3526567220687866,30.81372833251953,52.828651428222656,76.35658264160156,167.988037109375,1122,262136471,124819682,5952960,2746420,1367074,755929
347069031.0,54.403953552246094,28.69035530090332,0.3233613073825836,30.79098129272461,52.82389831542969,76.31861114501953,167.98492431640625,1123,332450104,158598596,8482607,3697808,6136320,3859693
170450416.0,54.82301330566406,28.70431900024414,0.5401482582092285,31.20037841796875,53.31635284423828,76.76964569091797,167.81826782226562,1124,142362956,68165520,19188480,8809151,8898980,5144134
62289541.0,54.69425582885742,28.66534805297852,1.0749051570892334,31.102222442626957,52.99335479736328,76.75238800048828,167.99993896484375,1125,56618114,26861374,5070987,2365836,600440,310115
68298828.0,54.75383377075195,28.60013008117676,0.4680876135826111,31.199689865112305,53.10748672485352,76.70903015136719,167.996826171875,1126,64702447,30968333,2979726,1379499,616655,359976
72655485.0,55.007110595703125,28.597339630126957,0.988070547580719,31.51238822937012,53.46967315673828,76.68911743164062,167.99993896484375,1127,63672399,30412276,8983086,4206420,0,0
82477746.0,54.78326416015625,28.699607849121094,0.9776983261108398,31.16703414916992,53.261138916015625,76.72763061523438,166.5809783935547,1128,74938050,35625204,7385712,3321255,153984,74562
114526545.0,54.589881896972656,28.72884559631348,0.4559336304664612,30.941184997558597,53.01144027709961,76.5665283203125,166.58065795898438,1129,104341867,49712348,8487192,3969137,1697486,1031339
58563253.0,55.0858039855957,28.69161796569824,0.9776983261108398,31.554798126220703,53.596588134765625,76.98787689208984,166.3001708984375,1130,48138929,22784904,10089772,4557624,334552,205459
135572811.0,54.56689834594727,28.64997673034668,0.9863144755363464,30.9732608795166,52.95147705078125,76.45199584960938,167.99993896484375,1131,126270743,59864551,7989652,3594720,1312416,662832
222088350.0,54.46184158325195,28.652498245239254,0.4680876135826111,30.861173629760746,52.83955001831055,76.35605430603027,167.996826171875,1132,209190403,99301527,11552555,5338524,1345392,813533
119389878.0,54.90563201904297,28.667526245117188,0.9863144755363464,31.29936790466309,53.36565017700195,76.85425567626953,167.8212432861328,1133,101850655,48493253,14478012,6519027,3061211,1796213
155787726.0,54.230125427246094,28.657676696777344,0.988070547580719,30.624950408935547,52.476423263549805,76.07707214355469,166.95188903808594,1134,142855861,67926382,3244032,1688618,9687833,5377674
59748846.0,54.44907379150391,28.62433433532715,0.4739820659160614,30.8555588722229,52.89365768432617,76.39608764648438,167.81826782226562,1135,59215161,28268180,413554,172703,120131,53333
62267220.0,55.04954147338867,28.21738052368164,0.9964382648468018,31.978305339813232,53.64989280700684,76.53323364257812,167.8212432861328,1136,58685353,28597550,2123072,1071186,1458795,829647
204535425.0,54.39451599121094,28.65506362915039,0.6203680038452148,30.836122512817383,52.71112060546875,76.26891326904297,166.7629852294922,1137,178218654,84575487,14031096,6786822,12285675,6719359
74133576.0,54.5032844543457,28.64452171325684,0.3768700361251831,31.00842809677124,52.81268882751465,76.31665992736816,166.75999450683594,1138,62323873,29225839,10203459,4752817,1606244,903514
93004341.0,55.005218505859375,28.296918869018555,0.6534420847892761,31.8942928314209,53.454227447509766,76.51366424560547,166.7629852294922,1139,83186931,39819799,9028880,4222455,788530,397264
110655126.0,55.12827682495117,28.42263412475586,0.679422914981842,31.864660263061523,53.54839897155762,76.82432556152344,167.2011260986328,1140,98623190,48015170,3648580,1777561,8383356,4573551
77819050.0,55.60139465332031,28.2773494720459,0.6426677107810974,32.58818435668945,54.03966522216797,77.07546997070312,167.1981201171875,1141,71618885,34855908,5083425,2285673,1116740,586187
79096753.0,55.78813934326172,28.05824089050293,0.679422914981842,32.99620819091797,54.38960647583008,77.013916015625,166.95188903808594,1142,75094346,36940577,3663348,1637961,339059,185591
283184301.0,54.099365234375,28.632678985595703,0.3526567220687866,30.5740909576416,52.28428268432617,75.8952865600586,167.988037109375,1143,267092071,126381689,2819176,1480142,13273054,7583373
211325961.0,54.23398971557617,28.66095924377441,0.3233613073825836,30.69143295288086,52.47430419921875,76.06977081298828,167.98492431640625,1144,210443773,99659478,0,0,882188,512072
132364585.0,54.79853057861328,28.396774291992188,0.5381301045417786,31.559669494628903,53.25699996948242,76.41268920898438,167.1891632080078,1145,127518766,61692151,1772559,933577,3073260,1815410
399412716.0,54.12728118896485,28.65414810180664,0.3085480332374573,30.574583053588867,52.36524200439453,75.9883804321289,167.98802185058594,1146,366921399,174095110,8772948,4459074,23718369,13543291
397464915.0,54.06971740722656,28.667808532714844,0.1788778752088546,30.517112731933597,52.317020416259766,75.93327331542969,167.9849090576172,1147,385671896,182745771,999756,455320,10793263,6634236
250018341.0,54.47499847412109,28.49637794494629,0.3085480332374573,31.14406394958496,52.80704498291016,76.18534851074219,167.98802185058594,1148,241847917,115690099,4706288,2451728,3464136,2172935
216268003.0,54.72787857055664,28.50718879699707,0.5401482582092285,31.377614974975582,53.110008239746094,76.45526885986328,167.988037109375,1149,195500150,94757960,3477408,1816889,17290445,9850619
311937753.0,54.598731994628906,28.541465759277344,0.3427585661411285,31.21601676940918,52.94656753540039,76.35159301757812,167.98492431640625,1150,303093394,145626049,443142,201193,8401217,5037600
209397880.0,54.992767333984375,28.356996536254883,0.5381301045417786,31.83938360214233,53.38083267211914,76.54353332519531,167.988037109375,1151,203910006,99027733,1090476,601181,4397398,2730443
207865855.0,54.22793197631836,28.59492874145508,0.9863144755363464,30.70908832550049,52.47475814819336,76.01212310791016,167.99993896484375,1152,188811988,89998812,3651336,1813539,15402531,8866518
196188336.0,54.235687255859375,28.617700576782227,0.4680876135826111,30.682924270629883,52.50375747680664,76.03630828857422,167.996826171875,1153,183991846,88258307,0,0,12196490,7509645
136314816.0,54.89791870117188,28.39480400085449,0.9964382648468018,31.583903789520264,53.396514892578125,76.58403015136719,166.31224060058594,1154,125784690,61486166,2425815,1326633,8104311,4771243
348361210.0,54.207496643066406,28.61981201171875,0.5887375473976135,30.662546157836918,52.45075607299805,76.08283996582031,167.9999237060547,1155,299109011,142626693,13011596,6559014,36240603,20492287
443796528.0,54.12577438354492,28.65247917175293,0.323390245437622,30.56133270263672,52.382568359375,76.01079559326172,167.99681091308594,1156,404860611,194069437,1904743,848763,37031174,22494449
