F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,id
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,76
True,True,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,315
True,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,380
True,True,True,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False,False,False,555
True,True,True,False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,633
True,True,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,642
True,True,True,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,723
True,True,True,True,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,960
True,False,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,1210
True,True,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,1729
True,False,True,False,False,False,False,True,False,False,True,True,True,True,True,True,False,False,False,False,1989
True,True,True,False,False,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,2097
True,True,True,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,False,False,2260
True,True,True,False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,2283
True,True,True,False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,2293
True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,True,False,True,False,False,2474
True,False,True,False,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,2590
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,2623
True,True,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,3051
True,True,True,True,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,3465
True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,3563
True,True,True,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,3699
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,3798
True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,3805
True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,3934
True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,4062
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,4069
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,4143
True,True,True,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,4311
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,4526
True,True,True,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,4711
True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,5305
True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,5861
True,True,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,5908
True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,5972
True,True,True,False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,5980
True,True,True,False,True,False,False,True,False,False,False,False,False,True,True,True,False,True,False,False,6336
True,True,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,6408
True,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,6470
True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,6485
True,True,True,False,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,6861
True,True,True,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,6912
True,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,8266
True,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,8554
True,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,8747
True,False,True,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,9092
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,9495
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,9557
True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,9595
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,9873
True,True,True,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,10332
True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,10443
True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,10580
True,True,True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,10706
True,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,10755
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,10770
True,True,True,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,10910
True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,10949
True,True,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,10953
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,11096
True,False,True,True,False,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,11171
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,11172
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,11249
True,True,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,12019
True,True,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,12180
True,True,True,False,True,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,12261
True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,12337
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,12985
True,True,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,13368
True,True,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,13396
True,True,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,13555
True,True,True,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,13809
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,14352
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,False,14433
True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,14951
True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,15167
True,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,15192
True,True,True,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,15669
True,True,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,15725
True,True,True,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,15745
True,True,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,15843
True,True,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,15852
True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,156
True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,335
True,False,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,632
True,True,True,False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,643
True,True,True,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,736
True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,777
True,False,False,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,1048
True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,1086
True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,1377
True,True,False,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,1795
True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,2109
True,False,True,True,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,2331
True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,2610
True,True,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,2970
True,True,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,3101
True,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,3211
True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,3468
True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,3908
True,True,True,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,4032
True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,4046
True,True,True,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False,4089
True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,4175
True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,4202
True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,4249
True,True,True,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,4365
True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,4588
True,True,True,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,4917
True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,4938
True,True,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,5307
True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,5340
True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,5342
True,True,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,5886
True,True,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,5887
True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,6124
True,True,True,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,6297
True,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,6915
True,True,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,7306
